"gene","cancer","rank","mf","known","dawnrank","drivermp","driverrwh","out_degree","evidence_level"
"MYH11","COAD",11,0.0872641509433962,TRUE,116,248,165,9177,"B"
"CUX1","COAD",53,0.0825471698113208,TRUE,585,4518,390,1784,"A"
"BCOR","COAD",12,0.080188679245283,TRUE,5385,433,1587,8466,"B"
"HCFC1","COAD",73,0.0683962264150943,FALSE,267,357,445,3316,"C"
"STAG1","COAD",35,0.0660377358490566,FALSE,2968,597,1529,7419,"B"
"DNMT1","COAD",77,0.0589622641509434,FALSE,112,9038,124,46,"B"
"CHD1","COAD",84,0.0589622641509434,FALSE,356,5580,367,1500,"C"
"EBF1","COAD",20,0.0542452830188679,TRUE,634,5984,1227,8362,"B"
"GATA3","COAD",24,0.0542452830188679,TRUE,154,5362,196,4165,"B"
"NRIP1","COAD",80,0.0542452830188679,FALSE,3792,612,1568,3258,"B"
"ABL1","COAD",95,0.0542452830188679,TRUE,132,104,107,144,"B"
"TAF1","COAD",45,0.0518867924528302,FALSE,229,105,336,3280,"C"
"SMC1A","COAD",49,0.0518867924528302,FALSE,318,317,338,6434,"B"
"E2F7","COAD",76,0.0518867924528302,FALSE,2796,5756,1417,4248,"C"
"REST","COAD",71,0.0495283018867925,FALSE,885,209,1059,2595,"C"
"STAT5B","COAD",87,0.0495283018867925,TRUE,214,324,265,1338,"B"
"KDM5B","COAD",40,0.0471698113207547,FALSE,529,11667,711,7631,"C"
"POLR2A","COAD",42,0.0471698113207547,FALSE,164,272,141,5825,"C"
"ZEB1","COAD",48,0.0471698113207547,FALSE,402,7937,546,4034,"B"
"CBX8","COAD",52,0.044811320754717,FALSE,720,542,865,8061,"C"
"TCF12","COAD",79,0.0400943396226415,TRUE,2991,846,2627,4801,"B"
"ERG","COAD",14,0.0377358490566038,TRUE,12558,5202,6574,12812,"B"
"RUNX2","COAD",92,0.0377358490566038,FALSE,331,229,392,959,"B"
"EGR1","COAD",29,0.035377358490566,FALSE,440,5978,663,7921,"B"
"BRD2","COAD",30,0.035377358490566,FALSE,675,472,849,11920,"C"
"FLI1","COAD",16,0.0330188679245283,TRUE,6202,10367,6541,14861,"B"
"TCF3","COAD",36,0.0330188679245283,TRUE,931,1082,1513,11341,"B"
"RUNX1","COAD",68,0.0330188679245283,TRUE,393,240,301,758,"B"
"FOXP1","COAD",75,0.0330188679245283,TRUE,3769,6879,2382,8493,"B"
"TFAP2C","COAD",56,0.0306603773584906,FALSE,5579,16513,4431,10903,"C"
"TFAP2A","COAD",66,0.0306603773584906,FALSE,2219,7323,2459,7044,"B"
"WDR5","COAD",94,0.0306603773584906,FALSE,468,409,532,6405,"C"
"POU2F1","COAD",85,0.0283018867924528,FALSE,2376,5314,3315,5466,"C"
"MEF2A","COAD",99,0.0283018867924528,FALSE,2731,13903,2469,3649,"C"
"RELA","COAD",100,0.0283018867924528,FALSE,459,126,421,1514,"C"
"SMC3","COAD",98,0.0259433962264151,FALSE,864,779,775,5718,"C"
"GATA1","COAD",27,0.0235849056603774,TRUE,837,9440,1034,11633,"B"
"GABPA","COAD",41,0.0235849056603774,FALSE,7198,1193,7548,14018,"C"
"NR2F2","COAD",64,0.0235849056603774,FALSE,4623,4931,3786,10696,"B"
"MAX","COAD",33,0.0212264150943396,TRUE,4369,1320,4087,13925,"A"
"SPI1","COAD",69,0.0212264150943396,FALSE,899,733,1474,13656,"B"
"MAZ","COAD",46,0.0188679245283019,FALSE,7012,13316,7060,17162,"C"
"LMNB1","COAD",63,0.0188679245283019,FALSE,1144,722,1532,11964,"C"
"CLEC5A","COAD",65,0.0188679245283019,FALSE,8220,7655,9687,3459,"D"
"ETS1","COAD",60,0.0165094339622642,FALSE,1922,285,2365,13272,"B"
"SP1","COAD",72,0.0165094339622642,FALSE,1498,350,2245,8414,"B"
"CDK9","COAD",82,0.0165094339622642,FALSE,1292,717,1884,11557,"C"
"HDAC2","COAD",54,0.0141509433962264,FALSE,1053,253,868,12629,"B"
"KLF4","COAD",91,0.0141509433962264,TRUE,1478,943,2091,11372,"B"
