"gene","cancer","rank","mf","known","dawnrank","drivermp","driverrwh","out_degree","evidence_level"
"SPEN","KIRP",68,0.0324909747292419,TRUE,2674,3183,416,16,"B"
"BPTF","KIRP",67,0.0216606498194946,FALSE,352,205,157,439,"C"
"CUX1","KIRP",79,0.0216606498194946,TRUE,1199,3723,394,1784,"B"
"NSD1","KIRP",86,0.0216606498194946,TRUE,179,3847,314,6,"B"
"BRD2","KIRP",20,0.0180505415162455,FALSE,114,184,107,11920,"C"
"NCOA1","KIRP",42,0.0180505415162455,TRUE,183,146,151,97,"B"
"NR2F2","KIRP",46,0.0180505415162455,FALSE,2307,2827,440,10696,"C"
"NCOA2","KIRP",55,0.0180505415162455,TRUE,206,166,449,79,"B"
"SREBF2","KIRP",88,0.0180505415162455,FALSE,211,125,576,1591,"C"
"SIN3A","KIRP",28,0.0144404332129964,FALSE,110,103,110,3100,"C"
"MDC1","KIRP",66,0.0144404332129964,FALSE,103,223,397,0,"C"
"NOTCH2","KIRP",87,0.0144404332129964,TRUE,192,148,2801,45,"B"
"SMARCC2","KIRP",93,0.0144404332129964,FALSE,297,158,584,286,"C"
"ETS1","KIRP",23,0.0108303249097473,FALSE,395,195,411,13272,"B"
"NOTCH1","KIRP",36,0.0108303249097473,TRUE,155,114,549,8120,"B"
"STAT1","KIRP",38,0.0108303249097473,FALSE,142,142,997,3596,"C"
"PARP1","KIRP",44,0.0108303249097473,FALSE,141,138,118,61,"C"
"JAK2","KIRP",54,0.0108303249097473,TRUE,153,131,131,0,"B"
"POLR2A","KIRP",57,0.0108303249097473,FALSE,158,161,174,5825,"C"
"TAF1","KIRP",70,0.0108303249097473,FALSE,228,165,283,3280,"C"
"PTPRC","KIRP",77,0.0108303249097473,TRUE,144,108,139,0,"B"
"YAP1","KIRP",80,0.0108303249097473,TRUE,248,241,755,22,"B"
"SMC1A","KIRP",84,0.0108303249097473,FALSE,284,190,575,6434,"C"
"PBX1","KIRP",85,0.0108303249097473,TRUE,531,730,331,5047,"B"
"NCOA3","KIRP",90,0.0108303249097473,FALSE,292,200,641,89,"C"
"HNF4A","KIRP",91,0.0108303249097473,FALSE,190,186,230,3928,"C"
"MED12","KIRP",99,0.0108303249097473,TRUE,572,286,3684,6109,"B"
"CSNK2A1","KIRP",72,0.0072202166064982,FALSE,413,175,700,0,"C"
"USF1","KIRP",83,0.0072202166064982,FALSE,1456,903,2997,8673,"C"
"PPARG","KIRP",96,0.0072202166064982,TRUE,267,210,276,5034,"B"
"FOXO1","KIRP",97,0.0072202166064982,TRUE,342,334,227,653,"B"
"POU2F1","KIRP",98,0.0072202166064982,FALSE,1850,6268,3375,5466,"C"
"KAT2B","KIRP",100,0.0072202166064982,FALSE,322,344,311,125,"C"
