374,297,63,190,246,373,55
210,60,48,179,84,343,508
94,317,210,383,418,372,302
302,312,206,95,439,115,216
115,508,98,102,174,151,345
470,463,210,157,440,254,58
301,508,362,488,302,232,154
169,209,211,265,46,508,152
474,96,140,439,323,382,157
445,83,71,235,276,315,36
47,61,36,151,141,381,461
127,418,352,508,88,423,268
386,246,281,16,508,43,210
100,508,325,63,490,69,148
475,352,48,67,26,127,19
164,508,103,29,179,55,79
210,508,232,354,164,101,10
248,395,132,463,402,235,152
69,148,251,21,475,508,381
473,508,182,359,246,81,273
56,480,249,497,101,476,491
457,61,174,62,12,39,346
42,445,395,435,128,194,320
491,160,497,331,251,210,504
337,199,462,10,164,67,66
497,205,102,115,493,287,332
408,259,210,478,364,302,3
218,159,348,156,36,452,302
256,508,362,251,460,123,395
474,145,260,113,188,395,231
254,346,476,283,127,508,159
359,326,508,60,188,316,199
214,98,26,374,356,25,347
450,256,348,310,440,424,395
375,373,194,162,302,193,345
211,311,362,428,251,171,259
407,108,214,285,333,209,210
157,60,470,494,283,16,302
326,175,56,505,79,282,423
210,221,152,308,158,389,124
508,357,157,210,191,374,208
110,395,311,91,161,379,250
105,302,447,301,491,48,334
403,217,16,508,193,424,174
152,414,484,281,159,216,508
490,152,192,245,376,409,508
383,34,424,35,210,87,131
15,152,508,192,3,60,169
228,210,136,274,378,391,47
141,439,441,461,318,19,508
492,131,314,126,308,60,3
508,199,302,281,143,394,156
210,60,151,478,101,1,508
367,26,169,414,40,335,93
459,280,323,462,246,508,276
332,413,109,123,386,210,1
240,496,197,5,325,56,20
192,121,406,352,438,58,118
362,223,330,245,151,281,368
479,26,194,381,130,6,408
346,268,213,152,508,326,164
42,152,164,160,198,149,41
210,450,357,192,412,174,286
151,101,405,74,210,359,124
281,145,293,450,326,236,504
67,464,279,362,63,417,409
229,493,418,141,34,429,398
371,67,26,98,302,436,92
128,113,168,144,426,224,463
462,192,291,102,243,188,169
230,374,119,175,417,169,496
23,350,342,391,138,408,69
130,356,445,78,26,484,144
398,387,391,489,479,448,159
281,502,110,491,82,508,144
453,391,267,471,239,395,483
508,302,495,151,401,311,206
98,158,232,160,302,181,95
18,130,125,152,356,331,102
140,185,8,371,156,151,413
499,332,25,54,373,112,374
508,194,504,320,127,144,71
233,413,184,253,249,42,404
163,335,323,122,366,111,457
269,198,432,462,391,60,417
317,254,251,429,327,345,124
269,152,34,361,76,219,209
438,183,41,245,342,83,466
422,462,1,482,125,115,300
466,322,391,118,425,140,80
409,444,69,219,508,34,78
83,508,157,60,281,42,389
426,371,99,210,115,359,69
157,281,34,255,398,210,433
332,457,340,232,508,75,240
195,344,61,312,193,508,326
480,460,118,431,359,316,324
439,156,254,173,389,33,302
13,381,41,332,127,32,179
40,508,457,61,184,56,422
127,503,210,254,54,290,508
102,253,174,315,468,199,313
179,288,101,325,168,184,46
239,159,69,408,210,398,314
8,254,214,180,391,240,508
384,200,23,134,204,219,18
401,194,480,46,108,408,187
251,325,56,470,508,179,466
395,495,66,266,446,98,138
329,508,166,238,268,241,391
493,343,395,129,471,103,469
306,508,484,312,113,426,102
351,219,504,236,240,414,173
311,152,269,337,486,409,435
151,508,139,281,448,81,122
113,84,400,26,466,159,422
369,210,136,157,189,208,242
360,470,376,395,213,61,193
169,457,408,194,371,357,26
42,97,463,255,28,203,328
29,366,395,470,302,455,508
66,41,431,197,65,396,228
184,474,26,251,351,332,427
158,22,493,306,151,92,108
152,313,420,254,221,210,83
8,221,99,98,115,374,175
210,315,180,194,211,193,101
109,508,246,211,490,45,98
457,351,84,29,152,109,198
391,492,8,251,471,98,381
158,457,503,248,385,367,236
