245,129,246
457,408,347
90,470,99
51,227,508
357,391,210
302,41,489
189,269,69
4,447,325
144,43,251
112,223,78
381,426,32
457,487,422
185,210,168
483,346,268
468,323,317
89,133,32
347,254,245
49,193,273
8,204,456
163,160,460
151,71,508
391,175,41
23,230,39
152,415,508
276,111,455
34,3,497
2,374,451
377,391,273
268,454,210
439,384,413
307,474,158
504,357,408
210,244,356
125,45,102
210,108,213
151,210,177
6,333,434
112,502,443
480,69,174
268,339,407
438,206,210
9,34,393
163,210,493
127,482,508
193,374,29
368,457,23
493,29,440
334,34,477
9,65,367
211,239,123
303,169,269
89,123,60
437,34,66
399,333,210
121,326,387
208,17,282
394,152,211
211,508,8
34,98,210
506,298,251
463,191,118
177,366,108
302,392,210
246,83,175
42,75,194
54,508,391
198,508,426
113,95,371
64,373,210
246,210,221
274,37,188
479,110,459
152,140,136
170,427,435
414,395,479
256,207,206
98,61,377
406,506,320
402,375,152
151,33,223
342,123,371
256,92,194
232,168,426
488,3,144
60,356,11
76,124,488
210,286,391
374,168,62
144,92,328
313,403,312
148,209,383
3,37,433
111,40,210
169,151,42
157,87,109
194,113,213
463,3,246
36,426,55
274,478,78
194,491,3
309,276,359
477,152,210
41,480,276
504,69,138
145,210,157
445,30,60
254,378,364
257,288,157
195,503,62
457,198,381
10,333,297
152,276,210
31,152,457
331,210,291
127,182,171
452,471,450
339,489,179
275,126,211
487,463,337
14,162,41
341,140,6
455,102,407
391,60,480
126,294,508
437,381,171
508,493,422
457,194,434
152,134,59
357,268,130
264,93,302
2,174,115
457,210,47
276,325,382
93,146,476
127,469,36
330,359,439
242,333,371
154,115,186
383,201,79
14,118,110
432,78,430
127,193,275
151,508,238
232,386,456
281,383,370
328,311,341
232,419,408
434,184,66
396,407,463
311,468,458
35,115,235
371,506,128
276,317,169
450,4,151
254,508,315
102,104,50
480,51,447
332,402,338
468,504,126
479,332,402
268,0,269
379,26,376
389,276,141
417,64,76
31,439,238
108,246,433
210,41,309
116,198,61
152,374,261
168,110,159
238,257,25
115,449,267
75,69,508
432,21,337
438,316,332
466,313,508
206,426,406
52,122,251
75,358,62
179,106,21
389,74,332
370,42,221
52,199,26
210,144,455
508,269,198
70,152,255
60,35,133
129,358,152
152,232,367
301,13,109
204,439,170
357,246,508
312,373,136
112,21,425
152,162,193
175,480,211
359,245,395
41,131,267
440,347,188
483,96,61
325,67,210
251,73,383
374,83,187
31,184,40
63,93,36
49,164,302
339,343,324
466,190,152
404,408,34
457,491,508
136,193,210
504,466,273
208,151,50
101,83,476
115,396,55
160,75,391
499,40,276
239,127,211
251,254,211
