254,62
96,6
149,108
61,114
149,87
236,33
139,78
8,241
23,43
109,9
181,235
0,131
61,221
214,172
207,206
13,29
37,75
226,97
122,91
157,76
88,65
149,10
1,102
266,265
223,254
275,35
190,260
172,97
161,226
190,259
51,80
114,35
95,58
111,228
190,269
146,273
139,95
85,250
112,64
63,130
26,168
155,112
266,255
233,107
256,126
148,263
4,75
131,130
263,265
44,275
273,54
134,95
250,205
27,227
159,277
34,214
231,157
117,14
243,16
92,66
121,4
164,140
165,56
59,15
107,257
101,197
249,23
155,254
103,252
34,78
33,131
269,124
147,138
175,11
53,190
130,97
76,247
20,197
139,35
180,119
123,216
143,257
225,257
265,224
242,46
89,34
180,134
112,6
194,163
196,132
108,18
184,132
82,267
165,25
33,237
58,131
53,194
31,130
124,194
11,3
197,203
19,48
266,188
156,43
237,211
79,182
170,196
31,85
159,243
148,253
189,248
99,250
207,135
146,223
207,177
2,235
125,33
169,71
206,239
243,260
39,159
143,155
262,119
112,277
121,35
131,134
50,28
229,272
252,240
108,52
151,275
265,97
41,117
38,171
110,116
219,122
86,120
77,190
276,102
215,26
119,223
227,53
217,70
208,14
123,91
157,199
32,89
188,81
85,191
270,37
73,92
107,168
63,222
262,99
123,93
240,276
241,19
51,96
5,82
113,148
206,46
271,73
107,22
118,149
194,45
162,90
98,66
145,189
262,195
248,68
227,119
259,25
129,27
41,81
199,163
76,210
143,131
50,268
170,130
239,137
247,188
137,277
114,216
224,180
227,231
39,226
221,117
202,207
172,163
271,92
186,180
26,149
13,239
224,233
131,197
252,20
99,45
197,214
48,189
19,268
74,109
274,157
77,277
273,30
186,83
241,213
45,140
194,136
257,15
187,54
247,267
209,226
43,143
45,39
166,3
120,235
65,180
120,151
5,66
197,187
18,278
168,170
274,95
191,64
35,207
168,3
151,182
164,158
6,265
103,166
238,95
82,133
187,64
221,171
96,20
110,255
198,227
65,69
170,249
141,189
190,112
110,108
97,183
143,127
52,38
243,31
182,224
121,26
122,129
11,89
199,240
209,24
200,190
171,226
114,183
17,53
118,186
269,139
114,203
148,182
259,37
266,133
261,207
75,254
12,188
134,77
156,162
31,231
249,185
147,77
112,272
13,269
276,14
178,137
214,125
208,119
69,268
130,259
8,223
125,20
200,128
116,267
166,112
30,65
82,45
30,182
81,40
154,51
274,90
83,140
220,82
238,96
200,211
135,259
186,95
147,205
63,169
129,244
64,213
171,86
182,157
30,201
83,77
240,96
184,38
132,67
225,254
89,125
164,166
133,96
232,241
199,206
91,277
182,63
53,133
19,20
31,16
118,221
155,180
134,173
85,109
274,216
67,3
69,34
254,194
45,202
18,255
69,168
262,1
252,29
13,265
212,102
249,126
27,163
233,149
128,169
267,32
101,60
84,29
65,248
82,276
19,103
202,179
165,135
264,192
248,85
112,110
67,180
82,59
98,142
177,197
226,163
89,86
149,204
147,201
112,45
24,154
19,66
272,241
166,160
31,126
238,119
272,250
96,77
160,267
80,82
84,156
116,131
155,73
228,34
4,182
80,170
6,201
88,2
241,125
13,239
13,223
188,190
16,204
226,268
32,5
114,15
214,126
235,21
29,198
18,151
183,93
29,172
227,58
51,219
267,169
202,264
155,253
275,128
97,156
265,114
187,96
210,143
3,26
161,181
216,277
211,172
72,172
259,257
248,249
23,152
112,106
201,5
227,214
259,34
99,274
19,139
190,50
278,131
10,219
9,90
99,97
272,219
180,90
218,275
92,116
89,63
21,3
3,6
252,163
119,11
202,180
216,80
215,66
210,227
218,226
221,72
164,63
152,84
89,134
38,223
63,8
82,228
275,72
225,233
85,175
207,3
76,177
140,189
12,53
187,14
96,139
88,103
194,232
51,168
53,201
227,194
15,193
166,140
58,26
155,46
59,77
92,194
183,130
274,122
93,156
147,119
161,26
260,140
191,198
45,218
160,190
278,212
169,14
12,174
20,86
61,252
234,186
131,113
233,201
120,192
86,175
2,75
224,39
63,86
257,49
3,228
117,91
182,224
130,158
26,163
73,131
145,26
269,87
207,226
97,33
137,244
241,18
219,252
53,119
226,19
223,218
26,91
13,5
185,61
197,155
221,52
122,51
12,244
177,93
260,56
94,174
29,50
20,197
189,190
17,111
106,216
147,36
33,51
148,210
31,48
109,273
85,51
238,65
24,255
25,275
143,104
216,217
212,45
109,128
109,237
271,161
48,250
103,130
230,10
263,206
34,130
157,50
113,24
138,57
187,45
224,53
125,220
226,39
139,111
182,2
192,34
172,262
67,66
78,181
