66,229,224
199,272,17
267,58,158
86,272,160
109,14,209
206,192,215
152,204,188
272,78,238
29,163,36
99,238,202
210,214,277
252,95,208
5,71,218
232,9,163
48,46,270
70,212,218
172,112,72
72,177,27
266,233,116
255,27,77
249,98,108
172,190,149
96,120,45
260,221,111
71,235,188
169,51,275
51,65,214
201,26,199
212,87,129
36,9,257
146,190,144
123,18,23
198,227,1
114,238,95
15,205,20
29,275,69
132,190,269
219,173,2
252,154,55
106,200,207
238,122,203
52,244,277
203,97,82
148,66,189
159,63,265
190,131,75
114,128,56
190,87,186
269,52,166
108,143,85
53,45,235
54,177,273
179,218,277
274,251,140
78,65,108
113,207,111
38,209,195
69,70,60
135,119,181
214,149,122
195,72,51
121,224,209
188,45,257
128,272,75
0,72,71
186,246,64
272,91,48
248,126,117
34,103,20
256,252,103
216,179,243
249,224,223
214,69,54
78,32,240
56,238,112
196,137,107
24,240,98
140,78,186
275,205,112
53,114,20
229,223,195
119,121,43
136,139,15
68,272,188
66,80,16
207,151,72
274,272,53
8,52,159
228,98,53
194,250,161
139,263,85
201,176,203
110,140,237
87,250,240
210,211,245
45,148,53
143,121,224
99,73,29
212,6,164
84,215,233
87,178,180
166,138,170
179,87,73
84,27,128
168,263,252
108,196,119
19,251,168
142,238,180
168,210,36
65,4,263
95,168,94
172,27,262
151,267,53
88,201,218
3,269,19
96,134,123
270,218,90
96,154,130
164,53,65
118,269,90
194,263,14
180,73,207
60,51,205
217,95,51
78,102,216
12,149,189
214,24,210
20,220,170
1,65,142
157,126,20
44,19,151
239,66,63
184,277,107
40,25,97
50,35,260
70,251,211
25,20,212
97,110,218
149,81,119
202,177,246
188,187,265
250,201,157
247,259,212
253,214,97
189,56,116
54,15,240
132,127,53
35,167,190
107,199,189
15,103,205
248,20,92
163,263,201
253,207,180
71,19,181
66,80,193
269,1,44
6,126,131
33,227,165
45,20,127
186,126,148
276,97,224
46,112,261
63,205,186
202,211,235
19,38,2
136,84,223
35,116,170
161,272,117
65,116,53
45,48,38
237,201,80
155,237,161
59,10,57
187,255,207
162,86,91
13,155,196
197,136,177
20,32,38
181,211,259
261,149,207
106,38,260
145,201,19
17,97,24
19,159,241
271,168,107
19,64,31
92,211,272
87,119,82
248,24,269
243,195,145
206,199,63
252,187,183
98,190,86
58,245,203
35,239,118
190,93,20
34,70,67
195,179,127
98,172,27
207,164,251
163,265,214
96,209,238
119,233,154
200,71,204
186,205,168
181,16,151
263,13,216
209,134,193
162,53,272
13,108,165
149,120,204
172,96,219
223,180,118
10,25,84
106,81,200
207,86,160
143,214,182
253,116,261
268,86,23
46,131,182
53,143,57
65,24,50
83,188,159
108,18,180
103,33,163
198,45,277
153,163,108
131,223,23
161,157,146
180,28,106
223,147,110
97,58,110
214,53,34
7,139,251
261,52,190
225,141,20
145,228,263
68,66,96
68,16,195
224,218,276
106,120,66
186,107,63
189,183,146
275,145,175
240,212,224
150,194,147
264,27,145
69,194,223
69,62,161
64,91,126
244,137,233
86,102,5
273,44,58
12,277,237
227,65,147
16,60,149
170,219,176
120,88,163
199,246,20
257,112,92
176,128,16
178,56,233
91,76,77
91,97,144
24,160,130
69,110,157
201,46,106
164,104,271
107,224,255
44,182,201
78,145,148
2,216,66
98,154,257
224,187,46
246,34,117
151,176,146
106,77,131
136,213,261
240,28,61
237,177,119
228,176,201
21,107,34
275,39,216
261,249,277
80,201,119
3,235,88
112,107,257
211,142,16
45,19,143
