250,22,182,79,223,258,60,345,14,187,74,4,43,320,262,67,32
233,183,238,164,139,292,348,311,95,76,107,68,215,131,193,152,208
231,95,339,12,119,233,247,60,154,224,184,36,330,267,192,195,344
247,43,292,137,129,283,35,51,368,236,22,219,304,134,106,25,359
139,265,258,70,30,138,278,61,31,68,223,156,106,101,307,264,22
135,118,368,220,312,15,109,201,186,97,325,259,156,57,176,269,128
297,15,338,226,139,171,192,174,56,51,304,302,95,79,234,68,363
152,248,24,316,245,76,269,110,15,231,326,193,132,308,165,363,318
24,296,248,256,231,151,224,68,298,161,198,139,153,319,28,27,185
93,180,77,156,114,250,174,368,203,74,204,284,298,68,67,254,14
140,53,145,278,137,251,16,323,157,22,139,328,175,209,86,156,262
162,89,312,107,328,366,196,215,195,265,100,223,113,352,341,178,137
232,124,289,49,265,231,68,283,120,349,184,181,137,143,234,70,211
260,183,203,82,68,130,213,265,60,330,196,149,319,51,295,83,256
234,41,91,212,311,174,117,200,137,201,19,218,43,156,93,51,53
69,4,287,112,281,224,227,191,260,265,51,322,323,193,87,156,75
356,295,268,26,218,237,20,157,15,21,265,280,318,340,344,294,51
51,295,337,30,90,46,71,37,247,336,369,231,315,48,213,56,35
364,167,198,307,42,68,60,12,51,110,280,146,57,190,260,133,137
201,68,101,356,51,185,250,265,15,137,344,305,322,299,72,217,308
316,240,218,259,260,176,68,138,290,363,51,69,139,149,67,276,343
139,307,156,337,265,135,1,68,204,245,364,343,183,264,366,94,350
198,336,68,242,156,269,356,204,230,318,65,265,251,355,102,166,218
354,68,51,193,238,314,223,239,27,123,44,137,248,322,65,350,224
51,278,118,167,67,27,139,137,30,15,133,68,45,251,165,217,205
332,230,48,51,41,296,137,68,364,154,244,291,306,133,295,219,84
309,196,184,204,226,137,354,51,254,162,273,265,145,285,295,112,142
337,147,137,149,152,298,321,343,239,68,122,215,51,128,134,194,175
36,269,265,158,63,165,284,233,238,253,307,294,68,192,104,108,354
119,7,38,265,289,62,47,348,132,287,51,304,97,4,151,139,137
311,212,276,351,346,294,167,258,333,36,223,44,296,292,318,41,273
342,5,348,349,51,139,133,171,369,0,265,224,313,68,128,332,13
51,330,15,68,245,265,293,180,367,42,195,92,285,13,45,82,189
265,77,51,146,192,100,154,241,50,238,349,236,59,359,142,111,356
254,278,315,354,215,6,96,92,314,68,202,200,262,48,15,147,322
37,354,198,69,366,277,276,156,258,265,161,359,81,222,360,157,48
231,62,278,292,46,286,115,77,220,299,175,139,277,68,156,369,208
259,295,53,260,297,263,177,114,187,157,95,350,285,189,158,363,46
264,203,356,189,81,259,187,57,208,134,339,161,98,292,230,361,317
141,215,255,60,234,289,251,19,183,222,199,36,305,354,156,356,276
15,139,279,247,294,195,335,71,201,88,230,202,332,344,118,355,349
253,318,68,271,82,244,268,74,292,67,127,335,38,37,92,76,200
