248,72,159,128,265,146,208
51,149,265,124,289,188,294
344,128,175,332,218,369,265
44,191,51,153,299,250,196
282,231,30,345,48,184,72
284,26,89,229,232,325,187
330,51,26,254,265,147,139
156,187,51,139,59,211,204
26,202,57,156,72,187,269
314,360,179,18,265,171,105
68,126,81,265,231,198,362
203,265,240,13,363,301,131
61,137,369,207,43,83,282
90,80,95,51,109,86,117
318,238,4,111,356,130,75
140,224,213,15,265,337,7
88,255,89,69,350,355,68
137,231,25,294,342,208,265
163,204,137,344,278,281,218
111,26,278,6,63,326,299
266,158,61,78,309,312,170
344,165,170,247,217,31,202
350,301,134,44,214,302,202
263,241,265,68,132,367,69
337,245,357,203,137,139,39
332,187,137,46,227,256,215
57,207,265,342,291,260,237
45,321,316,68,128,315,139
2,179,38,153,271,333,79
281,7,137,234,37,248,324
68,81,355,363,50,302,58
210,13,265,170,231,132,157
304,174,197,31,309,90,354
103,187,28,315,176,273,180
212,328,305,137,320,24,12
51,341,254,147,171,289,86
156,51,139,57,53,307,320
24,51,271,258,125,138,35
15,94,265,311,216,126,69
68,137,212,6,311,104,307
304,180,245,32,99,137,69
282,51,46,244,156,289,258
159,231,15,206,51,265,26
266,41,369,95,68,51,354
260,137,32,8,359,2,268
12,231,42,309,51,356,299
106,342,60,89,330,70,361
15,90,75,51,32,21,216
273,137,13,226,209,3,265
231,213,88,25,327,267,295
295,289,339,247,263,245,356
100,159,289,72,174,60,23
265,147,137,365,68,30,300
191,360,276,50,193,296,339
296,209,13,107,121,231,45
51,46,12,342,191,282,138
259,234,175,68,156,13,72
1,13,288,61,240,142,346
342,45,182,136,281,219,348
77,226,320,317,265,13,309
160,285,325,90,248,186,293
366,55,60,244,197,59,48
239,243,364,21,326,356,161
95,303,335,216,148,248,323
289,348,73,57,142,138,296
95,259,118,128,165,260,359
356,359,68,353,250,265,354
93,234,99,243,265,175,260
128,356,51,295,370,144,200
253,354,67,111,333,303,351
317,309,265,40,152,111,95
151,69,209,349,160,68,213
294,187,191,356,51,349,316
19,128,309,167,347,135,51
241,39,273,157,355,137,48
341,53,162,137,101,159,170
53,309,172,167,284,145,51
83,208,207,140,128,265,154
51,13,278,109,152,68,210
351,253,141,114,99,65,360
98,23,265,317,244,184,365
356,137,321,95,114,345,68
231,318,104,160,131,292,46
51,100,167,74,265,68,231
359,202,238,353,152,296,132
132,43,287,248,201,68,167
241,51,346,196,173,363,269
123,132,309,12,231,226,68
271,339,104,347,338,348,202
154,344,2,160,119,99,51
269,6,37,231,348,190,155
37,271,126,302,51,223,156
255,137,51,206,233,273,213
136,53,161,337,104,165,355
248,275,260,51,225,63,270
262,96,73,55,359,51,301
86,6,203,51,149,107,132
248,225,170,167,127,118,92
278,265,127,146,43,155,65
246,298,238,92,137,344,289
262,225,140,15,321,8,57
158,81,119,129,323,368,126
182,68,354,307,135,74,139
24,51,260,364,170,363,236
38,191,207,329,186,322,311
1,183,189,68,13,251,140
58,178,321,137,331,253,199
207,259,300,282,106,260,90
68,296,265,157,63,137,53
286,233,150,47,1,260,243
51,337,209,233,330,317,158
283,177,253,237,51,318,129
29,10,68,79,137,304,138
105,104,71,44,57,51,8
161,121,231,265,262,260,77
280,147,285,292,269,328,356
86,358,230,221,137,13,361
51,265,223,14,358,273,157
137,95,88,68,69,319,197
317,350,76,265,283,174,272
328,140,69,260,169,5,336
6,238,223,348,139,51,356
283,161,246,181,248,325,20
12,292,296,51,317,236,250
51,255,171,137,301,212,215
252,65,59,194,83,292,275
51,340,267,175,144,140,156
209,90,139,329,193,160,183
70,58,68,340,284,356,358
320,217,128,212,175,137,343
153,269,53,119,13,286,296
330,269,295,363,241,318,117
112,41,316,260,70,169,327
356,310,14,101,294,340,265
26,33,101,17,108,61,0
156,193,321,5,142,248,109
326,279,156,188,68,51,365
51,232,111,82,75,7,32
222,199,265,76,40,32,204
350,357,133,138,217,234,188
199,151,94,51,321,58,356
174,132,203,337,81,131,16
214,185,323,117,95,43,140
190,201,139,7,183,15,202
117,84,111,51,60,332,54
25,68,26,24,164,8,261
197,68,242,193,265,192,333
315,265,260,245,352,226,90
239,13,214,265,216,215,136
201,354,15,258,341,137,183
103,45,82,207,338,318,85
100,223,182,65,44,311,27
107,167,51,234,116,308,356
195,296,355,57,325,349,139
269,98,13,138,324,88,302
325,359,201,255,164,126,157
68,57,137,191,312,32,53
24,156,157,276,341,207,73
56,207,263,82,156,88,94
89,308,51,265,106,245,109
