335,309
209,367
365,325
240,248
137,252
233,273
149,218
354,172
82,251
314,180
260,240
13,108
46,267
15,53
295,311
170,60
362,196
76,81
63,51
134,152
221,92
366,258
151,58
170,22
238,84
81,359
265,335
217,68
38,43
365,118
32,231
38,130
106,59
323,63
265,13
137,322
369,258
325,47
167,274
309,311
352,260
42,215
156,142
67,368
139,303
13,239
231,242
224,359
172,312
137,53
317,226
109,76
308,338
95,76
201,53
170,354
213,244
192,32
289,202
340,278
359,65
264,295
76,161
45,134
260,344
139,269
18,142
22,68
51,265
208,322
265,251
125,306
202,153
51,312
359,157
61,68
364,299
65,55
134,272
4,109
58,179
124,197
113,315
191,233
124,318
198,291
324,85
214,237
109,290
247,19
119,263
241,279
247,358
46,95
147,221
197,356
155,306
347,136
137,294
265,139
315,292
60,26
88,58
204,100
98,196
348,47
165,196
317,251
281,201
90,303
180,81
341,25
328,53
53,301
73,68
284,256
60,45
137,110
188,180
201,281
41,137
72,156
347,68
105,242
251,137
137,128
196,65
133,212
193,68
69,344
357,68
269,275
84,339
303,292
296,68
118,336
156,20
22,131
51,265
260,283
234,144
15,228
13,284
351,199
74,222
68,234
60,152
260,215
336,75
139,271
51,306
139,294
115,281
183,115
231,243
15,67
210,241
147,238
265,323
256,359
100,111
13,68
51,69
281,122
68,359
51,30
328,355
207,274
327,262
38,51
35,365
258,161
294,190
41,322
339,208
63,92
258,159
365,111
85,258
24,157
350,198
318,82
227,183
168,324
51,246
367,46
215,354
67,19
118,68
309,363
51,67
196,8
54,339
212,337
296,67
213,176
322,51
223,317
101,315
353,51
275,329
136,182
336,127
53,153
32,74
139,328
317,354
285,47
32,137
259,361
219,269
107,325
335,81
283,331
90,38
188,356
343,125
281,364
347,296
129,270
318,326
193,359
68,343
304,190
124,354
355,330
349,103
242,312
274,183
60,294
238,312
351,47
68,51
259,213
223,278
234,352
347,354
43,15
165,136
100,121
145,260
281,77
340,291
348,96
299,207
244,95
215,304
325,15
13,265
286,139
68,46
132,194
169,192
250,301
153,167
336,174
212,122
353,113
108,61
195,284
67,181
157,202
294,65
169,92
286,283
356,208
28,15
308,13
275,139
323,160
265,323
139,318
16,47
212,63
312,137
294,248
217,295
90,321
192,95
209,359
335,252
164,135
221,194
88,213
26,302
51,288
46,349
57,252
156,245
213,273
137,111
147,276
2,128
265,271
109,51
311,68
24,95
33,180
193,18
67,260
50,258
27,15
352,51
244,183
71,296
137,69
56,208
231,243
357,32
270,190
289,156
29,95
169,219
260,160
68,12
254,183
24,210
95,294
345,90
115,309
240,139
335,231
137,352
82,263
356,200
265,341
301,79
214,346
255,268
265,311
6,369
15,205
156,106
318,292
139,293
241,238
39,221
15,137
320,302
150,242
260,216
276,295
45,191
38,22
68,79
354,270
347,8
213,207
300,156
354,2
262,311
207,248
2,346
126,60
215,169
156,348
295,175
326,38
128,231
243,156
354,137
131,159
156,258
137,349
208,333
244,170
68,225
149,335
137,359
366,16
42,359
57,299
183,72
300,348
13,39
349,123
301,43
132,318
238,92
185,269
354,285
309,41
68,34
162,295
265,283
6,194
214,202
17,77
292,13
265,118
295,128
356,90
267,289
265,205
336,263
127,260
89,251
156,318
258,198
118,265
51,53
362,259
39,223
207,25
51,349
43,340
145,5
157,291
269,262
137,110
132,161
153,293
159,328
345,333
223,225
198,156
95,51
319,95
6,51
37,287
354,187
219,260
348,79
215,18
314,231
319,126
327,209
38,15
259,236
187,258
210,51
129,169
95,365
101,191
69,285
174,28
254,354
191,318
117,51
236,354
227,51
215,185
225,312
234,208
68,214
260,113
227,46
208,301
304,137
156,340
255,214
46,194
153,42
94,211
137,53
126,68
291,150
224,70
240,69
271,283
75,109
354,132
345,205
198,51
258,17
4,336
347,236
354,231
214,363
348,285
325,58
51,307
137,92
253,289
90,28
168,197
94,23
211,110
229,256
72,231
347,294
108,297
218,313
38,121
333,285
247,258
68,57
359,267
251,339
304,299
68,114
137,203
139,46
281,50
284,298
115,196
276,137
336,51
323,190
247,281
30,14
137,352
154,94
68,241
246,244
26,51
124,61
205,265
238,265
68,140
273,181
219,262
215,51
167,87
187,151
320,357
283,94
289,233
265,166
95,212
139,68
277,348
267,13
295,134
247,51
138,247
307,60
162,362
137,325
256,239
51,293
68,316
344,132
331,81
220,193
187,318
248,265
210,5
