CTCF	0.0198466664190287
EP300	0.0142457417198938
PTEN	0.00832033199032301
CREBBP	0.00805619927145167
TP53	0.0079290787687183
BRD4	0.00789533435017139
CTNNB1	0.00629289917145566
BCOR	0.00607477332094943
MYH11	0.00473077769908977
E2F1	0.00459413879942401
GABPA	0.00452665095904603
ETS1	0.00436657059243878
SP1	0.00429999765234517
FLI1	0.00428547152285019
ERG	0.00427060782259295
HDAC2	0.00411278007468645
MED12	0.00410254704337075
TAF1	0.00409329838593217
PIK3CA	0.00390580409313929
GATA1	0.00390084768046608
HDAC1	0.00382575487721245
NOTCH1	0.00380861988582727
FOXA1	0.00368815980059932
MAX	0.00356142994403648
ATM	0.00353680993112106
ARID1A	0.00349459962451797
BRD2	0.00341252526812087
EGR1	0.0033687421076862
TFAP2C	0.00327555374214346
POLR2A	0.00320610883842401
FOXP1	0.00318274700033049
KDM5B	0.00317263202224803
ZNF263	0.00316141122005636
AR	0.00313873793477254
CREB1	0.00311850161133905
BRCA1	0.00311083297509202
EBF1	0.00294070470949299
MYC	0.00285490932882575
KRAS	0.00285187057330294
KLF4	0.00284820306644998
SIN3A	0.00283062938665662
SMC1A	0.00274622817458761
SMARCA4	0.00268693658860449
YY1	0.00264534522223911
CUX1	0.00261708729446939
ARNT	0.00255373648447761
TFAP2A	0.00251939304558365
FOXA2	0.00249437019555536
EZH2	0.00248004767770408
NCOR1	0.00240014187482731
POU2F1	0.00232459072618618
USF1	0.00231660520549336
SMC3	0.00230445161173254
HCFC1	0.00229150627680937
STAT1	0.00226656080045548
STAG1	0.00224250901416615
NFKB1	0.00224215123396298
ZEB1	0.00224172082120667
MXI1	0.00222634531469777
STAT3	0.00218979903359218
PRKDC	0.00218837271175607
CLEC5A	0.00218182780489957
RB1	0.00217430682059592
NR2F2	0.00216676693078572
TCF3	0.00210008183483994
KDM4C	0.00209257494563772
PHF8	0.00208739480653981
IRF1	0.00206665034450265
PAX5	0.00202000868828565
LMNB1	0.00195553733713122
WDR5	0.00195288972232844
ESR1	0.00191674664999341
NRIP1	0.00189039655731498
NCOR2	0.00188232884814927
KMT2D	0.00187582755545287
MYB	0.00186649903299348
MAZ	0.0018651738431163
GATA3	0.00185998807982873
HNF4A	0.00183164005354481
E2F7	0.00177603013602908
PPARG	0.00175500594595868
KLF5	0.00174363999033778
JUN	0.00170368540178236
GRHL2	0.00169263926155348
AHR	0.00166486876819953
FOS	0.00159926228726732
TCF12	0.0015691045988361
KMT2A	0.00153525790728692
MEF2A	0.00152650263375712
CDK9	0.00152375601745486
ATF2	0.00152336430750752
PBX1	0.00150440093316446
PIK3R1	0.00148607555666386
TAF3	0.00148190719506909
FBXW7	0.00147277157087453
NF1	0.0014491971651547
REST	0.00142477230538805
NFIC	0.00142168517124905
ATF3	0.00142088390042302
HIF1A	0.00141831152126077
NFYA	0.00141768049721128
RAD21	0.00141034150757582
KLF9	0.00134059372489868
TBP	0.00133526777332343
RELA	0.00132137199091393
NCOA1	0.00129766696532615
BCL6	0.00128572592470614
ZBTB7A	0.001274847545612
TRRAP	0.00126053667750934
E2F6	0.00125490893546606
PBX3	0.00125235720841273
RBBP5	0.00123851144948752
KAT2B	0.00122030644522106
CBX8	0.00120903918164128
MTOR	0.00120558169460537
NR3C1	0.00117151627677624
PAX6	0.00115921969569155
RUNX1T1	0.00114793832323042
CTCFL	0.00114142601548968
BHLHE40	0.00113818915641853
JAK1	0.00113278647014455
BPTF	0.00112509068542377
CHD1	0.0011209769756358
RUNX1	0.00112069346968575
AKT1	0.0011066217373124
EZH1	0.00110441379267929
DNMT1	0.0010998792968222
FOXO1	0.00109899339551675
SETDB1	0.00107948768334569
POU2F2	0.00107872172702119
TBL1X	0.00104703794683887
CHD3	0.00104362937045773
BRD3	0.00103353841236904
ATF6	0.00103330089324713
MYOD1	0.00102424541188687
KMT2C	0.00100724979359257
RFX1	0.000997456706812814
ETS2	0.000991900086472934
NIPBL	0.000991198233055935
PARP1	0.000990534463389239
ATR	0.000985152405072964
CHD8	0.000983602578027352
IRF4	0.000982227534459635
DDX5	0.000978452489809125
BCL11A	0.000977049589417378
FN1	0.000973988360973127
