EP300	0.0171848931294293
CREBBP	0.0116103816514268
SMARCA4	0.00669317593266601
KMT2D	0.00575352944843152
TP53	0.00571977486707093
BRD4	0.00552274490061587
KMT2C	0.00544074444857278
ARID1A	0.00526410620096819
NCOR1	0.00494024618235255
PTEN	0.00486645368258616
BRD2	0.00470049990094207
SETD2	0.00459755808030086
MET	0.00458776860242133
ETS1	0.00409285106198906
KDM6A	0.00407210381738546
PRKDC	0.00391897585814632
DDX5	0.00387120924042512
ACTB	0.00371436928151624
BRCA1	0.00323263929844763
NR2F2	0.003119498338411
SIN3A	0.00307708291974661
KMT2A	0.00302621141380541
ATM	0.00302242909181665
TP53BP1	0.00299666653105406
MTOR	0.00295200608078247
CTNNB1	0.0028615709251691
CUL3	0.0027523705939261
RELA	0.00273234935067042
ABL1	0.00272162760239619
NOTCH1	0.002705238507434
HSP90AA1	0.00252930622342298
SMARCB1	0.00248225872257828
PBRM1	0.00241083171091536
DNMT3A	0.00240465459339655
ERBB2	0.00236817404949695
STAT1	0.00233941100728179
NF1	0.00233781034457121
KRAS	0.00220171675400856
NFE2L2	0.00219200237056416
MED1	0.00212568836357218
USF1	0.00210717922679617
NCOA1	0.00203525557520102
BPTF	0.00198973085875433
HIF1A	0.00198896696017314
BCOR	0.00195435563169114
CUX1	0.00195088535161544
MYH11	0.00194220949740548
CHD8	0.00193785692671112
POLR2A	0.00192986119093693
SETDB1	0.0019096695557965
CTCF	0.00183416450901534
PARP1	0.00183035375291277
PBX1	0.00182641676366204
HNF4A	0.00182011815413247
POU2F1	0.00179423385593229
SMC1A	0.00176981685418663
STAG2	0.00175829095492831
HUWE1	0.00175195771745096
DHX9	0.00174549899536313
TAF1	0.0017316428445667
BRAF	0.00172211123775751
ATR	0.00171216891531166
MED12	0.00166962495981582
NIPBL	0.00165508876427838
RANBP2	0.00164857767777922
PPARG	0.001606738077973
UBC	0.00160400881342608
NCOA2	0.00159476098145479
SREBF2	0.00159328076787336
TSC2	0.00157499143604981
BHLHE40	0.00154405248568559
HDAC2	0.00148950137084315
UBTF	0.00144652365959148
TNRC6A	0.00143994560037098
KAT6A	0.00143518778993845
JAK2	0.00141928785698754
TTN	0.00138710623012891
KDM6B	0.00138186377727628
NFIC	0.00136797829433916
NRIP1	0.00136207371804476
THBS1	0.00135895356118908
SRRM2	0.00134798221023847
MAZ	0.00134030399265225
CSNK2A1	0.00132493337335199
YAP1	0.0013223079246705
SMARCC2	0.00131675800471787
MDC1	0.00131552146282192
