226,307
257,159
201,313
229,238
115,62
365,94
229,323
237,109
436,40
66,204
167,16
7,407
383,226
264,275
57,282
360,437
243,120
264,120
313,402
8,332
431,424
405,8
213,353
343,209
105,284
438,237
229,172
224,264
437,343
110,272
86,377
224,47
236,162
428,229
162,62
120,238
265,196
219,109
147,236
417,66
62,224
264,437
202,434
438,437
404,360
48,94
161,224
89,57
86,377
262,368
335,94
309,16
108,12
224,350
366,108
16,109
110,16
228,204
243,162
104,240
313,108
66,386
66,94
407,19
168,213
297,229
437,288
151,9
40,86
272,16
392,302
422,246
55,226
343,309
272,432
415,196
8,404
133,31
437,115
62,266
9,403
43,224
56,30
309,264
162,411
137,227
391,94
62,355
98,133
8,351
9,229
368,229
178,428
151,147
408,437
407,360
107,430
428,343
133,237
161,242
8,94
228,437
162,420
382,127
264,343
210,162
279,29
227,428
410,228
17,162
437,238
176,224
308,167
238,377
19,309
385,11
343,3
88,238
62,437
377,8
305,381
43,76
3,246
298,305
365,243
56,360
265,308
348,282
54,308
404,199
431,282
322,228
338,238
323,29
17,162
139,300
9,168
313,208
196,147
109,407
309,94
162,94
238,144
236,204
17,8
228,302
16,324
229,346
111,265
43,133
213,224
108,62
332,407
144,119
236,305
243,289
365,298
224,398
244,416
228,346
262,343
40,229
298,265
401,8
387,437
264,358
120,1
108,358
272,237
272,404
8,405
66,282
141,202
132,9
408,308
422,43
151,339
309,419
118,104
237,364
113,1
131,253
108,368
404,368
228,219
404,283
52,424
202,62
104,224
108,437
229,196
78,404
244,8
4,346
11,79
416,403
86,284
144,377
247,8
401,202
303,1
133,204
246,346
1,113
319,21
237,405
66,219
264,316
346,94
343,57
437,8
368,433
204,147
8,111
1,300
151,8
28,166
202,227
341,8
120,111
308,228
346,9
313,43
437,162
305,8
16,335
1,94
105,160
108,217
64,305
297,323
168,196
1,398
111,8
332,76
109,196
213,204
272,292
398,82
108,94
84,361
332,364
100,204
162,52
55,309
11,228
404,162
17,316
362,161
274,334
404,228
264,276
213,283
266,228
360,40
282,84
43,62
376,17
207,332
244,219
360,120
86,11
14,433
265,113
394,77
237,202
398,309
425,319
360,66
224,332
386,265
43,300
313,272
383,84
57,109
116,66
297,62
31,377
161,229
162,341
120,351
298,343
8,228
8,332
316,8
284,9
407,94
377,104
237,1
9,103
11,196
224,407
229,266
8,377
264,17
332,368
272,433
213,343
236,313
213,227
8,259
282,428
343,9
435,404
250,8
142,176
120,243
133,68
313,8
346,266
368,94
108,332
31,405
343,167
40,346
237,140
343,265
264,297
264,404
11,94
108,328
219,150
9,133
377,17
431,94
219,161
194,8
162,323
40,246
4,94
346,213
8,204
213,264
94,129
16,364
226,112
376,111
222,213
437,8
403,265
250,266
262,104
9,113
278,317
43,313
235,305
8,343
238,356
111,372
335,43
1,413
62,364
8,65
204,55
107,211
265,436
228,272
120,172
8,58
388,305
335,120
8,144
415,290
358,8
43,323
316,56
364,66
108,17
8,337
40,104
272,346
94,404
94,137
360,8
227,74
204,144
162,120
221,437
212,296
226,326
228,108
8,315
229,297
335,359
168,322
56,202
94,147
86,8
272,151
94,226
84,151
264,343
8,9
196,360
231,382
373,94
169,109
309,11
404,237
11,246
139,237
431,84
264,108
407,328
346,266
202,263
133,324
404,66
168,266
196,58
215,346
8,229
228,405
107,407
405,424
224,431
43,319
309,356
118,405
264,61
203,237
222,147
17,54
316,343
202,437
139,257
227,319
224,167
108,403
15,66
298,120
332,236
284,429
224,109
39,309
313,247
68,94
252,147
228,238
398,162
11,171
21,228
136,40
333,45
412,347
196,94
94,358
343,264
246,377
17,202
8,335
229,66
88,43
107,343
343,40
283,273
182,264
226,64
322,246
161,62
8,62
68,66
228,111
149,358
104,368
364,346
57,228
437,377
8,57
349,243
172,343
264,8
264,147
237,222
272,368
94,231
283,42
343,229
335,168
8,83
57,220
385,377
169,236
264,162
22,352
313,238
94,330
57,157
33,196
16,73
381,244
39,169
236,202
295,237
416,280
265,62
313,43
168,56
16,169
264,428
40,304
332,40
162,8
31,246
227,56
94,364
196,298
319,335
167,226
162,308
201,343
94,319
17,111
404,335
94,403
404,395
281,437
325,437
411,31
8,265
3,40
147,316
196,84
249,264
424,238
316,244
405,228
435,238
246,151
5,343
155,305
8,405
62,272
120,341
