226,17,346,392,126,265,272,224,73,16,67,169,364
1,34,226,236,281,68,227,109,139,404,84,371,78
94,309,437,227,343,346,133,62,404,219,236,145,366
94,407,313,43,380,228,88,437,428,364,135,297,111
272,377,3,9,265,162,94,282,305,329,17,264,229
236,8,3,282,264,196,94,246,108,16,126,272,243
133,162,313,404,196,343,395,289,264,204,266,208,104
228,316,264,422,365,272,168,346,162,377,39,196,11
264,431,282,398,407,111,204,16,8,169,404,173,196
66,224,335,368,20,229,41,243,108,364,346,410,17
244,377,335,10,318,204,272,57,191,1,428,94,243
343,172,162,28,264,94,86,297,208,368,196,330,346
319,43,264,56,151,437,430,400,265,108,406,219,8
40,237,111,204,183,407,229,253,332,8,297,213,226
111,437,66,319,20,282,222,237,8,246,335,167,236
236,56,264,377,343,107,277,62,147,227,169,280,316
204,343,237,162,102,9,85,120,321,8,202,21,213
151,407,17,232,272,264,437,82,227,78,167,177,246
169,267,111,243,108,437,90,420,43,335,284,343,9
308,437,284,224,236,133,1,343,332,162,196,31,204
272,335,333,8,375,305,266,437,343,88,291,229,405
237,94,404,265,213,384,240,27,162,229,309,30,62
272,364,51,228,343,360,162,213,332,317,435,94,161
169,356,377,438,151,265,250,133,66,364,104,405,204
9,237,103,229,260,305,162,104,346,62,343,398,364
428,49,227,66,17,202,161,237,228,335,62,284,196
341,94,265,264,9,23,246,196,437,306,237,104,56
368,308,437,319,316,162,318,266,8,161,282,332,133
94,346,368,319,58,398,229,333,308,213,169,120,113
229,72,120,167,147,272,57,244,226,204,70,343,213
2,228,70,151,213,224,264,94,162,108,335,310,104
431,227,94,202,284,360,108,11,1,366,309,385,228
245,66,94,113,144,204,420,1,327,431,192,264,9
434,147,104,264,272,236,404,84,229,196,0,9,335
109,243,39,226,219,66,14,264,229,323,120,78,108
21,350,335,66,147,74,346,39,120,8,84,162,213
8,229,9,120,253,437,428,104,236,168,385,87,106
39,8,94,42,54,161,57,428,348,200,297,343,266
113,428,308,142,162,94,46,131,282,9,274,1,240
320,272,238,368,436,167,196,134,213,145,7,102,151
194,392,308,341,11,8,264,386,404,439,9,282,94
321,364,151,439,11,237,56,94,227,297,224,358,14
162,202,108,384,298,94,246,204,39,234,257,93,335
297,33,426,398,437,66,162,343,282,107,228,94,17
113,9,246,305,139,40,1,94,368,398,162,319,120
360,224,277,410,282,8,437,199,108,308,142,391,120
358,354,236,8,107,11,372,197,332,335,66,238,437
368,229,196,228,169,224,264,184,8,237,94,341,200
313,308,266,228,3,120,40,405,9,229,8,167,14
303,11,282,228,428,406,196,266,372,78,3,151,223
404,245,313,39,238,86,347,198,265,364,8,377,94
358,161,138,168,216,368,113,17,151,1,94,332,11
244,108,83,364,308,154,304,402,86,160,118,33,8
428,58,248,398,244,224,354,8,109,243,343,213,133
202,229,366,404,256,261,368,309,398,264,104,266,341
374,384,213,264,102,145,377,360,144,17,147,332,308
226,282,86,23,277,224,323,204,229,196,42,72,272
417,37,346,212,319,108,229,236,391,308,275,266,26
364,236,416,246,291,1,309,40,316,2,43,237,151
428,109,405,17,238,57,72,228,436,332,162,363,268
224,437,313,204,8,155,169,161,219,237,297,62,17
432,94,407,364,169,108,226,224,332,377,404,8,255
313,213,238,283,246,384,437,224,26,346,203,196,109
94,316,11,108,264,237,3,162,120,8,229,17,265
219,237,15,404,343,228,17,193,82,202,368,85,109
437,396,139,377,237,94,238,246,332,368,79,273,335
11,282,437,64,265,9,120,335,77,377,236,272,202
343,228,337,1,383,305,57,437,71,151,309,113,407
94,227,375,8,213,226,23,439,229,104,437,431,196
429,120,284,129,107,202,252,272,94,147,405,56,324
346,86,202,324,347,335,226,49,16,357,213,433,11
224,313,120,196,305,177,335,343,346,94,416,358,437
94,17,318,335,144,238,9,79,51,56,369,358,229
217,8,316,108,94,368,323,289,428,243,388,195,81
118,111,120,377,264,404,346,8,236,246,405,167,297
302,282,57,368,8,178,177,238,97,377,204,139,228
162,196,39,209,106,113,437,407,43,146,57,8,405
332,176,270,343,202,62,213,107,16,159,297,54,43
264,364,169,43,139,305,257,108,124,204,94,196,162
236,431,17,305,1,202,405,346,107,265,131,162,63
343,283,86,193,404,40,437,120,236,11,94,161,62
332,163,243,404,272,213,246,309,313,428,430,219,63
305,246,438,3,437,100,139,209,94,266,202,40,162
264,244,16,246,320,332,229,238,342,237,108,39,17
111,266,290,332,377,209,7,169,66,272,94,68,264
431,9,17,298,16,165,237,203,8,264,360,96,265
