86,154,84,151,169,405
227,316,428,8,110,439
318,8,58,196,264,316
235,109,358,360,313,62
102,109,282,400,213,238
57,143,62,94,282,398
335,389,226,282,178,264
346,162,94,155,377,238
94,282,62,5,66,58
24,30,181,334,43,404
264,17,196,133,224,430
291,358,229,398,308,264
407,57,109,237,227,128
94,351,167,43,405,415
437,226,327,256,196,386
343,234,8,313,348,133
172,264,94,398,377,298
282,204,284,8,192,86
6,309,8,56,147,161
297,283,346,228,269,107
265,113,147,294,319,8
108,11,196,282,358,62
133,410,264,94,360,266
435,168,94,262,237,108
224,303,282,227,213,377
162,193,207,272,16,4
196,272,335,237,297,377
10,254,163,8,237,133
179,246,404,152,162,264
10,169,432,120,313,56
358,162,308,224,309,346
16,332,256,358,368,40
305,228,8,332,246,343
8,236,346,108,144,162
147,437,120,317,183,94
346,11,162,298,272,161
406,108,17,284,264,94
309,428,111,161,109,56
61,107,39,377,155,174
28,16,1,11,389,75
8,363,272,267,338,364
17,22,151,323,377,39
1,309,229,104,116,196
8,17,52,288,282,407
272,358,230,377,437,167
66,236,264,434,8,265
110,139,365,146,161,43
368,264,107,380,17,86
343,330,237,426,228,233
229,347,120,210,94,11
229,438,104,236,8,133
264,304,272,82,404,382
265,86,17,282,284,94
108,202,151,120,405,248
111,224,238,219,437,213
136,164,8,309,243,86
229,66,437,168,8,360
109,204,94,229,343,9
346,284,372,62,265,107
405,264,237,305,377,413
224,16,282,242,124,264
3,282,308,162,147,394
237,229,332,31,343,272
69,167,237,266,367,229
303,265,309,147,282,228
257,319,31,147,366,86
362,162,407,237,196,244
229,94,363,204,162,8
398,364,439,196,164,8
298,43,343,237,265,3
406,335,229,94,227,237
94,204,103,224,436,343
421,9,94,343,139,150
14,236,168,39,167,226
202,43,169,305,407,109
162,437,213,227,176,308
120,5,1,313,162,319
94,398,346,113,437,264
437,147,265,62,377,107
237,272,204,147,112,94
360,358,243,111,404,168
363,244,338,226,309,11
107,398,237,204,169,179
398,43,437,94,313,266
346,431,139,213,189,235
335,410,343,167,346,120
167,227,8,345,97,319
319,151,138,66,283,346
144,343,133,264,167,266
11,108,17,221,400,1
308,40,113,377,354,361
55,265,109,75,405,17
177,437,62,368,360,346
228,108,294,364,437,238
229,277,272,62,282,69
273,399,162,394,202,94
246,224,226,109,40,264
362,113,66,406,428,282
94,48,202,386,17,246
346,226,204,305,43,228
244,398,147,387,343,120
3,332,265,228,371,229
343,147,151,266,89,48
316,236,162,198,1,405
246,181,143,66,43,224
439,40,8,108,377,253
298,343,404,133,364,183
11,264,112,41,342,377
186,266,66,3,108,151
398,176,227,113,400,8
111,228,8,17,284,89
3,204,377,332,108,284
228,272,292,77,38,10
11,62,54,5,405,9
398,229,361,56,39,8
24,364,398,162,12,229
11,34,43,94,228,377
316,332,431,162,266,261
9,346,94,227,291,31
377,435,360,167,437,119
56,387,162,108,219,323
16,309,282,120,272,343
179,433,304,19,227,40
335,255,236,226,284,378
365,437,111,218,224,246
8,215,236,348,385,246
337,246,335,237,426,328
113,227,8,284,343,266
265,3,384,104,305,431
197,228,162,43,147,120
111,8,349,316,236,3
362,86,237,162,272,43
238,437,343,168,254,366
86,368,66,364,343,324
12,120,111,264,28,319
229,404,111,343,398,202
8,238,9,319,94,282
332,343,335,188,161,305
40,228,377,230,265,337
400,86,162,17,43,360
368,173,109,237,162,229
224,137,258,266,305,358
398,94,282,316,213,226
63,431,346,62,151,99
40,39,43,197,57,9
237,158,405,17,295,78
332,385,39,346,149,266
108,202,40,139,11,407
66,56,255,343,39,349
272,334,343,368,398,303
94,377,162,111,229,204
229,196,272,437,56,348
3,323,343,264,219,407
298,118,264,265,405,286
343,358,202,266,348,346
162,368,66,9,8,58
116,94,8,103,289,312
358,343,68,437,163,264
179,133,94,229,309,152
246,162,120,354,437,62
264,162,40,398,237,169
298,8,238,398,284,308
161,8,377,264,343,302
201,204,309,167,199,120
424,377,346,266,8,94
94,158,298,329,1,17
407,56,415,162,187,204
228,35,151,94,368,109
437,202,407,249,238,343
162,8,343,183,202,284
113,285,62,284,161,16
109,386,3,44,360,94
305,94,316,108,377,407
266,94,167,213,8,219
8,370,358,360,264,297
39,309,428,226,354,8
308,264,112,309,108,107
23,229,57,228,404,410
313,231,382,147,89,343
319,404,227,94,360,156
1,242,12,66,16,8
229,60,224,266,417,135
