2,404,364,8,246,16,108,113,136
236,343,229,107,432,39,347,118,377
8,168,164,355,1,111,94,283,17
283,294,107,289,94,169,437,162,180
120,272,136,237,264,297,103,385,9
168,238,263,28,304,332,428,282,169
309,316,204,368,218,343,99,94,369
55,283,272,282,266,363,364,94,425
124,139,358,405,312,58,309,411,343
9,405,94,68,348,57,84,40,305
245,287,94,226,312,213,89,57,282
8,309,120,252,68,368,219,257,187
368,156,8,283,229,282,162,238,237
266,437,113,352,86,94,391,151,82
108,113,204,40,229,264,28,3,224
1,398,364,162,120,282,368,204,43
405,335,137,404,227,149,259,238,346
61,17,343,94,125,312,237,264,282
316,243,9,60,437,94,227,405,433
284,233,204,298,265,272,194,228,368
398,102,213,264,120,1,377,266,424
407,133,56,431,364,266,404,11,368
66,437,8,343,17,163,282,201,181
319,346,282,305,324,66,307,404,17
43,335,405,107,9,163,328,319,1
237,316,43,26,437,404,8,343,94
39,17,14,202,377,428,162,354,228
133,162,17,57,297,431,151,9,111
94,237,366,246,364,332,339,228,57
282,213,108,86,385,437,265,229,43
343,364,248,437,213,40,196,431,107
9,346,437,167,94,254,265,194,360
163,368,322,304,364,343,377,345,227
244,127,298,224,335,264,219,16,255
107,243,43,8,94,66,335,196,162
30,244,144,7,217,297,162,264,133
282,297,6,237,298,224,151,264,364
94,358,431,62,404,343,361,111,66
343,421,332,196,62,151,202,239,298
3,368,346,38,8,89,264,370,9
264,108,226,140,94,374,423,398,181
163,423,203,335,309,111,204,109,362
162,264,9,139,343,424,407,207,406
213,196,147,224,226,316,145,88,66
370,229,228,155,264,16,437,151,161
246,86,308,237,196,379,29,313,329
335,264,352,319,343,226,364,64,62
0,319,272,94,138,343,200,358,11
26,89,144,168,43,71,437,372,282
87,94,244,335,398,316,226,358,9
9,227,191,109,244,405,428,11,111
284,1,368,335,304,229,404,113,428
8,416,229,282,42,323,273,335,264
101,161,435,360,236,313,66,401,264
330,135,111,160,264,242,368,169,297
111,133,332,294,1,343,398,94,120
327,316,297,108,97,298,437,103,227
368,66,43,282,8,332,229,151,9
94,33,61,437,335,282,264,108,377
169,431,48,266,333,255,229,107,244
162,237,228,272,56,173,319,229,62
309,322,94,335,62,1,246,320,0
335,297,180,162,272,428,151,238,343
219,416,272,94,58,265,284,168,364
11,8,176,103,335,402,298,94,215
346,282,169,319,144,246,57,228,162
407,336,12,167,113,368,1,348,377
346,43,437,196,335,265,11,111,94
147,243,3,8,132,437,56,308,335
238,236,118,57,196,209,66,366,437
229,228,167,147,213,238,298,437,264
176,360,3,57,298,109,215,426,311
419,108,9,8,332,398,265,111,198
395,335,126,72,437,404,17,343,138
139,162,368,227,202,337,228,8,107
