9,253,224,343,198,133,94
259,237,161,9,120,56,264
181,38,167,94,283,246,308
161,228,157,346,309,335,205
224,236,94,257,245,272,416
202,94,86,200,168,304,120
11,224,264,272,43,226,335
437,138,297,39,428,316,213
360,57,335,111,56,120,284
56,3,40,237,209,189,88
347,283,86,104,265,309,94
9,438,237,222,46,335,149
108,368,219,297,244,151,291
17,298,204,244,346,229,243
9,17,98,298,224,364,229
107,237,176,111,305,10,224
265,16,228,238,237,437,357
343,229,261,188,94,64,202
33,368,199,191,196,63,81
343,196,120,284,229,9,319
229,227,8,226,246,308,108
9,104,167,219,368,369,120
66,133,335,17,437,161,128
343,398,56,89,104,162,360
204,175,265,264,368,282,284
228,264,229,1,377,19,94
202,94,283,297,437,266,255
144,68,272,228,145,86,17
117,364,94,298,111,43,377
196,204,133,107,391,104,343
246,108,406,1,174,309,274
347,133,162,40,11,377,404
57,257,8,283,364,111,65
264,19,163,162,161,229,346
348,343,162,109,377,358,277
437,108,169,229,282,39,161
237,405,266,43,236,206,186
405,272,343,309,113,320,94
37,113,224,244,269,111,437
118,368,343,325,108,202,41
1,329,104,8,29,87,398
305,151,308,147,3,364,162
57,8,94,108,309,264,237
16,66,398,144,335,9,368
368,332,335,1,404,8,94
144,94,266,1,89,343,284
147,43,8,323,34,58,308
411,229,437,364,398,392,104
228,428,93,43,244,364,58
162,167,283,313,10,107,24
266,313,56,343,66,5,16
224,8,229,309,101,162,228
284,17,185,236,148,151,43
108,316,162,227,56,237,246
285,264,108,265,237,66,297
272,371,264,304,120,360,437
278,282,196,43,236,226,16
343,279,368,364,319,224,283
437,40,365,98,151,282,185
343,266,360,151,132,147,264
86,283,355,66,8,343,111
293,283,289,405,313,305,431
385,364,50,404,343,297,23
204,268,299,144,9,377,346
368,226,346,282,227,237,195
9,188,368,66,204,298,225
298,176,8,405,437,343,161
228,405,111,343,213,358,208
204,143,282,264,226,155,162
364,236,229,431,265,104,299
9,43,94,277,404,427,237
40,11,290,364,229,437,191
272,83,224,423,107,229,264
1,8,109,151,86,84,346
264,62,228,266,323,44,224
323,46,424,431,246,237,287
62,108,246,250,431,287,282
210,97,265,86,62,272,309
104,297,264,398,113,30,204
323,111,363,39,155,358,316
264,54,17,226,298,316,103
113,352,224,24,161,282,246
319,228,57,56,133,67,272
308,94,1,39,319,161,229
283,204,58,87,16,335,338
282,340,126,277,387,56,11
228,323,104,237,398,120,196
16,8,229,264,350,314,323
39,221,62,264,8,53,151
94,428,284,102,372,167,275
229,147,161,246,436,228,111
120,165,348,111,213,228,437
94,84,244,297,283,16,347
24,246,244,238,108,43,265
297,368,329,246,264,224,228
8,224,228,169,111,120,196
343,407,237,308,147,256,209
266,272,227,293,204,94,17
400,162,323,198,70,309,264
213,224,391,282,113,94,40
120,39,246,439,377,368,11
64,236,404,95,351,111,284
436,117,237,294,107,47,316
113,57,94,188,266,219,28
437,83,429,89,49,298,282
426,196,237,153,236,297,59
135,136,0,284,62,407,43
359,364,219,264,310,141,428
1,266,341,177,312,382,377
229,252,147,220,228,56,291
360,162,45,176,17,161,1
346,343,265,407,272,282,151
377,364,398,368,343,290,16
162,335,388,229,58,207,343
120,407,305,222,162,272,284
244,12,405,164,243,228,17
365,17,264,198,291,266,62
162,291,43,197,94,377,264
377,213,437,291,264,109,225
282,364,236,147,343,404,369
159,264,94,151,317,162,39
