400,178,245,10,161
41,446,112,15,440
308,357,137,461,366
438,358,138,412,375
215,214,409,431,363
270,429,298,373,414
474,186,157,67,164
204,31,431,249,319
62,353,421,363,68
336,486,313,450,242
172,373,175,82,155
474,366,260,118,211
180,310,33,105,393
246,395,483,398,216
413,249,112,453,40
431,354,393,260,79
28,373,327,37,298
198,452,342,439,476
260,164,460,331,177
228,113,363,330,394
373,133,367,222,473
139,380,424,117,402
366,118,185,261,362
331,189,367,345,324
390,184,247,132,70
265,87,469,49,136
373,244,444,67,142
121,442,362,87,483
171,124,336,79,156
33,364,374,274,162
124,129,431,150,373
366,49,403,135,393
139,246,374,278,457
374,242,41,245,161
66,118,32,394,366
440,135,486,426,246
452,317,29,139,350
320,61,20,465,245
174,373,486,229,431
463,18,304,228,459
344,438,394,198,304
431,327,215,224,440
6,132,67,294,453
233,472,124,453,442
90,246,399,373,270
483,361,396,60,70
362,463,112,268,481
373,429,266,248,349
188,137,112,20,134
137,247,463,394,46
401,75,200,456,239
300,220,105,82,216
134,319,420,145,317
485,381,392,233,176
191,293,34,436,49
34,117,336,49,209
81,465,49,112,366
203,412,49,212,226
411,271,340,145,370
447,218,341,21,242
169,142,121,433,482
479,92,178,248,102
292,359,264,294,332
159,50,388,336,157
41,489,39,423,421
243,442,431,198,451
157,31,256,447,43
393,407,27,367,264
42,100,341,135,124
85,211,114,460,31
334,463,24,488,319
436,402,11,370,162
442,117,49,451,340
271,390,77,251,475
167,215,235,359,10
64,442,299,399,238
18,356,456,303,326
112,249,485,167,484
121,54,286,155,112
366,159,430,31,404
368,469,471,139,422
388,395,20,233,385
456,379,120,138,472
137,389,242,190,214
463,136,373,417,254
435,281,203,453,402
2,275,190,42,429
456,421,148,48,281
336,0,422,413,273
196,164,131,457,398
287,195,243,148,336
430,382,332,119,295
366,269,422,103,272
397,400,427,205,59
112,286,232,390,281
133,214,174,420,160
445,124,95,376,381
110,153,387,357,436
253,31,338,396,177
61,461,153,128,124
428,135,69,200,204
453,431,336,299,99
399,485,283,336,135
406,17,264,268,145
407,127,431,114,453
341,489,60,423,461
160,249,314,408,232
312,383,390,21,367
67,221,409,297,140
114,254,30,374,319
90,318,259,291,77
112,441,381,140,394
366,446,256,157,49
403,276,197,6,368
373,23,114,112,302
89,454,311,458,354
11,133,124,394,453
362,170,39,8,401
334,355,113,2,268
451,214,151,35,265
425,446,338,458,369
178,149,5,67,249
480,246,66,167,444
429,336,248,366,324
210,346,366,334,175
453,119,362,433,332
105,224,260,261,286
392,32,438,97,4
384,194,448,21,408
413,159,157,394,139
61,34,48,431,373
388,162,185,169,267
218,395,393,43,298
345,30,449,43,478
374,6,407,118,371
400,18,453,62,190
358,110,219,367,174
342,469,359,19,334
172,292,469,398,396
261,160,107,31,64
486,374,178,20,9
438,64,257,220,131
13,235,373,339,144
188,226,350,373,89
138,32,42,373,51
364,155,284,31,4
89,339,169,453,478
192,397,329,77,66
137,25,472,436,105
25,336,266,362,373
50,4,368,465,383
325,124,453,356,452
346,243,199,231,173
231,12,111,157,260
40,206,275,189,64
450,311,83,467,442
366,362,149,472,221
55,169,480,162,336
144,31,354,118,408
411,406,76,489,400
199,429,49,139,211
124,430,403,366,485
54,369,123,427,139
331,288,8,213,327
131,156,169,381,245
198,300,145,43,299
461,455,59,221,298
363,31,14,313,117
483,464,138,445,11
423,214,211,300,169
217,366,235,75,304
173,145,349,206,297
488,2,431,298,308
266,210,430,25,138
237,60,145,373,374
396,9,286,50,431
7,267,476,307,191
86,402,222,160,132
302,28,465,25,21
196,76,139,394,112
35,145,11,477,95
176,429,352,156,247
203,132,298,468,61
348,41,471,398,368
469,458,400,174,317
171,49,357,334,431
141,352,32,222,233
294,89,273,298,226
313,364,310,209,105
167,124,293,49,232
16,300,397,278,439
336,158,134,345,145
233,340,393,117,472
426,375,206,33,413
31,366,368,211,461
447,484,65,4,117
321,114,244,187,373
477,4,373,403,143
256,28,205,428,140
169,90,204,472,348
121,190,453,460,462
267,320,142,87,458
198,364,310,180,368
100,366,87,142,31
51,27,355,267,2
479,430,394,46,266
373,11,150,346,21
352,471,1,397,374
431,460,438,398,204
468,40,201,423,124
245,428,121,388,348
235,369,236,375,297
