6660,1324,596,3761,6291,3054,1039,163,3646,1322,1127,5898,7324,1275,3289,733,2151,6043,6049,2062,3318,3025,1561,5090,1294,6651,4631,1058,85,3231,5688,5217,3542,1777,7443,2173,161,3974,563,5717,5753,305
1593,2546,6294,1880,5215,3910,1039,1769,8796,8737,3618,2177,8422,2064,2180,1787,283,8395,4962,3244,266,2062,5569,3238,1615,3287,2063,2961,2178,1330,1377,1252,2472,8399,8230,3485,4385,1466,637,8189,3692,6553
4528,2755,1100,8515,8762,4172,3892,4343,6940,1886,984,1111,3054,2878,5390,6850,2364,5861,6130,7756,228,3088,8750,9006,8992,1582,3958,1213,2490,3085,297,4165,251,1241,1880,8796,6785,3974,4545,8540,3871,8487
85,168,507,6092,3246,788,1094,6659,4125,663,5221,4155,8462,2322,8881,5185,1131,5386,6785,807,843,6015,1058,3952,5244,2981,7819,8409,806,8657,2886,5556,134,1482,4002,2177,2563,26,3173,7649,6,3847
1499,4679,1281,6652,6033,4151,5224,3018,3718,4631,1378,8712,5188,5242,1779,5989,5728,7469,1020,2755,5073,2215,2508,1879,6651,5166,2541,5556,7372,5162,8882,6939,2939,1428,5215,6725,3460,5608,2035,1079,7275,825
8626,2205,2208,7526,9014,2056,7345,7410,2541,986,1849,4388,8418,2899,3177,8544,4514,1932,5728,8866,3777,8796,3932,3214,8483,6308,2220,507,4539,3072,923,3747,22,6207,7935,1769,6091,1317,4967,2364,3029,3498
4150,1924,8219,5559,7678,1482,1242,7454,2217,1410,5586,507,794,8546,5198,3022,1532,2981,8548,385,1976,4609,3412,7701,7480,4359,2172,6347,6035,2952,2183,1873,5754,1208,6334,5973,6942,1861,6135,6725,3184,732
3865,7910,5372,251,590,1873,1055,1976,2173,6024,950,785,1886,7770,2899,2027,8621,2981,5175,5556,6059,2192,2371,4545,5370,6349,5031,2343,2369,1878,507,2957,3029,2475,5574,5166,7608,3954,8546,7714,4577,3898
2345,7857,2941,3832,2063,1537,1488,2062,3284,8456,4582,1886,586,6733,14,8433,3905,8395,295,8418,5560,3441,6070,2755,4556,1779,6143,7881,2537,2467,5215,6633,1983,2371,3867,3945,2056,5243,4169,4388,507,173
8881,1208,5556,939,3184,5175,2346,9007,6481,3933,3433,8442,1787,2576,1472,5241,1777,2755,4163,6091,2371,3912,678,3878,3927,7720,3211,7217,1704,1324,1093,4155,8736,1815,4052,5626,2192,2217,1879,1800,1569,3659
5792,6725,8222,251,3025,2894,6605,4520,7599,6050,2686,3281,8395,8881,1571,4088,1281,2051,1873,6163,5559,4388,7392,1041,5595,2151,4178,4158,2576,1801,134,8412,2338,2047,2197,1822,2056,527,1205,6336,7846,2369
