5114,1828,8409,1574,8796,2338,7344,1977,4389,2334,5560,2350,5976,289,1880,733,3619,7184,3294,277,3954,3838,6201,3282,5893,1155,3564,6091,2159,2432,1873,3655,6335,5004,7131,3433,8435,1286,5753,1233,259,7246,6652,7428,6018,5112,6031,671,3621,4181,4978,5804,6211,7819,5094,2537,2369,2901,8167,1566,1458,8749,2501,5950,7200,5597,6362,2062,1467,8757,3847,507,6831,7324,1821,6334,1779,3517,5384,8459,791,3878,635,5043,2325,2214,5102,2755,6196,964,2051,1475,1005,2371,3029,622,6767,5822,8395,2063,2047,4155,7115,5199,5745,2054,1769,2173,5237,1028,3065
1030,8544,26,3882,6523,7523,1107,776,4219,3967,5804,5097,6096,3029,6206,8987,2539,3289,1386,134,6136,5569,6639,5574,1109,4413,15,3863,2364,2957,2520,7428,3966,271,1041,4167,2971,7002,1334,6450,1058,8315,665,1417,3406,1779,6399,1522,2334,5613,917,5243,2671,2056,6827,7698,5096,974,3310,6091,1061,3838,5069,7464,2062,6912,2435,5094,4973,771,1218,1179,5558,1989,5741,3185,2352,6059,1524,3687,3284,5559,5232,2922,8546,2051,4385,1433,3018,219,8991,32,1008,171,6350,659,873,823,8821,4388,599,5861,1481,5585,4155,5207,3922,3797,1879,3053,4160
660,8547,8750,3433,4413,5597,2369,334,1882,2172,6057,3947,794,2051,2930,5976,3619,3310,1477,134,3783,3777,7078,5569,5722,3838,3963,8672,6339,15,816,2528,389,5160,2878,4962,8372,2016,3268,7480,1187,8625,3828,3025,1930,2981,2334,4522,1226,1363,6770,7837,4389,2941,9006,5973,8886,2338,3680,7454,8657,3639,9005,8873,1822,2346,3304,5154,621,3019,8104,2464,4157,250,1045,5560,3729,2975,5190,2371,7263,2513,4316,8399,1456,6833,3748,4872,219,1622,131,4106,4707,2156,2145,1165,6031,8882,507,3420,835,8522,5676,5098,2192,8796,6386,2755,2792,5247,5087
4242,4520,4155,205,2173,1254,507,5232,2193,2919,5753,1993,8949,6725,2205,6576,8546,2063,8657,5569,5204,4239,4336,4959,1787,1879,2121,4807,8176,8638,1077,2901,8877,5556,7199,6919,3965,3997,6702,3589,1157,2051,6657,3029,251,3308,6253,3019,1880,4962,1474,3490,223,4178,2214,977,2172,7480,2438,9059,8097,8409,1878,1769,2432,2105,1430,2159,8148,7666,7427,4413,6843,6339,5560,6347,5215,6003,6026,7133,1460,3955,4578,5973,5734,5559,2371,2755,3010,6250,6850,1449,6645,1809,589,5764,6048,4545,7185,1976,2062,4389,5250,15,844,6942,7088,4950,21,8025,2869
3991,6532,3517,6359,6091,1171,4077,1115,5559,1207,1226,5753,1827,3175,8395,3032,6003,5102,2375,5189,8796,6191,1924,873,2078,3184,1812,2939,5822,2056,7551,5556,4061,6018,6725,2338,195,2152,3283,5569,2371,3817,3090,8869,3838,6024,8540,1363,4847,6372,7842,2806,6054,8464,1107,7184,5734,4109,7443,2702,251,6844,3025,6140,593,4039,9011,5976,2971,3869,4138,8653,265,3575,2576,1317,2113,259,3305,5973,2306,2296,1326,5229,1039,3211,869,563,5977,1880,5804,3029,1212,2952,4962,7369,2387,3553,2951,5560,8626,8774,5142,2364,844,8459,4175,6909,1218,6135,2476
5073,3890,6330,2897,6725,280,3014,1544,15,403,2924,2975,1812,1285,7247,6302,4141,6144,4965,5161,8135,845,8193,5266,4385,1822,2893,2181,3025,5228,5568,7942,5753,6091,6649,3525,5194,1289,4320,8940,5069,1957,7443,5606,2882,6035,2356,5920,5567,5116,1291,5560,6968,2463,643,1444,5736,1514,7332,4317,5586,1429,5210,4413,5173,1878,2371,2890,3043,3677,6640,7664,292,5160,6652,2555,8168,3878,3513,26,4157,3029,1787,1866,1020,2656,4966,2535,3294,4533,1769,6379,6656,6499,1565,6728,1096,9052,2153,3315,3574,6034,5734,6186,7726,1261,25,6359,307,2899,2179
2051,2181,4631,1787,1395,2371,939,5559,7709,6805,2246,2901,1977,7443,1873,5391,8048,1779,1122,1252,7614,3952,1796,3878,7436,4755,2172,4807,6935,1546,856,147,5162,5728,1014,3475,6650,628,1984,8540,3283,802,3115,6764,6394,4385,5142,5625,4596,1632,1204,2359,1022,5230,2205,4965,2334,2173,1504,5199,1507,4146,4700,8872,7902,507,3184,5253,1157,585,4134,984,3109,7851,809,7898,598,1808,2182,6296,934,1547,2151,5604,5140,3643,4169,6197,6208,4966,7666,4962,7480,3185,3941,578,6334,5596,6725,3029,2463,1963,1769,6632,8113,6652,7697,715,3456,5193,7094
1742,3542,3033,2506,6849,1991,2056,1878,2961,2128,3244,5989,277,1332,7439,2774,3006,8626,7770,6451,1190,2576,6816,6091,2159,1482,8,1478,5222,48,8487,1003,5597,4006,2509,134,3517,3019,6034,6589,2761,6655,4105,1824,3864,2147,5193,3214,7730,1104,794,3838,933,5567,3668,2252,893,1051,5173,6026,3582,2051,351,4853,3648,7363,3194,4034,5982,8395,3963,1230,4134,7454,3532,2172,6022,5199,8048,2334,2047,7720,3184,3329,2488,8447,5073,5976,5097,1779,659,3971,4964,1085,1216,5233,1866,3924,1058,2929,5174,3855,2145,7152,1429,6654,7443,5568,1827,4413,9028
3184,3873,6453,4388,222,248,2177,3310,4775,3318,2587,8796,8048,5859,5195,789,6819,4000,7402,6206,138,2899,3959,4631,5378,5287,827,7553,2495,1612,6500,6640,4807,2047,6914,7711,2480,2792,2459,3447,2974,4536,8349,15,1862,3933,3308,5097,7215,1779,2159,2644,1882,4164,1936,1609,3282,2901,1638,7332,7669,5862,3867,8316,639,4584,251,2356,5174,6832,1877,1336,663,2905,1297,6499,6070,1528,8020,4413,3418,2440,3246,1989,2520,6827,2975,1113,3455,6725,507,971,2056,6099,8625,3976,9007,1759,6146,1658,1408,5166,1822,5215,5381,1061,6294,1886,6022,3029,5179
3029,2063,7484,164,4388,219,8493,512,1787,1565,4001,1769,556,2408,2369,6197,8763,1400,1559,5556,7010,4520,5254,7114,807,6827,3409,2151,8657,1291,6258,6186,15,1577,7443,5889,5247,1290,6647,3991,3539,8226,1522,7095,124,6657,2348,2338,1074,5973,5214,7129,2375,3025,1930,7678,3011,3058,7334,7466,4807,3868,5678,2329,3922,2145,4521,507,6008,5369,5826,3959,3504,8233,7344,2901,5383,8102,8395,8187,1937,3315,8559,37,2893,2883,8320,8477,3010,5764,3864,3208,2371,1042,2279,2192,6022,8544,1406,5253,7323,5767,2890,2172,3412,3942,2173,2951,4173,4818,2159
3222,3938,3184,3989,1853,125,3778,2483,4551,1480,2173,3185,6564,5567,4413,3838,4515,4807,1285,4913,4521,8881,3308,1499,5929,2052,5372,8546,8750,2951,5804,3447,817,294,831,5390,5976,5178,1042,2172,3953,5160,1881,590,5586,6333,1560,1877,1064,2558,1041,1387,2159,2106,5753,3701,1866,8902,4388,5210,1880,809,5560,816,8545,2371,223,5556,5973,6378,5796,6334,2615,1063,6232,3056,2408,5728,8431,7273,1036,4611,5087,311,5920,5559,5076,3945,4178,2939,3873,8638,1787,2459,1824,5679,3490,1427,5688,2369,5569,507,2359,2338,5822,6347,3029,5865,4177,671,4533
2966,7553,6640,4631,812,647,7114,971,1008,2159,6163,2576,8886,1769,2173,8418,3200,7443,1488,1866,5822,2901,2878,1264,1197,5319,25,8657,8941,1878,8388,8441,5559,4964,7464,2151,6928,5247,7453,1565,5556,6651,785,2054,3185,3184,4358,596,7428,6827,2063,435,7480,3268,5976,7487,1123,1499,4549,3743,3967,1407,3920,2334,5804,2308,7235,1822,1367,1963,5266,1219,6974,4620,160,5237,3413,5221,6891,2612,4966,4960,4109,5194,8641,8796,7461,2198,3966,3963,1971,3310,5102,1007,4804,1787,4123,6929,2930,8881,6707,8755,4175,5195,5747,2359,2496,5728,4388,5560,8192
8637,1924,6039,1787,7443,2172,5127,807,1822,3308,5976,6287,6510,3758,4390,4312,1226,2369,641,7363,3485,1921,6653,2173,1224,2282,5231,2650,5559,5982,1879,3296,2562,2159,507,6728,5210,1175,2922,7180,2878,5592,2359,1824,8442,4388,3618,5246,577,1399,2503,3749,15,5603,8796,8193,2068,6345,5174,5194,4545,7085,159,4138,7122,147,2901,5569,3887,6188,1162,6902,2338,3184,6206,3760,5166,4831,1800,5556,2056,3016,5211,6974,1048,219,262,5743,801,3546,3029,1874,2680,3838,1572,2047,5734,6191,6055,1177,1862,1108,2151,639,871,5073,4595,2156,2248,295,5105
1622,8302,7456,6055,2334,2879,4105,251,2205,6663,2056,2878,5725,3456,2345,1989,2363,8320,4556,6036,2051,5236,6337,2523,1787,120,2172,6647,2159,4962,5967,6633,2951,280,933,7406,507,1777,5126,134,5734,6510,4417,3034,3092,505,5573,6384,1921,2058,2350,990,3966,5831,1988,2952,5862,1886,2206,2359,4631,6844,3933,1015,3413,5745,648,1813,283,3383,1812,620,5247,4134,637,7605,2408,5194,1251,1122,4390,1338,1160,4222,3409,764,5067,1726,6305,7150,5736,5898,5756,3283,1434,2369,5559,8226,3981,6166,8796,5560,6854,4547,8942,5872,8088,2755,5229,5766,6321
5206,608,1972,5976,3913,2369,4053,3863,1454,5745,2505,7262,5744,5245,5804,7272,2172,2971,5556,5973,4775,1779,3406,6955,6641,8412,6847,1924,4962,3757,3029,2363,311,1824,1977,2051,8893,1983,6827,2048,507,4385,4339,8992,4342,4545,2159,7126,2901,849,8821,3025,22,893,1913,3960,2206,7096,5230,477,2578,3475,1509,37,4155,1455,3860,8757,7464,6939,4412,1293,5343,812,6155,5224,7711,513,4519,4578,2223,2047,5098,1769,2338,8877,2931,6092,6922,4613,21,1963,1698,6651,6986,6002,1419,3699,7485,5619,6191,4841,5869,734,7466,5081,7770,2056,5229,6909,5214
6686,1779,1785,1499,1881,5763,4060,5160,2056,7250,4105,5559,306,3607,2881,1645,1801,507,3882,5785,1921,6043,1126,5712,2546,1880,8546,4585,594,6939,1769,7130,8997,1882,3905,2063,3037,8036,5586,8769,1560,1873,833,2205,7484,6321,2369,1976,5198,3971,4962,7209,3940,3412,3029,2048,4531,3963,2371,3313,7324,2334,4341,4226,4182,6651,7697,6054,2460,871,2356,2052,6014,8542,8877,5769,972,1456,3011,1568,1185,8455,590,7714,4389,8541,251,1984,7259,4388,656,7184,7135,1250,3863,2352,2062,5185,1041,5560,2171,5888,5976,1109,3025,5565,1930,3304,5210,2542,9006
844,3777,6725,8567,3977,1294,655,1171,7897,1777,178,4413,8395,2750,2208,5556,2172,5266,3025,6679,996,5608,8887,2334,2546,8637,3947,1862,1377,3318,2359,2829,7363,4109,5215,2151,507,5609,1880,1877,1524,8796,2159,4172,3981,6054,2056,134,2369,2057,4962,5069,7709,2907,6303,1610,3873,1429,1472,2371,2214,1157,826,2860,4975,6344,8941,3397,3920,1442,293,1251,5982,7435,932,1284,4019,4169,5244,5886,102,1769,3595,5559,5140,1213,8397,4763,5401,2063,8736,4160,528,6342,6854,1091,1474,8460,7556,1114,1612,2051,7124,3969,824,8462,4175,4060,1775,2996,4556
1386,8260,5247,4533,2957,974,5266,1289,1254,3027,5174,251,2901,2151,2062,2245,1883,5193,2028,7115,2930,7666,6533,1622,9077,6306,1016,3497,8177,1972,6061,8447,5117,635,4962,7400,6772,5161,1877,2051,7114,965,4234,5149,3185,5564,3024,2159,4155,2893,7465,2820,7711,4552,14,2981,8487,8417,2027,7135,4385,958,7890,3475,3025,6503,1361,257,1894,2423,2369,1114,5804,6891,4549,5250,3609,5867,2934,1971,5569,6033,6649,973,5807,6172,1880,2371,4134,1108,3978,6725,2214,1328,3878,950,2334,6062,3308,8796,5591,1010,5102,2040,589,5753,1866,1326,6844,259,3897
5242,1976,4169,3543,2159,2371,7845,2364,9007,6533,2175,2359,8490,7265,7135,2459,6383,5247,6834,4962,3025,5113,3077,507,6092,6070,1254,5067,7602,3244,3670,2088,4520,5730,7264,971,2151,1565,920,8796,3075,4001,2334,4154,2885,1078,3940,4177,6652,1787,2051,1932,6185,1042,3056,1559,2981,578,5566,5102,5749,4063,3575,1824,7697,2644,7522,8152,1926,7311,2192,251,3124,2951,4124,5069,8543,5823,221,2965,6355,1882,5804,2201,315,2063,2901,3963,147,2889,1488,864,293,5734,5379,502,3663,1989,4413,6201,6909,2181,5316,6657,3026,6527,3308,5556,2878,1203,8409
2371,831,2173,3071,3640,2323,1829,134,3863,8447,5560,5686,4146,384,6605,2056,8325,3479,2177,2364,1071,7048,7369,5241,870,7145,1973,4962,8242,2539,1809,1926,7443,2540,1528,5203,1240,7697,8885,8796,2971,3878,6018,3185,2981,5556,8879,1356,3073,2952,7709,8418,7467,1586,7164,4520,3310,8461,1873,2338,3618,1609,1249,2511,5896,3007,2280,7591,936,7897,6088,4547,4042,4055,5952,1332,1878,1498,6031,3966,3294,2885,6725,5166,7163,591,6476,5569,2051,4756,2214,7362,1227,7180,2579,5235,1779,1340,1425,5204,2477,7161,2047,2576,2510,8451,5973,6503,5238,6512,6496
8916,507,3184,5922,8989,2366,2878,1989,6276,7770,8169,228,8941,251,7061,2369,2993,5881,6043,7302,4413,8866,6070,4539,134,3981,4631,3873,2338,1769,1257,4203,3865,2936,6725,1367,8393,3246,4223,3419,521,5691,6059,3940,5966,591,610,5569,1946,42,4178,1041,8395,8625,3283,952,1447,6827,2221,6951,1167,1318,5194,5220,5900,8415,5585,3967,2952,2576,6086,4076,6047,1976,1921,1862,6640,8127,3025,2632,2173,7274,5976,1993,2895,6614,3155,4536,8548,585,640,5178,2696,4385,8409,1423,1517,5092,5876,3142,1317,1015,809,5565,5559,3696,3026,1977,3424,1507,2180
3517,6206,5114,1977,7464,6773,8941,2356,7484,4550,1429,3184,5390,6376,1230,1812,2359,1976,8796,1719,1777,3285,3849,6784,2341,2205,2951,5560,6197,970,3838,7465,1297,6909,4166,6201,3107,5585,2576,6940,1882,2371,2151,3883,1051,3550,591,788,1769,5576,2671,2047,2133,240,4011,4975,6633,3446,5149,4950,6799,2173,5568,3828,5084,4197,5822,6342,853,1374,9006,1524,7184,2062,7434,1252,2897,5558,1779,1486,7090,1565,5828,5130,5691,2056,6387,6200,3379,737,2159,2980,3646,8408,1560,2051,2386,5556,471,3217,6091,289,5194,6843,2787,1474,2312,7443,3615,1506,1118
1524,3025,2563,6011,1429,251,7348,1345,2911,1261,848,37,2210,6725,262,2336,3879,7481,6768,4325,5785,6206,965,2172,3749,3773,3539,2147,4568,2047,5559,2275,5161,1878,1308,7568,8225,1324,2387,5976,1882,1366,5870,2371,4605,2056,1977,5789,2151,35,8176,5130,1769,7693,1972,4965,4134,2961,2173,2878,395,4962,6641,2477,9009,6291,7720,3410,2128,5177,3763,3282,5261,2150,5183,5198,4239,8360,6281,2670,3205,507,1087,32,979,8055,4413,3240,3485,8880,6385,5804,6008,4584,5146,8546,3433,4388,3847,5210,3420,5266,1446,5876,3184,2987,1007,3785,8461,4539,3967
3925,7770,3026,4578,674,2575,8757,2512,4255,5612,1338,5764,1248,1968,7853,6091,3865,7430,5603,1787,3246,2800,304,507,1886,6365,6649,7819,5567,3677,4336,8626,1880,3420,6092,8129,3757,1629,5073,1507,4385,7871,2241,3184,5230,7898,1569,3431,1390,2449,3878,781,7678,2750,1070,8561,3790,2145,8885,5159,2534,3999,8546,5559,1391,8657,3010,6165,5870,1735,639,5253,2925,2529,7416,652,5866,2755,2939,5585,4003,4605,7543,3987,2466,3963,7426,5231,1907,228,5067,6018,2122,3739,3025,1037,1407,1417,2369,2062,2035,6339,6785,1524,2356,7164,1027,7437,7332,1779,1378
1793,5242,6008,6061,8158,2369,1452,753,8168,8796,6091,5559,1989,4962,5178,1317,6092,2608,2991,3789,1878,794,5087,7481,7443,617,1499,3878,1638,6334,7718,6725,2352,5202,1355,5173,8625,7324,1872,2981,2549,1951,6206,5177,5804,611,1526,5595,7190,2334,7409,5842,5113,1045,5097,4155,1984,8209,4388,953,5560,5243,1930,2172,1281,4134,1495,8442,1284,2508,3841,1594,4737,5210,3811,6777,6476,4608,2901,5973,4009,628,6510,8445,2205,5597,4571,6660,2343,5788,1560,260,5569,7720,6055,6891,43,2340,5266,2292,2930,1375,5931,8460,5982,4171,2338,3427,5263,5786,1972
7457,1932,871,6035,8951,6006,1092,3184,6201,1391,5230,6091,68,5898,2159,4157,1214,7440,2755,7372,5102,3366,4331,3406,5560,134,2334,5228,3456,2177,3953,8492,4175,8796,1964,3568,4059,3396,4385,4872,2546,1924,660,3760,5236,2532,2295,8940,251,2369,5766,3985,5174,2364,5748,4669,1862,3777,802,3613,5728,6365,6642,5705,2047,2217,5559,3364,669,2145,1824,7289,8414,2930,8207,5790,8634,2182,2205,3878,4167,2899,1069,2359,1262,2173,3539,1550,7373,6008,8882,2957,5730,2733,7337,3413,1787,4276,8625,3838,6927,1390,5214,7912,1252,6207,939,5266,3967,1293,2056
7714,9024,2197,776,6974,6649,7157,8856,2172,6018,1480,6605,1822,1326,7146,2151,5311,2878,7464,5559,7263,8192,3941,1800,8473,4321,2062,950,4550,2061,1514,4287,5194,1882,8395,3313,6372,5822,6347,3762,2805,5728,4985,2939,3184,1039,933,1182,5167,4787,3165,2338,1469,7434,2030,1779,1517,1216,3864,8051,2542,1507,3029,785,4556,5560,794,3349,2334,4388,1056,2369,5105,6282,5138,1609,2205,8450,5193,8418,7709,507,5607,251,3025,8796,3086,8626,2611,796,516,2371,3933,1417,1523,876,5569,5766,134,4845,1876,4596,2047,4555,7809,5096,6640,3308,6374,8412,1550
5335,4364,2755,1041,1212,6640,3018,6188,251,2151,1972,4178,5177,1976,4966,4488,480,6651,4631,922,1968,1207,927,7297,2049,2371,6009,2901,7597,7428,2981,2051,3310,5973,3728,7323,1020,3041,1286,3863,4563,8973,3185,1787,2546,4091,4665,4735,3581,8678,3731,2576,5586,1609,3402,3308,8761,3447,6296,2156,8941,6034,8543,2159,2897,2056,7114,6253,3838,2356,7855,3413,5084,6043,2924,3161,7468,4981,5558,281,3296,5221,3887,6362,134,6802,4796,5069,2205,3412,6725,2047,5559,733,1111,2464,6138,2370,5976,5822,1769,6375,5215,1015,1642,4545,1223,8625,3510,507,2504
6031,7696,5569,6946,1822,2177,893,7164,7152,7431,3184,1028,3044,4962,7200,5865,2205,1324,3244,8395,6387,2159,3025,2338,5139,3065,1063,1429,5558,7671,1571,6807,8634,134,1370,730,6070,1027,2047,1977,6091,6650,7855,2018,3600,4844,3686,7466,8709,7714,1878,7697,832,6777,3945,1779,2981,5560,6068,2062,1202,3050,2051,2971,2027,15,8334,3423,253,7607,5795,5246,5404,788,785,2922,864,6909,4550,1882,474,6338,3118,2755,6334,2390,1158,3988,3052,7454,8168,4391,4631,8769,3406,4586,24,4539,6498,6361,3456,3887,5976,3310,2684,8796,4177,922,856,3906,6172
8855,1131,5073,3971,3798,2056,7184,3025,4105,5185,2882,6725,4799,8393,6481,5786,8485,3184,6210,1610,5804,3812,6641,5560,2159,3380,618,2205,6785,1620,1088,229,2197,6436,3220,8497,2755,5558,7697,5734,5751,2375,134,4803,1455,4807,3171,2279,5569,5585,2153,2981,6636,3813,3838,6940,5827,4134,3982,3678,2172,1093,7432,8395,3950,1769,972,4385,1051,4169,3965,8625,7472,2051,1587,2658,4530,1551,3966,939,8500,3981,612,1976,5228,5566,2062,1286,3959,3866,7487,4003,7443,1438,2941,1991,893,2369,4372,5620,5556,2534,5973,3907,6147,1074,4962,347,6018,1779,251
4596,6343,2939,6091,6018,1256,6213,2051,7891,3313,5765,1802,7122,827,9087,5183,1566,2182,1880,622,4961,1202,1541,1058,29,4664,5126,8540,3406,6015,1048,7187,7278,2270,2272,4388,5233,639,134,8168,4575,8418,1432,1526,1777,2159,2311,1660,4177,3315,6202,3900,2894,939,5250,5976,7488,5556,7247,4161,5559,7435,6946,7466,6033,9007,5965,2173,7313,7898,219,5127,7771,6013,4172,4608,3932,6378,4026,2338,8269,8707,3997,3289,3413,2369,3082,1522,2056,2901,6080,1785,8496,5121,659,4326,8409,6206,1797,7324,2874,4385,839,5266,5228,2205,8412,4042,2760,1427,5558
4960,1035,5973,5568,7122,2981,1425,2192,5163,5566,4611,6650,4159,2350,3762,7429,8169,134,2922,3310,6294,6405,1976,8387,5106,1939,4896,2777,2520,1020,3056,6692,1801,8615,1880,3184,3025,1126,3285,1437,3972,1039,2364,4385,5804,3606,22,1210,1824,3757,5579,1480,7437,3866,4178,337,2062,8541,1742,7835,4042,21,7956,3053,525,3384,3797,6036,219,5160,792,1053,1550,3838,839,1921,1018,1408,4388,7147,8637,7132,6505,3257,6201,4888,2899,251,874,8233,3981,7443,1225,3527,8941,7976,3140,2047,2504,5560,3029,493,2159,991,4034,2369,2172,1076,5185,6709,5764
1964,5822,747,4556,1930,6018,3466,8774,5734,5938,4962,251,5242,292,3838,2336,3184,134,507,2812,7267,8546,2214,1184,6347,8540,5087,2950,2338,3010,7433,5238,8493,6640,8395,6725,7757,5556,3406,8856,1915,3878,7485,1226,2062,841,1049,3047,8419,5569,1620,845,5728,2266,5573,335,5376,5266,210,6091,8695,1085,2584,2047,4385,1317,1886,6043,5095,5598,643,7157,1779,258,280,608,2066,4539,7750,3405,2051,5234,3026,2332,2882,8418,4535,7144,6716,2469,6395,2371,1769,4545,1473,1972,6585,5560,5319,5763,6036,5192,2151,2952,563,578,3881,1968,3963,6057,5566
