618,5804,6725,4255,3384,5669,1873,3878,8657,1864,7222,6633,7164,3927,8994,5266,507,5113,4631,5139,2576,5229,3838,3738,4394
3890,2520,2332,507,6725,2172,3470,3302,8782,4520,1880,4550,2762,5069,5073,5325,2062,6202,7135,2576,5232,1488,4531,2863,6347
2961,5140,2173,5097,3025,1559,823,5734,1244,1818,2371,3095,5173,3294,7664,2047,3051,5604,1369,2590,2208,605,8408,3882,4413
4327,5682,5556,294,6347,1968,4542,2062,2632,4572,741,2173,3029,4177,3030,8408,1252,3729,7692,6052,8485,7161,3969,3838,2550
3410,7164,2175,3938,4169,4013,284,871,7984,2375,4385,7466,4350,5982,3922,3749,8993,5102,3601,4531,1976,5178,7135,3533,2466
134,1989,3471,1041,35,385,259,7308,962,5982,3406,1558,2059,2369,3732,3853,6380,8540,2227,2779,3186,5088,3460,5226,7178
1399,2173,6952,229,834,2182,3598,5210,5566,7178,3171,5228,2338,2981,1928,4134,8432,3732,5734,7220,6140,936,6052,480,1063
3853,2541,6031,6054,6203,5795,4157,3231,5712,4939,783,1374,4267,1174,5556,7267,5976,3838,1977,8991,4962,922,5810,8796,3882
3958,1621,8395,8820,8881,1517,8940,791,4157,859,4385,1769,5976,6650,2371,5160,6186,5116,7883,5560,2374,3602,4962,659,3221
6054,7164,5198,5228,6725,1517,2346,778,6950,652,4631,2898,7522,3406,3905,4366,2062,575,4219,2901,3999,6334,2056,1840,1533
3609,2062,3261,3192,3310,4197,2755,2359,1103,5869,3607,2611,3598,922,8796,1231,8439,7086,8541,6378,8635,605,2338,2539,3246
4035,5573,3954,2334,2363,6939,2364,4388,2899,8881,6725,1873,5217,4084,4807,8395,1420,2075,1048,2962,3878,4171,3865,5556,1419
4105,2750,1971,4141,3838,6895,2048,4239,134,8895,2334,3025,8034,8395,8397,617,3865,1933,3030,6776,5877,4160,3413,4520,9053
1932,7877,6202,507,8170,9007,1262,4068,1214,1254,1483,4549,5162,2460,3184,1103,3175,5559,1656,6904,1224,7899,963,3655,575
3034,5173,9080,3025,1801,2369,259,4141,1034,3029,2343,2201,6905,3999,4612,1462,3967,5728,4369,1779,8943,2961,2878,613,2172
