41,3878
4605,644
1548,7867
7184,2334
2063,5573
972,5095
1621,1989
1952,3878
339,7522
1785,2063
5734,5567
1845,2172
3463,5167
2547,1769
4224,674
786,6018
3184,4044
6459,3945
811,1286
1785,2894
1600,4966
2047,2971
2063,3291
4775,3229
1769,1525
5569,4853
1809,8395
3838,6024
8422,1880
1883,5073
2016,6019
7193,6334
1777,1877
2338,5822
3029,1287
1825,5212
101,228
7414,1044
1866,7868
4362,1407
6914,7393
874,2398
7720,2574
2217,7678
954,3511
931,7437
6943,2336
4556,3009
1812,7443
2047,8409
6141,4330
3892,2981
8497,6362
1924,7200
2371,9016
8739,654
1485,7522
4185,871
985,5221
655,597
8149,1097
1245,8877
596,8762
2958,6008
2145,6372
8880,1769
1464,2547
8762,476
1873,4336
6157,1769
8405,4385
1554,2156
6091,1909
5160,3519
9073,5210
3441,5556
2884,4539
1326,6072
5876,7946
4849,1407
7603,2173
911,1779
611,219
3753,3050
2901,3430
9006,4177
7697,6968
5091,2957
4823,1862
7163,251
1735,2175
590,4551
5179,5569
6772,8420
3485,2159
2173,5982
7417,3889
1063,1698
2051,608
3282,8949
3838,4962
2369,4565
8474,6520
8442,5211
3235,605
5846,4514
3592,373
3875,6442
2897,2793
851,3283
5243,5559
4960,3882
2193,2578
5903,3257
6276,6797
5804,3673
6091,3963
5734,6590
2217,1461
189,655
826,1924
3025,265
7556,1800
6091,8880
1872,5119
7092,3878
8395,8542
6939,1779
5567,6521
1827,1825
7711,4134
4134,5568
1265,8796
4060,1822
7480,5891
3991,3289
1205,2205
1025,3019
2761,3294
6140,787
7877,3307
1433,3053
3449,4124
2062,7567
1515,3425
1496,9010
6091,3412
6018,1876
3595,2371
4134,1769
1867,3841
3922,2064
2056,226
5753,2885
1522,2338
6188,1245
1164,2047
1406,3924
1971,3089
1926,4742
8685,1983
8408,3811
251,2205
4718,5211
5865,1769
5973,6362
3828,7603
3146,2755
6808,1921
1039,2971
8449,1223
5237,2576
5228,2062
1074,6091
2878,6504
295,271
6831,1364
2576,591
8941,5950
15,5804
2062,2198
1290,7443
5391,6853
5319,7469
4631,3406
3315,2062
6801,1924
8177,5390
3322,1993
2750,5770
383,612
7183,4520
7678,7879
1271,2901
2214,864
5236,2755
3503,5753
6061,2534
3284,4534
3958,1886
1812,1560
7184,3440
1289,2901
5374,1779
