2539,5228,3615,4177,5792,5383,2062,1126
4969,2051,6725,2056,1613,503,8749,6191
809,4962,2151,3714,1508,8763,385,5745
6203,8418,2885,2911,7372,1110,2051,4395
1906,42,8635,5586,9005,2549,2051,2173
4984,5569,3315,1033,4388,7369,7245,8408
3841,7695,3954,2547,8485,7711,5976,2969
7708,4673,2341,8048,4413,5559,5556,2971
4110,3966,3970,5560,934,2156,3054,4686
373,612,6616,8477,8877,5753,3500,8757
2621,7324,1523,1932,1977,1880,3083,2483
3648,3999,2145,1936,4388,6825,3763,3810
1530,6831,5567,2172,6785,8998,1769,600
1976,6803,773,1137,3185,8593,4555,1559
6342,7337,6640,7720,1801,6034,7842,1541
7898,1779,578,3185,4413,3920,2939,2062
5976,5215,1063,2364,3887,154,8546,5106
2369,1954,4385,6634,6018,6343,2151,4284
8952,5790,1500,5976,6632,3029,3057,6018
1609,7767,3298,4878,251,1116,2936,6937
3918,2059,6383,5559,3144,668,2159,5976
533,690,5618,1808,2912,801,8319,1524
6144,5097,1976,990,5185,7473,5569,1781
6912,4169,1532,1974,5728,4520,7705,8540
1574,5559,8232,3643,1429,3654,3838,3009
6831,4175,1882,892,6909,7543,863,6195
3282,2062,1976,2063,3184,8796,3029,5556
7428,2901,8418,3406,5810,4941,2546,7234
7369,258,649,1977,809,4161,7341,5734
4155,2893,1129,2369,110,5559,6845,3245
5238,1921,3601,6170,805,4060,2175,5559
7926,6146,1239,149,5559,1234,795,3238
2885,1787,2062,982,3838,6298,3582,2356
3641,5982,4595,5233,1906,3456,6054,816
1880,1535,3269,3959,1980,654,6052,1989
1430,3757,3311,6291,1517,2924,2371,2334
2215,3445,7153,2151,8880,1882,7061,5800
3014,923,4507,1866,7699,2474,7157,1017
6428,7425,2157,2062,7336,647,673,7711
1862,871,6649,2364,6049,5903,5206,3878
4879,1514,8517,1779,272,6197,1285,8881
3991,5593,2172,5448,5197,1406,2375,5770
5560,5736,7559,2939,4553,1822,2371,795
3294,812,5569,1769,3387,531,1208,648
2901,4163,6061,2172,2981,4363,6020,4556
