3963,1184,3029,4413,1977,7378,5140,3847,5973,587,5123,6345,2981,6008,2644,1882,8412,5556,5206,3308,1526,6725,3014,5976,5804,2326,5238,3318,933,8829,1968,3238,641,6241,7898,7709,4565,5566,2796,2369,2688,7127,449,3096,3526
6359,5140,4921,7452,1035,5160,5190,4611,6180,7763,4155,2198,3184,2369,6974,1879,3791,3618,2214,2172,1115,4328,3119,4388,5374,5566,862,5171,8126,6044,635,6026,7324,1924,4662,8395,7454,1063,6070,1779,1565,1766,5965,1809,5166
6386,1976,134,104,870,5236,1100,6650,2056,3887,2755,5201,2198,1151,1397,4819,2359,5753,3749,569,6499,2151,2205,1877,3420,1743,2750,885,3308,5430,958,4961,1076,5161,2214,2501,1384,3054,3966,5835,5560,4413,4694,3560,7901
1076,4310,5804,8885,5240,4542,2392,1814,4177,3406,6725,8412,7454,5712,5199,1425,2364,1371,6070,3025,6008,1072,4678,2205,5072,4568,1769,7061,1021,9076,8854,5194,1873,2058,6745,3878,2375,3714,134,2373,507,1809,1621,6319,1098
6049,1498,4164,2214,8319,296,8708,251,1284,4915,3657,3184,2338,2941,2951,6909,4545,2047,5769,939,7020,1880,1972,1286,691,5894,2876,5243,3315,293,2159,7664,5160,8542,1769,6188,4707,4117,7899,1543,2936,1371,3475,3246,3922
5585,6020,507,2159,3178,1834,3429,6725,5232,5564,8406,6383,7907,7453,3208,8545,2062,8449,3406,2294,134,5069,3974,4526,2047,1331,8541,2878,939,8432,1972,4388,6943,4565,266,1879,1286,2919,4631,828,4962,3505,1873,3333,3873
3019,240,303,1779,2898,21,4880,4333,1058,780,235,1666,6062,2063,2048,3519,3056,4631,2172,4756,7697,5197,8941,7368,3184,1566,2058,8567,5601,7423,2159,8501,5881,3838,4064,2164,5786,5616,3886,8048,2877,8544,3406,3963,6030
2334,7522,4631,5811,4220,38,3172,2927,596,1398,6091,2951,7474,4260,2186,15,266,6909,2996,6649,6640,3406,3559,7430,5822,177,3217,2056,612,1777,4393,3749,829,3843,2950,2338,7850,8755,5204,4542,2217,7692,8657,1864,3959
1881,9039,1977,1410,3932,8796,8420,8886,2175,3010,233,9063,1880,5167,2153,1582,305,8048,7244,8845,2201,2062,2369,5601,1517,1404,1532,6284,3926,1123,1436,4982,345,2894,2152,4385,8912,4221,933,2063,6091,6076,7129,2324,1328
2041,507,4388,1128,1096,306,4967,1801,6649,2151,6510,4520,1785,4605,2073,5736,1041,7956,8541,5263,3788,1306,3247,983,2894,3492,3412,5173,805,1618,3283,2051,5559,6769,8880,7484,2612,1005,5190,1620,4792,5982,1880,1769,2893
3500,8737,4545,7131,7604,2489,2911,6918,869,4385,2971,507,6363,2062,6849,1968,8169,1881,2051,1215,1471,640,2059,5973,578,5179,1109,1813,4960,1728,1078,4134,5139,1421,2173,2878,3441,8860,1432,4962,1339,4155,8483,946,2951
7487,2971,788,1048,4631,1456,7264,8637,2056,2242,2338,2159,3406,9028,6089,1037,1866,4964,1293,3674,4157,5810,1983,7666,3375,5221,5192,2901,4605,1479,2144,1407,5973,2153,1779,1805,3240,1555,577,7556,1886,6284,974,6337,2051
6341,2151,2219,7749,4596,4568,5343,2179,7750,4966,734,618,1521,5640,5247,6576,778,5753,1516,5119,8941,3922,8051,4538,5243,648,2557,2350,5069,1544,5586,2579,4227,8507,8368,8985,1765,1291,659,6633,2051,915,5754,2356,5266
6022,6339,7721,8751,2408,3185,4966,893,2889,3492,1568,1881,4332,4060,664,281,3546,812,6782,589,3747,4172,1976,1778,5174,977,2145,8943,2172,5875,2346,1350,5160,3128,9058,4631,5569,6518,1988,297,5194,6557,3966,5976,3845
1875,6008,6640,2364,5763,1407,251,1769,5569,1184,5559,6725,4248,2062,3123,5087,1020,8775,1000,1775,12,7719,4042,3612,5228,6334,1495,1374,4062,1528,4631,2369,1332,6204,1886,6347,872,305,1800,5262,3641,7585,3294,4167,6337
2981,975,1378,2534,3185,8487,5162,6347,55,1396,268,2062,7824,6530,1972,2171,929,1219,4051,8546,7880,5976,5691,3947,2369,4939,2151,1880,2975,3387,5559,4539,4598,3171,1779,8418,2813,6510,6020,3999,4704,4962,3402,6273,1878
3014,1430,5734,2159,2051,8149,4150,5560,3409,1877,3863,8323,2334,5168,8210,2173,5215,8547,8796,2204,6785,983,3933,600,5242,8765,3185,6773,4793,2363,280,3442,273,3054,2941,3871,2901,5764,3212,849,3029,5573,8412,5073,1787
5734,6891,2062,3923,8048,3550,7131,2346,5266,5556,1308,593,1921,7302,7396,8447,7135,3399,6725,4962,2205,554,5889,2159,3969,5586,8766,6503,3681,1968,1779,5230,1880,4535,2371,1215,1126,655,1072,5786,1879,2334,1977,1208,7453
385,5095,4305,4631,4010,1359,1769,3315,2562,5560,4580,3940,6356,8747,5622,389,3970,8881,5238,603,6587,2056,8750,8877,1524,1483,2939,1746,3450,8496,5804,134,1878,6071,6659,5183,6649,2359,2358,4001,2356,6137,5214,3019,1976
