4165,8757,7129,21,134,1779,8633
5204,673,2338,1419,6785,8627,8237
2755,1299,6844,6020,8796,1167,6067
1977,5734,4053,4419,3838,4528,5202
6946,4346,2047,5712,5754,1282,3315
1488,925,3095,7848,1825,4965,3655
5090,5229,41,8348,8420,7714,4514
2063,1926,245,6046,1774,2543,2152
1991,3296,1862,134,2346,1193,5712
6498,5266,3433,4962,4880,5560,6091
3063,3878,3010,733,4516,8418,34
6181,6312,4876,829,1976,5161,2236
734,6092,6974,7454,6709,6184,5073
5559,4388,1880,827,3618,6188,8844
2882,2364,6383,3412,3025,975,3780
5712,4388,2533,2338,5559,3585,6001
2777,6245,8442,3184,539,6647,8954
3029,7443,228,6848,893,1886,3642
4388,4976,5194,1787,1977,1300,5557
6645,8756,6499,5067,6066,2359,7164
7335,3289,5104,1879,3013,4803,3967
529,7324,606,2172,1216,1301,6725
8467,196,1740,2369,828,5254,1472
7577,3838,4385,780,6725,3026,1778
3412,6008,1972,577,2338,3289,1189
5204,1976,2371,134,5569,7144,1622
3029,9012,909,939,1428,1775,5173
4134,3578,2214,5075,7585,2472,3014
4587,251,5795,3171,5741,5921,8781
1801,7768,1073,1423,2173,7328,596
3384,5559,2907,3029,5769,7061,8763
134,2062,2367,2382,3193,6633,2971
89,7714,3447,8211,2881,4040,3616
4653,8754,2334,3184,8489,2887,5569
1977,3991,251,5210,872,1216,4172
134,6159,1252,5171,2981,2444,5245
1787,4413,5556,5174,1862,4077,6145
1545,497,3836,1604,3841,3025,1881
5560,2193,7454,3433,1267,2051,2961
134,3999,3954,3459,5140,3261,2981
4412,6641,2059,7184,2412,8898,1878
1824,2035,2889,637,7678,8401,8624
6091,7820,5734,7382,5208,7427,4105
6347,8157,7750,4558,2051,2755,4017
6018,2182,1064,5804,3308,1281,3847
8018,3965,5973,777,6018,2971,2579
1977,5754,659,738,4612,5239,639
2338,2901,3447,8103,3747,2550,4134
2283,2755,5232,1873,2444,2016,3882
7400,4631,1168,4076,6061,4564,1024
840,8418,8455,1977,1825,6833,5559
2341,3019,2901,3878,1063,1779,5086
3428,5161,8246,2886,5734,7325,5753
507,734,1769,4056,6334,8906,5228
6018,870,2062,5804,5266,8880,6640
2958,8397,3025,3095,1609,5785,1529
8218,5976,3854,4586,1363,4525,7324
1779,1399,4413,6018,7091,5160,965
4962,2159,219,5266,4965,261,251
5566,2159,5242,7156,6384,3071,1785
5182,2047,2980,922,1991,7184,950
3358,6640,1926,5973,6036,3883,7115
2295,1701,6350,1886,1021,4388,4520
2047,6355,1879,6785,3967,3025,1147
2755,2346,2371,6341,1223,6948,2897
6845,6204,2868,4564,3674,2364,1126
1972,5688,596,2930,5763,3943,1041
7311,2051,284,237,5753,5559,5556
2647,2180,733,7426,6491,2369,4389
4524,6347,1963,1417,6928,5898,6312
389,2338,6922,5090,4150,2051,507
7463,4134,2217,5217,26,1407,6280
2911,2173,1284,7378,1524,6725,2145
7246,507,982,350,1015,4388,1777
5071,5745,1807,8630,4536,663,5560
3566,2198,6188,6093,1778,1126,273
1880,1928,8757,1825,2982,8129,523
1879,251,1876,3247,2549,2762,4279
648,7611,1787,5246,2173,4167,2410
8796,1787,6738,9005,3305,2152,4388
6018,7246,507,1264,1366,7665,4390
5384,195,8094,8188,8048,7861,1976
4930,2173,1883,3409,7706,1921,2056
3282,3244,7680,5976,6726,8515,1757
7552,2159,6946,5233,5204,5569,3184
5266,7558,6757,3598,729,1184,4388
5105,1945,2208,655,3726,7443,3184
3618,5173,1613,3983,7443,529,8634
1930,3105,2574,5979,3789,3203,1150
1076,3356,1490,2159,2051,7185,2371
8548,3282,3289,5804,1523,3583,2549
5229,3478,2364,1912,3578,730,893
6499,8395,881,3185,6785,2369,7600
2047,219,1285,4007,8241,7151,5493
2885,3310,281,8886,6831,7842,4388
1316,3258,5803,819,293,950,5785
2364,2950,5728,1429,2172,251,3722
8399,3878,7430,2056,2981,5795,124
6066,3413,1245,4143,6803,3244,3187
1778,6647,5230,2062,8637,8543,7556
5559,9005,5804,6811,3766,7265,1560
309,5567,4248,3694,2182,6141,294
