1926,619,5819,6247,3177,2334,4060,3220,4551,2969,3184,4266,5798,2293,2051,1464,6008,4413,5569,2890,5606,7487,1206,733,2153,7114,2521,6031,3185,8167,3244,5266,1167,5804,2159,1208,1932,5753,1526,3283,1126,5188,388,8540,5383,2113,4388,3865,225,507,6091,7321,4177,1618
6738,2214,2159,6630,1159,4044,2878,5559,3184,7456,2338,5567,3500,2056,5556,6935,8796,3575,7891,2639,4124,429,8756,611,1234,1933,5569,8880,5251,6503,8889,8571,8821,2205,6193,1779,1692,1108,1194,2928,8736,1835,2975,8115,1490,5163,2334,5177,3406,2971,5734,8399,5560,2375
1225,1033,8829,2047,1291,4060,5753,4148,3517,4601,9049,1393,3832,6070,3873,4962,1591,5560,826,1637,5190,1769,1199,2897,7517,3047,2893,3034,2951,1014,8505,4169,6547,7369,8752,7720,6013,5266,5194,4611,6725,1324,5962,5567,501,251,6363,1878,1930,5228,827,6280,3965,5559
2346,8796,5013,1490,671,8502,5178,6144,1886,5160,6378,2957,1234,3692,5174,8749,2961,921,3029,2302,1699,6091,3963,1879,5590,5559,6294,5560,3062,1779,6640,8020,1435,2509,3666,6361,5980,5221,4631,7364,6832,4058,1015,2056,4160,507,3925,4388,5898,7480,5166,6043,6649,2334
12,2546,2455,831,5243,3183,4965,2173,4571,5234,1197,6241,1977,1968,1514,8712,5973,6649,1290,1185,5556,6640,788,1558,121,2540,1972,8502,4514,32,2047,2334,6697,3419,3575,2671,1330,1824,4388,6385,8423,6334,5175,3013,3406,6834,1196,1419,1769,5982,1588,3893,975,5245
6024,1944,5573,3716,5228,8567,6699,1779,9059,1386,3050,2755,315,1101,6054,301,7711,7365,283,1550,3514,2334,42,722,6847,6768,4964,3517,5560,2192,7443,6145,2151,954,6917,4545,1986,3083,8168,6827,3413,5734,8452,678,2088,6022,1111,7266,507,8662,1248,21,4176,873
788,4528,6204,1769,3308,6721,2530,9089,4984,5386,3044,3997,7523,1010,1000,2334,1983,1241,8546,643,837,2604,3762,3244,3217,6974,644,2182,6008,3749,656,3940,3083,2688,8744,4881,2051,5756,1880,8477,3672,3963,5559,2166,3714,3420,6633,646,1862,835,8882,5845,4157,3966
2172,1308,215,5262,5712,3057,7472,949,5203,1472,6725,6824,1050,3184,1327,5730,3905,4385,8391,8490,6498,7323,2919,8004,1777,833,4631,6354,3981,8873,4962,5559,2530,3974,507,1361,6019,3422,2644,5734,5785,2139,7603,6219,5418,2095,3757,2939,1779,385,5838,1922,1270,1515
6202,4146,3712,2666,1355,26,9047,5390,2205,3863,6650,2965,5590,1024,8943,5161,760,6031,5973,965,2177,5174,8409,4236,8180,4413,5097,5095,8432,2981,1971,1777,3752,1417,5559,5230,1968,3887,3184,5608,2334,1599,2919,3433,1238,3965,5891,1579,5712,1547,2159,1186,2139,881
1024,2027,6725,5747,2890,3466,4172,6379,1984,4899,8755,1403,2901,3164,939,2882,2334,5714,7957,5228,862,805,2051,8631,7697,7090,6186,2062,2173,6734,5567,3940,4565,8979,5976,4096,6084,1878,2242,1960,8799,4143,8447,7753,8796,5556,7684,1972,1543,2299,5113,6834,5613,1958
