6024,8745,6657,827,5104,1930,4142,2575,6159,1327,1862,3509
1787,1019,287,1729,3026,1976,318,8891,4388,6057,3950,5560
6510,5739,3492,2819,3991,8414,3967,5101,7061,2575,2062,8796
1618,8208,829,5113,5184,4724,5822,1787,2048,3029,1569,3406
1873,389,2922,3433,5556,2061,805,8395,1435,2878,5804,1475
507,3081,3954,132,2159,6841,5202,134,6047,2284,7443,5253
8541,2901,5691,2047,3447,2056,7361,3424,1787,13,1212,4983
232,2658,3013,1769,6054,6656,6206,2338,1392,2077,5198,1286
4388,2063,371,3540,871,4124,3687,2787,6869,2035,2051,7692
6457,7956,5496,8494,1210,8387,2973,6939,4388,8886,2338,3966
3699,7362,6008,1611,4962,7686,5558,7114,3838,4631,8543,3967
3679,1976,389,2197,4036,828,2465,8395,6091,8386,645,6921
17,1421,7708,6008,1281,8742,5185,4062,5166,3960,3736,3774
2558,2152,7780,5727,6333,2035,7820,5253,1367,5930,3763,264
1588,3945,6087,4246,3308,2214,1877,4165,1194,71,3517,1968
267,5217,3029,579,6258,8635,2159,28,3413,5976,6180,1439
2062,4565,7956,4631,7496,3289,1873,2878,2334,6202,4298,4277
5250,5160,6070,2205,134,7842,5113,2035,1866,5988,2252,4631
7204,3838,4528,2047,6725,1247,3308,3289,1454,6650,3043,1876
7757,4331,5218,3433,8668,3941,2051,7190,3607,1044,5581,4143
1883,2510,5182,3238,2371,8544,2332,6034,4172,3131,2369,8796
2051,918,7061,8485,8996,6335,5266,8776,1315,2315,496,3207
2064,7364,708,2670,5183,3022,6522,3029,8997,2062,2341,8796
1646,6944,8414,3847,3963,3061,4385,918,5262,4534,5780,5790
2922,2159,5830,5125,1862,7475,7241,4157,5869,668,1219,1989
5215,1509,4385,2062,7165,1769,3894,5766,3296,3951,20,5804
2885,8230,3420,3714,3789,3838,3029,2056,5166,4678,507,1977
867,5166,7123,3749,8769,1241,6457,1883,3677,1285,4452,2175
3771,3504,2343,3963,5243,2537,6024,654,8796,2359,3060,977
1930,3489,5595,6031,2159,3171,7233,134,5117,4545,3738,5989
1559,8409,3654,3971,8087,1812,4806,2924,7239,3029,2766,5712
2173,1417,1126,1827,2049,4736,1577,5221,8796,6091,507,5245
3266,7144,4067,3013,251,5556,475,7372,3205,7431,5725,1787
1053,2939,4799,5140,5185,219,1301,8395,5247,333,5569,3812
1779,6018,983,4385,2912,18,1879,927,5804,1283,1056,5566
3773,6372,809,4010,8408,6734,3516,7332,5161,2882,1880,8355
2933,8335,4550,6195,2364,1461,2062,3621,6725,3838,1518,5140
5583,2205,4660,2531,5170,3509,3519,2062,7403,531,1132,3313
2047,4134,1241,3070,7708,5799,1349,7164,6099,2364,4962,6147
