405,501,746,241,516,581,62,889,727,277
790,62,323,794,326,197,698,297,609,210
155,617,445,62,344,705,323,108,480,748
57,55,765,836,186,648,669,326,9,222
323,422,445,68,546,226,142,938,797,71
276,5,62,222,690,445,744,256,892,820
230,174,62,221,285,583,881,467,35,222
938,51,287,142,895,62,218,79,15,441
56,728,927,858,326,480,144,323,359,276
693,464,329,529,678,326,844,195,247,889
809,638,700,960,33,428,326,270,130,142
975,898,702,233,20,482,628,142,751,246
738,142,792,466,756,821,482,165,70,16
240,157,668,58,813,16,287,565,750,142
615,529,62,168,728,969,323,756,900,629
661,813,962,157,62,746,143,146,565,983
146,142,269,30,197,836,570,326,81,466
782,62,392,279,482,959,0,142,810,521
421,165,968,348,142,648,323,597,533,681
733,810,860,482,390,110,144,222,875,634
189,270,900,165,81,425,62,445,16,142
142,513,648,810,133,269,326,832,678,64
502,730,569,790,485,943,482,492,526,311
656,485,689,433,710,173,398,294,790,606
62,748,770,142,673,294,536,388,559,101
785,857,56,142,675,57,62,179,118,16
756,955,812,600,480,838,121,821,695,222
142,835,187,332,530,44,695,17,520,53
960,192,106,62,376,636,675,87,157,109
974,140,475,939,983,142,777,760,928,453
142,571,357,791,304,656,331,660,955,752
457,799,615,142,66,185,241,317,646,821
708,696,299,787,512,472,756,387,476,62
853,864,62,947,939,216,672,196,250,142
395,526,142,14,238,222,718,325,681,323
931,120,447,115,983,231,451,875,711,333
81,223,567,863,357,445,839,326,141,65
16,648,810,355,813,791,79,809,134,269
329,16,897,929,460,795,324,62,602,593
144,691,114,16,323,480,62,877,300,23
890,92,802,441,151,850,759,473,943,269
142,324,834,294,212,669,668,446,19,326
268,269,146,475,794,62,539,142,310,482
142,475,62,255,667,438,721,760,332,357
799,142,482,0,634,929,467,62,279,161
141,480,142,889,947,756,905,482,687,16
142,326,62,668,4,186,222,568,202,333
326,324,559,821,269,418,217,982,457,289
256,16,746,765,0,12,709,336,424,15
624,180,472,482,821,40,24,142,233,442
56,445,801,509,297,746,21,34,646,62
44,846,222,24,887,820,323,142,445,281
445,519,622,670,354,231,78,62,449,269
818,592,326,41,832,460,779,291,296,646
954,299,316,699,62,808,155,357,409,269
50,62,222,341,790,56,445,142,957,382
486,207,166,91,62,697,537,165,533,269
829,860,756,25,881,952,875,445,157,142
702,445,892,142,165,579,59,810,323,295
357,53,619,62,142,409,779,705,336,55
143,142,957,108,949,955,797,146,595,166
370,98,326,480,592,16,818,944,633,495
166,751,84,649,134,466,261,389,2,62
142,910,480,589,16,741,795,482,918,103
352,765,271,924,385,699,70,345,480,909
142,417,892,896,324,269,702,445,623,690
142,695,326,863,637,342,240,604,517,480
155,10,643,781,83,790,569,62,165,187
746,492,957,142,372,143,300,810,695,258
651,445,260,142,161,646,62,482,407,132
684,341,890,142,434,457,983,222,892,310
727,209,146,676,98,434,548,340,269,183
142,950,195,850,62,908,742,668,85,280
142,820,596,899,16,224,907,581,591,947
193,858,323,853,326,83,480,121,142,813
821,401,493,166,648,494,889,788,118,409
791,62,790,494,696,269,601,889,120,509
62,47,16,457,873,295,405,662,858,119
241,790,366,748,400,535,533,151,753,142
504,526,68,81,800,567,448,695,16,323
421,265,813,288,62,330,586,315,533,176
142,330,668,488,957,480,614,828,165,861
142,892,445,752,393,56,659,810,581,482
16,142,585,853,825,23,571,430,544,485
686,918,236,585,606,480,527,889,809,383
142,478,833,880,102,62,165,886,283,487
896,943,440,138,165,482,326,891,571,840
116,155,142,763,26,765,384,514,684,354
383,703,523,924,16,649,892,514,77,677
779,643,813,924,62,949,335,82,618,356
615,823,252,113,599,165,516,62,846,16
459,509,535,142,332,813,447,524,521,450
756,907,142,482,817,297,62,268,832,291
929,335,326,374,727,917,58,93,16,971
701,813,947,214,802,62,142,241,68,634
15,326,802,482,142,733,701,984,813,491
810,883,338,142,219,732,628,508,16,889
593,742,756,226,257,167,819,969,626,732
266,428,147,142,16,346,400,482,165,62
191,647,142,523,702,482,62,4,24,581
199,236,416,142,79,326,514,738,797,346
466,445,142,273,475,718,630,955,222,943
157,142,917,482,302,265,659,326,789,78
81,142,378,452,969,38,889,14,791,91
756,142,445,129,975,146,588,480,889,106
765,889,810,952,813,326,533,84,612,354
62,494,326,864,432,23,142,533,400,564
346,89,16,457,247,482,326,140,142,76
749,625,498,581,21,829,326,492,62,142
251,16,323,287,482,688,493,509,533,810
854,113,747,266,746,582,106,165,451,813
