323,269,785,375,422,255,559,24,142,756,412,445,585,800,457,314,860,62,333,58,87,908,328,144
482,916,60,797,447,907,62,581,521,140,123,203,129,165,142,5,211,480,323,155,659,257,499,821
196,804,720,569,10,876,790,350,329,821,203,786,681,810,165,833,70,142,980,900,578,106,62,16
657,458,127,222,469,45,62,875,440,16,482,142,323,144,33,810,470,907,480,475,0,99,916,79
867,303,982,765,480,853,374,895,62,417,810,775,669,738,621,191,705,582,447,609,165,899,92,517
296,416,864,892,164,378,772,221,775,357,61,559,568,830,62,174,91,546,829,170,695,414,889,405
480,345,677,432,764,409,943,45,746,875,54,326,864,518,445,695,476,569,493,66,269,599,765,613
634,133,890,269,323,810,375,165,142,414,87,294,889,482,632,144,864,19,300,279,578,853,492,79
747,326,269,142,56,375,854,355,567,482,703,332,451,684,643,853,38,962,62,341,648,943,508,83
962,300,33,165,741,8,739,646,792,142,362,222,728,240,779,482,816,424,492,323,566,695,344,166
62,501,204,697,45,42,480,586,513,269,119,447,142,442,341,348,503,728,695,218,20,202,581,909
605,326,883,581,514,526,775,269,62,453,291,19,748,756,853,424,142,741,591,144,790,256,56,16
41,533,845,120,451,142,480,472,326,514,411,407,774,819,960,700,445,824,728,424,87,222,109,51
692,445,829,503,324,821,248,341,695,942,538,711,779,244,645,345,513,16,294,533,907,142,793,326
482,277,199,421,982,142,164,813,860,756,447,618,702,912,790,171,28,296,62,492,91,592,132,738
378,142,493,87,958,410,634,711,799,709,533,795,864,600,792,242,297,892,52,88,638,354,751,330
615,587,863,323,35,803,864,894,777,0,457,516,645,62,310,653,326,821,409,341,781,844,476,87
416,191,16,794,970,802,813,424,248,897,348,629,291,338,792,249,909,526,445,78,278,864,142,669
523,480,142,16,23,937,787,76,146,761,651,165,719,128,576,222,646,62,482,606,457,89,943,466
68,16,918,947,641,651,482,797,388,163,146,207,495,62,756,56,445,467,347,269,323,142,910,456
952,980,142,245,31,207,756,409,889,240,237,804,588,369,813,856,976,326,358,634,910,91,479,425
909,135,467,92,155,323,409,821,452,118,494,279,585,62,848,472,615,217,792,726,305,424,165,889
783,892,392,486,761,16,814,719,142,599,56,560,409,889,230,927,724,445,751,295,0,712,982,447
279,756,16,87,151,793,165,682,546,300,875,405,142,522,618,406,970,429,269,615,424,976,475,810
62,581,33,944,480,620,618,320,306,445,326,323,291,787,564,253,470,343,137,874,92,332,756,548
56,957,700,79,738,231,756,973,821,323,751,16,245,62,31,485,672,889,511,127,900,142,482,565
142,950,446,967,143,578,644,24,961,864,769,409,710,813,467,514,268,300,957,7,515,752,480,133
338,345,668,533,595,91,59,248,326,611,146,792,54,295,839,142,975,813,133,857,311,62,641,269
43,47,310,650,142,55,323,548,233,810,482,223,529,59,58,160,541,606,903,315,472,957,703,62
957,73,269,142,552,79,445,62,909,786,16,323,890,166,781,327,88,482,785,790,959,968,585,441
983,81,166,762,16,560,53,646,142,362,120,576,62,332,624,326,269,194,752,820,634,438,23,952
668,654,33,653,323,632,259,50,62,537,307,138,565,269,326,566,509,756,577,689,61,587,472,444
326,62,142,568,241,388,27,756,757,490,752,892,402,452,123,255,82,445,60,0,480,17,128,569
533,79,523,481,142,638,583,62,756,16,261,55,324,298,232,482,889,634,235,792,748,120,339,165
62,889,419,222,335,934,398,348,268,636,925,617,403,977,146,165,142,533,326,668,19,409,572,482
346,375,482,625,324,256,62,659,907,794,291,695,445,92,489,287,38,142,282,748,585,138,197,831
703,912,482,876,62,203,441,533,935,875,853,323,645,81,643,61,889,892,216,960,943,950,886,956
299,699,574,142,269,833,889,144,506,305,62,329,770,326,268,245,858,649,81,684,810,713,91,146
302,72,81,62,963,142,642,637,269,166,560,184,6,738,896,323,56,79,53,756,457,889,583,222
99,323,142,79,864,898,729,482,399,374,222,41,779,310,16,565,321,598,744,326,809,62,295,291
259,293,142,16,890,241,952,533,820,482,328,723,104,114,762,726,921,425,492,41,981,815,669,445
343,801,396,410,165,180,407,77,656,983,142,62,312,581,709,327,388,177,93,445,756,889,482,269
128,222,326,62,290,445,6,700,577,142,269,310,879,955,913,267,518,340,118,634,756,608,291,914
99,942,864,291,452,91,16,81,62,907,292,853,106,875,209,407,724,482,241,467,285,142,483,461
728,196,279,813,512,142,302,495,839,593,912,99,378,781,838,139,415,602,62,482,915,159,821,16
630,62,977,695,480,864,746,39,415,385,222,401,0,790,20,691,445,860,496,909,16,475,818,628
445,875,949,70,438,339,76,928,323,885,695,826,222,548,92,492,132,224,738,823,842,311,889,16
