87,828,467,480,552,572,0,451,875,216,384,79,445,296,294,48
297,142,878,756,618,232,240,492,627,385,233,983,565,293,943,814
142,4,222,207,130,790,14,525,838,592,756,15,716,153,62,551
613,846,806,669,155,977,583,80,599,581,927,269,16,142,62,218
781,628,222,277,690,251,732,60,979,155,851,338,23,142,58,759
10,911,62,383,79,756,2,136,144,0,813,668,552,697,719,441
695,451,354,142,36,723,536,907,322,323,499,333,654,222,682,813
255,62,324,445,8,435,235,943,269,343,585,405,322,307,645,834
915,566,960,447,62,742,409,245,756,160,10,651,56,842,773,445
222,300,844,40,846,269,645,872,733,266,56,779,165,283,665,323
756,384,62,68,521,10,280,931,60,260,914,38,335,949,274,854
605,740,142,62,591,843,452,644,943,16,954,194,56,672,314,502
796,879,142,689,772,526,237,269,673,983,507,804,62,0,470,163
751,405,16,648,332,775,848,241,794,790,839,955,779,110,581,907
142,908,889,218,618,668,235,307,779,392,921,725,192,881,295,867
62,446,81,269,323,777,281,650,983,10,466,91,123,79,746,751
299,568,142,144,339,509,580,445,940,447,697,171,62,475,496,452
222,180,323,301,62,695,596,881,146,482,979,751,423,139,928,16
632,390,457,889,222,114,756,142,585,240,139,447,668,245,814,62
56,657,821,323,222,780,62,974,881,533,194,761,346,295,298,595
473,779,606,323,26,983,62,191,977,645,424,814,447,406,908,668
459,76,700,62,892,291,142,168,119,581,695,429,952,257,348,753
810,670,881,482,924,144,109,222,501,598,728,378,977,323,684,165
624,950,615,187,326,430,99,662,864,222,62,142,889,712,673,554
973,949,892,114,369,409,638,958,889,445,779,323,142,493,944,155
80,269,849,845,865,475,614,847,326,813,783,900,409,62,977,428
8,296,813,233,53,480,797,62,33,142,16,297,445,864,144,40
375,482,809,16,889,311,838,582,585,222,628,484,701,142,581,133
142,249,332,335,392,810,540,62,790,554,16,324,23,408,385,245
31,838,970,142,108,197,26,174,118,73,935,726,146,250,786,703
515,441,966,482,269,810,62,977,475,732,187,728,207,447,796,406
458,269,151,144,929,636,340,583,141,44,392,585,726,165,286,581
62,91,795,559,177,581,778,89,589,756,269,285,672,929,87,13
628,0,206,350,142,326,62,249,895,619,241,791,260,810,447,336
142,810,170,682,492,409,744,639,159,276,16,558,603,108,323,479
684,907,889,467,821,196,810,585,80,424,164,979,62,571,646,788
261,863,756,695,447,668,810,963,62,142,790,872,277,146,808,928
695,734,130,323,62,387,155,34,138,482,480,281,142,37,632,447
649,100,482,864,269,684,0,724,256,813,169,15,977,475,473,838
901,58,684,908,813,514,960,142,638,779,67,501,277,466,322,628
777,42,500,405,142,392,462,62,283,222,889,668,512,268,144,8
728,839,142,638,779,266,62,144,952,14,422,323,896,41,335,351
218,277,751,533,36,581,62,821,621,222,474,144,142,900,13,330
