142,565,493,326,516,62,889,38,144,581,918,596,655,91,409,81,955,645,783,113,929
270,527,269,16,62,290,146,813,475,864,515,73,14,793,193,681,69,482,155,303,446
585,886,960,62,475,142,477,3,457,673,339,963,938,218,479,783,102,482,222,552,539
164,889,326,359,165,606,612,854,482,752,689,821,447,15,719,681,300,91,832,480,318
229,116,472,599,772,864,482,605,756,907,252,44,837,697,55,721,430,90,958,786,222
837,152,445,142,482,424,494,492,597,889,541,141,56,163,779,308,480,783,62,832,950
943,979,695,668,411,194,762,889,142,58,813,62,778,475,854,269,596,268,588,571,290
921,655,821,752,963,475,491,744,445,303,16,886,183,628,79,889,87,223,401,399,979
596,144,323,288,924,56,650,797,984,16,289,766,142,606,756,548,62,634,219,53,326
868,970,903,28,222,269,873,240,412,602,726,477,475,504,461,541,203,17,146,0,856
405,62,165,261,682,142,302,695,445,853,10,79,548,70,326,889,269,983,66,523,730
651,44,277,628,808,550,16,901,715,260,839,955,323,300,142,315,62,634,165,289,149
468,533,378,100,955,959,853,810,45,928,94,974,61,222,323,881,898,310,559,983,813
361,16,343,840,222,215,810,142,938,287,542,470,856,93,62,514,406,277,165,333,598
748,839,523,808,775,142,695,883,326,369,437,0,982,548,900,246,764,977,908,816,354
324,62,328,332,977,32,142,369,921,323,516,222,924,271,943,329,282,354,691,196,241
62,637,146,391,820,222,339,929,349,762,898,143,445,99,187,682,810,548,652,185,634
909,559,641,645,643,581,16,62,155,668,163,209,104,142,482,385,727,971,533,828,409
291,792,21,856,268,437,312,821,756,404,534,142,659,588,62,977,889,34,333,458,326
571,850,622,93,73,565,969,838,742,81,480,165,62,552,409,926,621,207,881,392,83
62,611,821,447,898,790,514,814,595,140,410,571,142,703,109,468,625,887,7,441,165
439,646,592,370,374,934,0,597,26,639,926,445,475,326,166,184,790,834,178,540,756
728,79,46,748,345,813,312,445,895,514,235,645,841,248,508,630,323,582,58,648,627
646,292,467,346,207,779,979,177,703,49,662,62,790,943,401,952,14,424,144,557,480
904,761,21,287,62,84,588,703,662,142,281,374,346,378,752,643,947,451,764,977,218
16,269,656,215,948,792,461,339,324,475,482,362,957,294,81,316,629,533,66,280,445
259,791,634,44,23,870,62,79,795,158,747,767,280,365,864,30,445,421,165,695,468
524,684,779,198,797,741,457,818,241,889,958,251,326,354,673,643,548,219,109,618,901
825,961,751,383,453,323,765,251,874,331,492,712,142,864,139,480,638,209,684,793,797
165,248,144,32,528,728,52,62,558,79,457,247,168,331,645,719,716,764,942,813,61
16,668,269,62,596,419,923,106,449,699,780,463,323,260,810,294,489,87,297,326,397
294,38,382,378,17,533,797,756,492,668,377,329,91,472,970,325,121,146,480,300,295
142,522,144,23,228,745,62,499,384,947,765,88,959,550,151,256,810,941,662,684,269
33,467,970,674,341,548,300,326,662,142,420,132,269,977,278,780,606,911,166,563,820
142,62,378,782,361,286,790,326,859,21,20,567,58,146,492,979,559,432,501,514,404
944,155,241,482,16,128,577,495,142,62,759,864,357,930,269,134,613,445,197,300,514
865,858,375,133,773,414,542,64,779,256,602,315,260,16,442,736,87,142,254,269,62
240,756,641,504,413,514,952,114,62,251,962,813,728,889,602,445,291,679,854,190,703
178,81,74,743,486,40,269,587,918,813,430,523,947,875,297,889,844,957,268,207,142
62,975,233,695,756,146,445,890,392,324,718,44,656,16,23,222,782,340,416,110,441
937,144,62,480,58,196,14,73,953,627,482,120,63,435,142,475,340,92,403,950,613
873,482,781,0,620,62,16,438,207,639,120,889,909,142,478,433,390,810,786,835,728
161,484,62,4,753,841,893,974,877,725,810,314,931,445,475,517,797,142,339,909,955
295,791,558,62,291,778,962,781,0,514,678,572,806,315,222,206,278,687,957,645,756
41,62,203,494,813,587,790,326,879,159,535,779,938,99,279,711,695,269,235,416,795
62,323,712,173,233,640,968,891,832,291,222,984,552,976,559,142,165,81,218,926,969
591,709,742,409,16,287,533,766,710,100,695,23,541,410,473,486,762,492,588,629,628
100,810,142,764,68,385,756,969,482,808,952,719,205,42,548,324,89,118,646,615,219
62,230,713,571,871,223,374,759,287,947,588,506,845,955,969,668,744,752,882,499,821
269,115,793,777,41,860,964,142,336,62,42,786,628,695,615,270,447,714,634,515,790
492,910,273,559,480,807,214,733,445,14,615,576,374,245,184,789,479,87,23,972,846
728,514,790,805,906,451,247,42,391,929,62,447,602,963,886,174,464,241,160,323,783
960,142,977,605,269,222,338,19,10,538,192,62,358,537,741,79,326,482,443,165,100
127,56,550,269,587,318,952,599,756,252,480,307,374,507,142,60,779,91,503,621,813
257,669,16,485,62,142,704,19,907,482,695,681,325,871,804,938,287,497,232,533,668
504,675,142,300,921,269,845,409,461,240,62,821,286,251,939,294,934,86,69,790,58
836,670,524,146,53,480,676,19,482,62,714,46,142,943,950,94,969,492,295,790,261
142,133,113,704,873,702,240,326,83,546,44,19,866,864,569,370,777,651,859,62,109
62,632,16,451,317,580,295,92,40,208,144,326,746,359,603,585,633,445,533,646,176
621,176,348,898,955,717,533,144,581,612,382,62,613,96,81,657,142,486,812,16,440
824,180,270,533,890,145,482,964,662,977,24,606,659,149,93,152,756,88,142,169,418
516,906,546,519,79,62,482,630,91,596,412,405,753,588,222,280,142,357,5,485,269
819,534,329,142,425,451,116,685,167,723,943,834,62,673,599,808,354,323,138,929,732
116,505,160,340,918,296,935,482,979,142,752,0,695,681,16,407,699,756,62,245,180
895,875,345,419,703,211,864,300,62,779,801,142,16,294,400,968,424,137,548,889,452
326,385,144,618,885,445,142,62,706,767,222,480,130,328,634,931,652,432,241,79,269
354,62,981,269,16,638,768,792,323,125,405,165,559,581,773,728,309,44,58,983,478
33,16,971,445,326,480,460,973,232,62,235,317,413,318,732,566,441,142,163,52,890
409,153,190,108,165,851,87,17,197,853,984,222,681,377,11,339,5,485,142,73,904
87,801,165,142,748,889,480,262,738,854,471,634,680,979,267,140,810,482,681,350,31
142,218,442,779,834,829,222,708,748,154,909,300,753,707,340,151,533,781,853,832,983
695,794,62,781,409,759,764,637,58,370,571,813,810,499,875,517,482,973,159,874,746
222,296,652,826,26,142,634,16,983,445,875,788,813,372,144,447,821,68,581,294,874
