854,142,889,102,712,89,718,845,930,16,144,558,62,913,409,926,269,702,429,618,305,312,6,649,323,326,966,38,457,691,146,477,482,565,617,128,87,655,898,240,353,133,543,444
218,62,269,761,475,975,983,455,73,457,695,681,853,629,16,144,669,982,326,440,324,142,467,160,155,950,918,771,895,126,977,650,97,91,854,779,813,468,222,75,821,184,494,962
758,702,871,674,482,381,527,101,738,612,480,645,751,326,774,672,832,583,790,966,353,273,267,533,833,810,18,484,935,166,445,695,681,514,146,912,364,339,16,889,330,92,119,81
983,309,331,469,260,728,891,222,93,62,874,620,570,756,166,375,541,345,976,240,754,765,52,523,515,33,485,68,733,888,343,55,977,684,821,396,406,323,278,165,776,966,142,527
646,62,782,255,548,308,269,70,287,329,323,406,835,870,5,957,137,540,695,142,326,295,724,405,577,955,20,23,606,324,579,260,423,788,101,16,886,151,249,827,198,542,696,736
816,859,142,62,846,241,684,296,612,222,482,809,400,269,822,439,849,284,550,16,480,703,892,938,287,889,864,913,634,165,311,566,295,795,26,333,783,668,375,144,602,643,134,17
56,929,58,943,511,16,447,818,516,0,182,578,826,765,942,876,863,482,820,62,302,675,150,189,689,323,639,810,142,960,269,813,791,955,558,144,744,772,44,20,882,506,881,186
762,516,756,151,165,571,596,931,560,445,216,581,21,268,54,482,708,16,537,56,326,956,777,309,323,254,392,628,98,646,142,964,457,62,405,779,308,223,370,813,87,733,638,727
681,269,60,180,548,779,428,636,142,889,514,480,766,913,45,653,241,326,756,783,748,864,457,161,279,977,300,482,16,345,21,971,276,494,796,282,895,62,674,24,211,792,560,256
62,637,16,10,184,810,933,460,825,732,142,588,341,533,300,656,489,768,701,599,269,339,737,781,329,813,837,545,680,299,926,308,552,128,511,358,174,633,326,929,197,791,96,165
526,732,406,165,797,261,56,756,38,707,287,529,62,792,918,222,414,551,324,144,447,746,16,326,822,889,785,548,790,54,717,777,943,167,7,810,983,514,248,747,705,383,565,142
323,324,62,151,142,480,300,961,467,16,785,814,38,466,706,165,565,326,345,418,561,414,222,924,969,548,118,357,96,679,793,77,944,943,651,538,269,415,483,947,492,494,496,756
