638,689,867,911,835,948,703,173,142,736,543,686,618,283,684,796,10,817,810
428,108,357,668,142,548,795,514,81,269,375,733,796,402,445,113,785,779,86
165,732,155,89,532,779,482,596,533,695,977,269,91,164,813,109,719,875,687
142,61,83,307,779,695,981,359,480,74,473,834,788,311,247,269,456,294,326
883,95,445,222,427,813,410,16,62,733,900,785,645,142,326,473,378,650,748
155,889,276,447,567,813,16,984,157,299,559,690,222,445,304,115,810,571,937
706,475,637,687,99,91,132,438,406,222,892,35,142,482,662,445,785,645,486
779,165,785,374,267,897,62,746,605,142,146,447,876,756,296,521,959,405,950
875,92,326,194,73,404,109,405,79,323,783,522,346,756,790,514,454,585,440
414,678,244,492,133,889,243,480,693,326,144,142,329,977,684,238,882,297,16
146,42,92,807,645,269,29,62,482,960,892,668,414,323,12,815,730,434,628
898,947,45,790,662,695,813,291,142,19,62,144,16,480,203,218,300,23,565
99,533,379,62,790,696,756,668,10,480,16,11,300,326,983,405,56,977,810
921,87,0,810,581,311,756,870,698,795,684,435,577,809,505,196,203,62,445
634,323,411,469,165,137,756,629,62,142,207,0,899,576,295,952,240,786,294
728,440,50,681,10,338,326,70,193,905,437,480,421,620,273,813,345,270,408
764,605,323,977,138,593,634,142,701,32,127,207,892,367,695,727,3,952,116
387,859,116,16,3,653,335,62,107,14,618,463,48,281,257,482,142,869,308
79,703,235,662,429,96,620,939,849,268,764,868,892,287,695,62,943,533,847
383,118,245,142,440,680,794,625,322,844,242,890,714,62,270,163,144,957,323
165,445,266,161,220,217,482,118,842,368,269,16,668,813,62,922,142,796,662
269,267,749,223,615,23,483,695,958,756,222,142,949,523,548,889,777,892,255
321,522,269,333,163,636,889,821,482,781,177,878,585,409,480,294,979,958,323
54,204,492,140,774,792,646,975,601,737,868,861,323,448,5,295,889,308,68
218,445,979,528,977,56,43,142,557,242,600,171,906,378,326,165,245,929,62
598,53,62,718,979,323,222,142,620,475,547,146,571,889,482,695,756,788,143
556,378,167,950,330,62,533,56,255,790,142,628,687,326,214,243,445,269,302
983,58,516,757,168,571,62,144,646,963,323,905,106,324,335,795,697,390,585
42,334,448,367,465,323,423,56,379,62,889,108,309,706,869,295,771,142,207
142,932,62,389,475,329,792,233,589,534,637,852,396,514,421,779,326,144,354
853,142,119,20,255,440,912,5,497,903,57,892,300,344,779,566,754,62,452
62,914,299,557,817,142,326,99,851,392,424,825,695,757,411,541,127,323,278
147,62,571,816,15,326,854,142,378,345,593,605,779,445,495,269,628,672,746
91,87,179,62,292,729,211,728,879,224,970,79,552,330,68,662,142,256,78
19,62,724,146,204,783,892,144,889,756,832,56,110,542,268,537,810,568,639
55,110,865,695,514,16,326,174,273,407,788,516,444,587,447,297,62,324,65
733,340,194,180,747,820,414,460,95,652,929,482,509,472,269,620,606,615,983
889,16,248,566,255,728,756,406,929,430,165,50,253,659,84,375,405,445,156
888,279,62,587,971,789,730,234,563,643,875,813,409,222,142,282,810,615,675
838,176,42,447,261,374,90,62,533,52,433,14,960,752,799,142,895,972,217
99,303,379,983,226,467,551,634,600,49,695,864,810,613,903,62,789,133,889
687,179,952,333,959,154,733,114,963,418,207,845,875,592,16,616,938,975,296
970,166,817,708,98,291,918,983,658,713,360,482,632,889,419,597,710,62,756
226,95,645,142,256,813,457,149,665,744,44,225,146,480,695,668,770,409,157
250,480,348,323,482,975,337,151,23,62,785,155,617,628,56,790,165,893,142
910,3,733,477,931,240,881,756,62,8,354,492,705,448,905,115,16,474,726
289,779,662,267,654,690,299,643,133,846,142,726,445,864,16,983,577,468,466
466,146,875,261,939,458,495,269,335,792,62,218,669,142,810,16,83,445,144
751,326,684,810,524,89,62,977,680,668,217,844,833,947,18,335,638,756,870
165,62,468,434,120,567,142,213,326,20,329,320,689,16,684,888,794,581,929
480,588,333,970,790,668,726,335,883,910,779,296,287,16,523,482,947,695,703
414,728,794,3,245,903,65,695,295,875,208,797,781,451,516,482,142,62,767
606,327,79,203,837,141,269,165,142,447,821,475,369,691,384,16,494,44,626
155,645,648,451,445,790,232,821,222,443,144,15,457,58,326,953,551,168,32
44,326,542,142,210,179,979,618,165,581,483,157,234,909,282,612,445,550,181
354,287,816,142,480,482,921,689,302,56,615,969,743,41,975,918,931,648,468
86,466,822,526,859,919,62,118,487,142,91,451,798,975,809,744,853,165,323
700,222,823,712,120,812,881,256,284,793,593,569,606,482,946,490,821,409,492
445,98,340,695,127,492,791,858,870,459,977,345,824,407,691,87,810,801,482
797,62,326,300,865,248,194,233,610,79,348,924,928,728,841,222,142,668,755
323,190,62,790,287,491,746,602,889,23,248,324,566,144,275,592,813,264,948
886,56,982,62,728,14,756,704,382,421,45,166,681,376,300,505,109,159,151
287,955,0,824,336,2,853,768,907,180,231,533,459,760,688,515,645,514,409
409,810,618,348,767,222,695,278,161,875,839,169,407,143,663,126,485,323,582
860,492,3,810,326,16,269,569,142,582,279,482,615,20,528,84,797,166,704
668,445,409,142,813,324,756,288,323,146,405,569,857,779,227,392,16,733,480
555,867,668,810,419,605,345,728,892,579,11,16,517,761,465,62,409,329,676
634,950,708,908,695,142,75,598,779,813,738,437,438,854,810,49,711,44,16
654,118,16,143,300,505,21,416,23,224,52,473,97,142,295,127,567,452,326
378,744,889,914,79,684,56,592,62,340,190,91,187,728,384,146,881,89,161
856,482,142,979,501,791,447,824,273,445,62,370,475,457,269,557,376,299,16
467,62,761,142,573,881,810,738,96,61,756,762,164,16,445,538,790,809,864
25,756,813,354,142,62,535,921,718,889,884,358,445,821,222,267,184,892,339
265,947,304,428,628,393,323,523,294,949,639,482,62,190,682,472,838,253,779
350,240,142,630,511,586,269,81,668,759,854,680,810,176,802,62,628,929,931
16,142,165,151,222,565,457,596,260,62,32,46,854,771,335,893,718,323,666
447,62,457,653,495,222,326,323,548,968,265,571,577,240,142,217,783,681,165
472,324,868,908,16,756,142,836,531,120,144,492,96,703,535,791,779,317,62
142,197,548,140,324,240,450,587,905,62,482,880,217,222,756,751,102,935,326
62,581,354,323,662,813,16,620,569,214,92,287,597,448,125,955,482,297,384
368,260,569,931,955,294,52,895,918,523,323,535,133,632,646,326,908,165,102
643,497,765,695,82,791,184,850,829,266,146,909,79,613,460,269,222,88,813
16,222,492,142,18,62,451,447,682,791,643,748,118,230,407,928,155,641,881
366,300,482,159,379,710,874,913,864,645,58,313,983,875,269,323,943,405,526
62,155,428,76,600,552,692,914,875,118,918,581,717,641,251,756,703,18,33
810,62,798,165,684,634,106,898,644,515,721,676,966,538,934,108,747,142,279
681,144,422,826,222,0,165,756,142,955,849,368,573,699,340,649,831,748,332
142,292,451,445,533,269,16,905,466,165,390,752,537,182,704,684,681,46,782
409,62,405,445,351,832,615,142,581,350,315,810,571,514,222,823,100,956,838
142,854,505,440,970,638,606,217,256,781,782,52,634,79,833,857,411,789,410
380,808,241,703,87,705,50,969,615,445,686,567,252,480,358,966,396,475,152
495,808,718,81,616,419,528,681,864,79,810,326,354,157,568,560,95,521,165
802,391,875,56,889,332,492,16,441,390,585,565,222,807,628,214,250,929,942
248,326,791,597,829,672,668,821,613,863,921,155,702,269,966,383,639,21,283
518,16,829,728,62,142,755,662,886,559,875,299,406,526,918,533,423,421,215
828,351,4,489,684,327,875,938,341,269,921,165,810,324,317,407,655,142,181
591,170,509,952,445,405,810,144,1,323,613,889,979,79,155,932,746,700,892
929,875,62,16,268,813,956,151,681,204,142,876,326,662,931,340,822,269,943
78,143,508,222,255,118,29,875,99,165,628,603,16,440,756,643,821,885,287
983,537,900,62,410,515,323,453,326,269,977,677,457,859,475,300,294,579,440
56,775,850,165,514,297,588,223,509,733,2,242,751,840,292,87,786,467,674
559,684,598,50,144,799,708,790,797,62,165,890,409,521,385,585,732,56,865
231,886,144,206,977,145,602,62,726,672,913,203,21,412,482,950,854,269,326
56,785,799,810,302,928,756,62,85,83,695,853,142,733,615,329,569,217,267
820,482,615,889,0,62,746,559,621,712,222,129,142,815,975,278,677,432,480
475,62,885,484,809,16,142,375,567,269,837,592,905,306,681,155,447,790,935
824,0,612,323,720,445,62,48,16,269,648,257,144,581,98,487,605,820,222
165,16,269,889,142,482,496,594,909,858,127,816,224,385,68,263,25,62,813
657,368,781,0,224,908,864,718,533,779,291,16,142,294,62,60,222,168,409
756,142,810,638,579,299,445,634,62,889,762,323,222,559,428,16,240,780,921
630,599,475,307,62,780,810,610,892,142,267,247,83,864,345,215,0,445,898
586,269,646,956,913,573,326,116,690,385,0,809,478,329,786,509,60,286,115
392,771,445,827,482,792,969,15,299,911,627,797,684,977,234,949,405,222,378
273,821,269,943,889,959,142,482,578,16,892,703,235,706,864,813,87,375,369
838,16,289,654,269,718,950,499,87,872,543,103,326,889,142,460,576,319,526
595,480,293,810,358,323,979,387,245,779,621,294,165,960,457,56,142,631,668
809,929,262,559,480,533,526,251,62,241,764,889,475,928,756,57,791,813,976
756,938,87,62,144,979,269,971,704,813,667,482,142,883,628,817,294,564,107
783,198,16,264,961,337,294,62,142,378,324,165,662,29,326,409,756,979,854
326,516,207,277,84,62,165,119,287,133,321,912,142,329,300,296,295,268,403
568,425,79,142,269,482,695,705,323,62,889,892,196,144,813,161,295,569,772
432,323,0,291,714,62,87,507,165,484,848,209,518,16,79,837,620,409,466
62,74,143,979,245,830,813,345,600,960,96,643,739,588,762,1,451,310,142
180,0,142,550,909,648,49,969,76,447,286,891,632,390,850,529,313,170,33
470,110,410,695,703,142,931,480,533,984,323,62,586,98,83,676,269,424,300
286,645,105,874,943,153,142,16,495,44,278,256,634,949,161,955,892,182,956
821,813,142,0,527,451,17,99,233,203,752,87,638,453,146,326,810,794,62
442,56,943,16,615,318,974,260,287,146,62,143,445,909,326,645,453,956,682
323,222,588,765,194,269,482,924,485,354,17,943,714,810,110,142,56,756,474
965,260,312,889,269,872,174,776,81,228,546,579,267,16,908,421,674,769,733
109,480,62,100,326,151,255,170,163,377,790,261,854,492,542,360,699,142,165
710,668,703,110,816,405,837,62,762,565,146,447,779,804,142,603,826,13,152
512,269,135,970,533,619,730,323,226,260,684,74,23,646,892,513,52,209,414
266,281,875,482,16,142,695,851,410,466,244,316,747,405,684,514,269,719,250
589,668,691,695,722,131,447,789,15,943,23,474,872,521,142,931,165,260,146
376,424,833,445,142,386,165,370,417,16,405,485,392,666,341,950,162,323,505
648,752,195,89,62,445,362,756,151,20,482,417,514,16,438,261,26,5,957
56,332,961,146,746,810,99,240,650,269,538,159,928,533,865,62,571,405,876
810,16,459,135,289,889,142,78,638,323,360,860,650,533,378,354,269,949,644
233,955,797,326,135,924,514,62,251,801,165,956,79,13,323,293,378,28,938
451,764,871,559,142,620,889,406,240,16,938,62,68,146,354,56,480,957,895
548,791,62,29,395,808,142,521,0,146,248,445,447,133,118,196,28,266,585
154,142,824,333,430,756,695,126,354,453,488,963,482,748,420,452,458,224,293
142,240,179,606,323,681,502,127,299,62,648,100,222,639,669,903,488,588,56
62,170,300,821,943,709,167,250,447,840,533,881,326,222,165,256,269,883,915
478,409,269,785,142,810,460,222,335,790,706,340,257,265,422,482,235,751,983
194,756,892,62,14,412,813,85,261,142,621,828,592,326,222,627,780,779,578
144,245,742,617,0,58,62,943,447,118,142,79,445,941,962,482,323,81,358
133,445,88,405,977,739,269,142,949,325,810,789,161,62,326,11,886,479,516
222,294,323,14,405,28,949,668,245,751,813,810,378,971,92,447,502,492,269
680,16,91,752,23,794,813,576,772,222,783,482,907,40,113,384,291,66,303
487,77,62,839,142,165,976,191,960,269,184,648,16,813,821,937,171,324,424
10,775,749,196,882,718,282,977,250,252,627,813,326,16,909,808,524,548,516
564,691,374,756,622,16,442,362,142,62,222,751,889,204,579,548,165,79,926
458,291,908,168,636,392,634,480,144,142,175,909,326,623,864,447,165,779,534
124,101,549,369,269,605,703,468,875,385,687,62,777,947,785,405,323,666,906
493,938,108,889,492,820,62,305,131,445,212,813,33,501,289,269,100,837,966
889,83,568,326,875,968,654,482,357,813,821,323,871,62,603,837,847,222,858
291,505,919,931,879,968,62,146,232,515,949,321,91,34,641,134,142,269,405
948,142,739,684,853,688,628,165,17,480,701,681,732,62,682,792,466,136,973
628,178,26,323,142,646,466,62,865,853,326,482,957,375,190,581,312,977,445
702,767,269,62,668,390,79,118,456,671,142,738,56,332,61,445,603,329,692
142,535,643,23,197,648,942,581,937,62,162,765,756,907,799,565,98,114,630
615,738,560,756,204,494,829,139,910,62,16,257,952,979,810,88,514,14,782
602,323,810,482,572,628,492,672,79,957,713,222,142,756,118,838,432,241,676
746,983,480,889,142,56,785,564,528,534,108,144,909,76,853,482,405,19,963
326,713,375,810,222,306,672,142,881,581,118,451,695,45,135,668,615,838,438
416,746,600,26,91,16,881,251,480,142,146,813,170,269,789,147,323,482,321
40,326,108,76,611,348,445,79,639,82,821,142,783,296,440,756,143,875,238
645,167,853,757,300,165,191,452,62,333,326,904,724,639,789,390,124,983,269
295,886,386,291,341,480,533,323,142,810,144,270,918,56,697,912,62,836,544
142,482,472,62,16,329,461,24,269,618,701,245,240,477,662,638,409,29,550
146,62,659,853,222,756,132,139,537,163,648,20,315,550,357,816,165,269,533
960,907,505,783,514,202,709,482,62,159,776,537,480,165,853,456,441,550,874
645,142,146,62,482,695,81,10,341,16,765,889,222,756,792,790,338,668,931
889,56,241,756,62,33,924,538,548,909,16,81,699,859,103,619,813,688,742
269,142,440,79,728,348,267,448,62,963,523,299,326,597,295,827,641,8,558
142,457,305,268,291,140,516,62,668,881,222,970,0,760,892,484,367,323,606
926,832,62,632,405,495,775,165,868,354,323,300,533,374,335,53,692,42,451
245,144,323,273,45,634,142,550,305,934,626,377,733,62,167,472,56,813,287
948,62,60,681,548,668,657,550,445,482,783,961,273,835,385,769,643,234,222
889,142,28,62,323,918,218,756,684,797,765,451,720,445,809,170,702,291,171
533,35,504,297,338,859,854,120,583,62,476,703,375,79,474,234,251,226,961
810,292,78,791,142,62,906,323,134,0,892,166,726,10,466,942,777,324,978
224,614,943,326,383,62,142,56,891,785,689,634,565,815,231,703,982,668,651
486,62,180,853,119,727,762,375,533,457,187,552,38,646,477,701,56,326,842
387,324,934,323,127,146,5,339,813,615,854,62,605,638,406,875,187,444,41
326,142,581,792,440,33,889,602,648,363,772,232,306,447,947,725,177,16,703
492,447,495,196,120,952,929,87,746,95,810,238,861,409,325,889,346,452,62
318,142,618,244,207,133,374,480,820,751,792,546,844,649,38,733,834,233,770
641,142,0,7,657,235,404,854,323,880,533,62,813,727,367,482,977,295,222
