779,323,62,556,623,910,226,442,437,955,569,581
759,326,645,772,855,480,586,357,475,142,344,557
211,161,92,623,889,26,825,324,664,566,801,126
367,385,638,786,400,62,118,790,445,960,146,348
85,68,865,16,559,62,445,548,54,215,480,627
795,657,738,142,733,748,294,323,240,492,889,565
222,662,56,142,586,956,87,724,144,733,446,16
50,295,146,300,317,627,983,948,748,445,480,892
142,64,909,648,332,16,222,695,301,62,14,523
150,581,819,708,756,83,354,142,259,196,203,279
710,346,142,62,737,196,480,834,832,333,246,515
482,367,62,969,756,373,850,799,432,842,669,19
958,414,789,327,409,405,142,204,559,808,16,432
164,14,81,643,559,143,688,407,636,578,810,813
557,223,155,867,983,87,618,222,772,100,643,323
647,223,858,882,300,810,466,62,873,81,305,680
868,695,222,475,821,630,269,643,109,359,348,864
61,628,385,326,681,655,940,597,340,741,699,271
68,540,269,261,669,636,222,710,762,821,345,447
979,105,756,142,165,798,56,398,340,871,962,297
751,62,492,283,813,240,17,467,889,667,56,821
761,445,740,556,515,892,452,947,248,173,10,56
16,325,588,790,62,142,482,43,792,947,172,788
854,445,585,641,197,16,889,526,118,821,87,901
896,297,142,326,91,417,929,428,78,682,433,580
251,62,514,16,133,222,563,871,10,182,494,523
700,357,203,87,591,813,623,937,785,414,889,767
31,943,79,326,98,87,728,668,60,269,755,241
669,779,568,73,142,79,875,984,915,187,613,948
732,854,364,889,425,349,179,708,864,974,326,903
293,335,732,319,634,62,982,145,969,142,881,813
338,760,375,62,142,930,700,400,60,570,551,708
970,541,480,142,412,790,143,16,548,392,859,668
426,257,165,240,746,713,932,646,783,546,524,568
785,385,480,0,864,10,142,179,637,3,457,681
494,62,810,517,828,905,269,703,492,294,398,196
641,748,700,378,0,142,81,960,56,482,513,62
28,111,581,695,118,670,523,648,87,115,20,142
119,967,964,34,660,142,552,204,434,466,982,62
699,295,879,332,604,790,323,191,810,188,59,954
116,533,571,38,879,269,705,326,142,668,133,345
122,651,348,663,142,889,824,786,323,380,850,62
269,62,199,497,681,142,813,733,207,325,952,480
952,903,0,269,62,222,188,392,479,144,947,142
323,480,725,892,295,718,695,146,789,779,533,14
756,579,753,537,337,222,521,56,634,482,672,934
838,287,62,533,517,23,639,429,165,889,110,305
291,911,497,165,955,10,269,62,135,615,620,195
810,524,550,837,99,929,16,804,62,234,269,354
120,837,543,730,579,882,933,569,895,526,606,482
549,240,405,979,983,146,566,705,907,889,747,947
238,287,809,31,81,29,885,926,368,324,810,194
467,234,623,331,13,117,424,789,779,657,358,106
881,16,190,174,25,406,892,73,734,240,53,468
