93,409,440
445,387,183
659,482,447
852,764,405
44,208,16
482,103,0
331,835,970
146,699,58
222,602,1
296,796,764
357,821,18
102,142,62
99,588,269
768,142,733
142,309,813
813,79,32
140,62,16
514,647,630
187,222,62
215,790,949
493,442,316
447,144,645
631,840,879
378,409,756
245,519,339
719,478,295
877,20,813
482,441,142
668,273,146
16,854,898
323,180,203
151,310,123
445,754,16
16,83,501
881,144,733
56,638,480
692,134,357
16,222,949
144,466,68
457,898,445
813,977,387
142,91,151
788,621,312
813,651,16
482,348,393
62,700,326
0,862,176
60,790,440
846,324,165
813,286,480
409,756,323
269,778,390
482,593,62
912,893,761
142,452,194
281,422,151
577,783,251
756,201,746
323,92,762
377,436,809
801,445,62
958,233,889
632,762,703
445,58,643
763,728,953
9,472,695
581,676,482
588,128,889
445,267,864
813,511,790
482,447,81
165,181,949
585,615,79
62,900,514
142,295,180
952,875,269
269,546,91
204,746,222
44,345,864
568,142,115
411,695,60
144,864,482
583,947,638
16,779,665
979,482,142
378,13,157
254,142,294
524,62,155
144,62,494
446,767,396
774,684,390
813,327,765
452,357,333
155,728,323
217,713,257
970,155,810
619,466,165
409,62,714
14,203,224
32,295,194
581,785,756
481,87,838
336,269,326
244,389,639
821,726,142
886,774,220
326,480,847
64,204,79
62,323,538
903,889,815
718,668,821
317,826,384
142,0,62
790,447,142
714,175,889
275,742,252
125,881,249
509,197,16
731,16,943
326,146,756
947,434,669
323,756,165
406,56,810
615,62,222
354,810,323
52,566,482
306,482,220
585,810,720
581,889,339
53,672,223
655,287,254
326,405,765
482,977,544
315,447,889
835,379,581
892,495,62
478,142,165
280,809,62
16,292,494
142,543,765
146,922,87
127,62,847
269,810,835
18,222,773
16,628,241
969,346,261
521,62,977
648,132,521
412,480,696
585,142,765
786,710,239
880,170,951
572,52,638
534,62,787
323,813,638
889,669,807
939,62,447
40,62,695
875,475,854
299,151,327
176,480,450
72,263,269
977,512,39
16,77,142
781,142,192
801,931,467
142,391,977
326,154,832
142,908,62
300,359,75
296,142,291
142,733,715
464,711,921
20,703,62
789,585,763
874,703,46
886,826,791
222,142,269
142,624,409
151,514,398
16,628,492
142,634,852
783,385,354
142,759,793
669,369,445
62,641,354
546,143,756
801,15,126
445,62,222
650,708,813
300,634,478
85,924,207
142,662,266
970,524,482
62,55,436
97,142,269
960,62,315
818,375,62
943,581,273
16,375,559
348,970,952
813,405,474
561,765,278
756,221,472
99,142,445
790,482,231
557,338,482
142,889,803
1,62,798
889,255,504
209,865,326
404,151,16
201,390,62
845,893,892
942,892,367
935,756,406
627,741,898
634,680,762
142,323,188
323,165,501
142,823,40
341,17,412
449,835,780
323,369,255
142,445,848
280,142,269
809,695,639
375,884,62
975,311,142
180,756,681
797,62,142
480,448,409
756,142,622
269,81,143
311,165,858
287,732,16
375,588,445
211,637,828
121,194,235
514,821,62
947,748,323
142,53,16
968,375,62
340,323,924
142,282,21
713,333,628
269,497,62
142,182,630
422,224,79
959,377,445
16,91,643
458,507,600
146,862,213
89,785,634
205,84,19
878,118,668
949,813,719
62,651,910
165,643,918
889,218,62
62,668,482
492,911,433
142,62,810
638,241,533
756,190,470
390,269,16
10,963,204
447,43,326
269,772,813
91,340,84
617,12,799
222,291,375
438,889,908
295,765,546
639,492,253
638,409,231
222,60,146
415,89,165
300,533,883
62,795,557
475,259,592
142,85,222
324,165,875
870,756,133
142,709,485
717,46,901
428,597,243
165,864,151
62,569,64
475,294,319
646,305,379
890,913,881
0,142,482
292,615,447
247,201,881
269,516,703
703,535,714
779,830,854
663,0,775
522,14,552
62,53,856
942,62,740
142,91,62
691,984,736
573,210,638
527,9,340
849,296,189
297,804,762
827,892,184
91,416,808
166,479,16
269,445,323
748,66,457
767,746,191
710,127,269
885,326,810
323,854,144
0,298,82
537,108,44
761,323,62
91,533,831
165,287,43
756,684,269
61,760,62
797,695,52
326,62,269
864,681,977
326,606,596
900,0,865
62,653,593
0,482,885
281,56,14
142,194,260
409,84,850
51,474,62
50,68,241
838,756,69
984,677,914
467,813,5
269,106,136
142,87,400
33,62,269
695,829,142
653,177,979
457,447,141
62,606,695
345,430,938
681,191,943
405,615,810
971,64,697
872,666,897
326,812,260
918,959,93
703,142,668
466,376,447
142,790,792
56,475,466
250,615,302
493,615,606
579,514,906
62,142,20
375,57,142
10,445,62
260,785,346
286,142,232
269,41,746
366,792,396
115,955,889
315,719,695
891,19,392
472,797,62
493,598,142
62,440,829
550,494,905
326,569,142
287,907,326
335,704,145
11,648,618
294,260,381
527,839,457
813,266,53
101,983,328
100,326,873
14,569,472
62,852,326
323,938,648
16,373,898
248,62,526
354,942,494
632,790,796
98,222,756
269,569,245
504,62,222
130,21,457
65,142,222
50,287,441
369,977,62
33,142,637
222,269,620
269,0,684
955,269,943
482,492,648
31,90,16
795,833,817
412,277,388
413,299,547
628,791,269
142,482,983
907,732,222
142,482,309
222,98,797
797,16,56
645,661,670
979,838,445
244,62,142
142,781,807
445,691,813
98,56,255
324,687,475
87,447,269
62,142,29
947,616,977
142,326,813
287,548,223
883,76,858
165,572,810
142,326,852
482,65,16
306,956,581
569,142,88
142,886,146
491,323,166
305,112,569
326,447,645
800,623,222
158,62,323
895,163,62
180,897,890
875,810,142
204,323,457
291,445,918
470,142,577
710,946,684
889,22,617
222,52,219
580,165,62
581,681,422
323,329,10
704,509,62
391,251,222
345,142,975
135,642,344
856,409,222
361,211,483
517,484,155
700,482,128
16,161,142
44,438,16
636,846,781
695,756,861
142,501,149
326,445,448
943,81,445
576,16,790
742,728,96
405,42,672
661,889,280
383,947,185
75,142,785
487,323,439
81,961,854
146,434,750
326,480,53
618,62,445
142,929,977
62,765,230
748,62,956
323,76,379
165,39,142
708,142,269
463,718,240
748,266,983
222,424,641
808,179,445
649,567,270
627,326,960
889,482,98
643,810,465
930,585,825
677,826,983
169,728,98
1,810,247
482,142,241
810,87,928
499,883,589
864,16,81
337,523,133
79,142,684
62,142,634
62,31,374
929,77,597
756,62,146
612,529,144
810,86,227
62,659,345
335,319,16
326,142,480
390,142,412
673,810,905
480,56,299
164,975,222
90,273,45
960,0,269
332,617,323
300,837,269
354,142,739
960,133,480
165,765,56
291,764,643
62,17,323
882,121,668
533,62,590
450,146,479
466,0,39
797,146,445
581,533,832
639,269,222
958,215,721
142,674,333
344,690,165
699,706,260
16,218,730
775,62,449
343,564,889
43,713,209
151,916,269
850,725,62
577,339,533
445,540,345
62,495,822
467,868,670
211,793,294
434,913,338
326,240,56
20,538,73
910,16,892
291,154,779
673,533,480
10,434,81
705,728,775
445,668,783
16,740,343
887,790,21
165,323,146
785,160,892
924,326,269
40,142,432
269,62,482
634,142,753
756,979,482
296,16,205
495,62,864
889,829,4
142,966,44
269,21,668
281,928,322
62,376,791
62,168,792
163,369,483
62,326,92
618,278,669
269,559,581
55,133,634
765,634,907
977,466,280
329,135,110
649,637,98
733,26,142
475,524,679
952,472,482
533,883,165
632,405,358
287,723,142
56,684,585
56,756,634
864,111,695
183,779,465
785,813,645
861,473,429
323,409,672
142,62,291
864,496,937
972,406,155
955,62,58
912,445,886
662,756,332
364,142,680
103,142,23
501,756,142
492,475,62
109,864,400
892,721,921
581,409,326
919,577,241
409,983,606
76,956,903
35,977,142
810,123,586
615,682,630
514,620,923
864,149,202
62,351,795
482,178,93
478,62,127
33,142,222
442,184,269
187,837,643
402,892,62
62,638,406
756,482,23
756,641,957
35,860,797
756,958,502
892,558,819
538,947,326
810,813,281
323,118,952
82,921,185
868,482,603
326,790,834
335,952,142
648,265,10
816,62,983
889,864,480
62,792,70
142,62,410
244,474,742
837,14,792
56,792,943
364,144,165
890,53,849
900,892,729
480,323,808
146,879,142
88,410,956
576,165,281
390,445,91
84,783,482
223,150,10
142,772,810
110,673,873
695,674,326
100,808,632
482,781,332
326,62,482
640,62,478
445,142,146
970,960,253
299,296,10
782,329,688
465,62,832
575,56,45
165,889,323
73,345,909
870,269,176
234,473,142
810,16,114
56,763,326
302,540,165
375,854,345
55,348,174
71,302,903
634,419,62
765,323,581
464,153,62
562,779,480
56,963,282
959,324,16
450,174,641
323,53,10
221,779,62
742,69,142
839,269,114
638,281,315
16,550,387
732,593,329
142,140,297
596,56,482
919,295,492
177,25,772
588,548,62
810,538,863
165,162,9
889,38,16
703,767,142
