142,910,269,23
188,91,16,269
21,193,302,14
451,756,511,791
516,142,889,480
440,243,376,864
507,329,45,776
851,938,47,166
116,62,824,146
533,411,222,662
889,977,668,329
566,721,459,194
276,783,267,956
287,492,896,64
480,810,875,134
952,82,0,779
669,265,142,869
711,261,264,718
837,649,16,369
876,846,883,779
618,16,648,977
216,520,446,558
570,909,24,326
482,62,56,144
168,255,606,756
185,142,390,315
881,127,939,414
875,62,468,599
255,334,938,146
889,557,691,269
645,779,300,697
148,142,533,383
323,935,368,445
438,142,38,386
935,695,889,60
533,471,142,143
567,389,728,672
339,142,977,286
646,943,133,146
222,321,947,52
62,864,16,699
307,47,228,375
881,121,620,405
222,323,628,161
889,326,447,668
875,190,269,558
889,587,816,142
892,142,773,282
391,447,323,330
889,144,789,472
482,269,76,375
445,328,62,573
62,634,943,142
889,329,664,193
810,15,859,282
447,732,482,62
78,884,135,323
147,142,323,977
595,142,645,662
813,789,295,319
56,269,62,877
845,634,756,480
62,245,6,958
808,323,291,651
460,68,300,657
516,810,62,681
297,61,801,406
62,799,779,165
215,265,951,445
619,323,627,892
92,269,665,821
205,326,971,430
772,889,480,355
578,668,443,354
850,16,401,10
598,879,947,379
406,756,695,84
969,428,385,447
385,605,509,44
292,452,128,577
419,294,970,447
33,779,385,316
374,467,541,808
70,756,676,80
557,240,142,26
270,169,625,850
514,645,326,497
62,269,56,348
497,845,62,810
533,270,795,14
731,186,864,143
248,324,908,808
704,733,526,62
90,767,478,943
150,79,765,627
646,790,695,870
165,417,732,918
62,909,142,903
668,0,217,384
142,634,273,751
167,99,62,482
634,695,482,835
62,627,782,535
62,854,533,977
531,440,763,79
142,323,422,414
616,890,844,482
821,576,975,853
779,410,961,804
907,911,99,963
548,323,751,543
756,55,254,253
446,795,62,585
174,807,480,211
514,294,565,59
16,737,260,323
62,323,966,149
231,682,810,756
409,59,404,748
326,16,480,144
196,323,300,79
155,602,737,62
16,804,98,909
651,889,643,142
140,482,980,323
881,875,302,480
16,142,681,155
790,226,757,142
451,62,810,142
142,345,323,967
26,445,54,142
269,326,579,93
695,810,142,863
300,364,433,142
62,637,97,889
466,691,801,52
492,235,191,708
910,790,515,670
875,790,813,839
809,292,875,445
756,794,813,533
405,570,107,799
166,445,696,76
166,191,589,879
665,179,16,669
207,62,142,129
217,870,623,87
49,222,213,346
890,457,949,908
378,652,165,59
142,746,23,227
746,470,957,889
409,567,62,560
62,581,89,7
396,0,448,222
824,62,814,860
500,348,452,658
442,859,969,326
177,954,631,340
824,509,921,909
198,492,493,533
804,16,0,695
273,476,198,326
705,142,810,767
367,666,362,895
710,580,876,592
675,15,222,378
961,588,44,650
166,296,797,696
326,569,480,608
10,335,485,26
914,344,269,533
843,808,950,295
454,482,415,222
694,447,703,546
821,324,959,144
