478,784,704,351,401,493,96,681,918
142,905,738,45,662,748,892,681,16
269,62,854,222,302,194,647,402,889
445,715,56,576,323,792,748,287,865
142,947,572,970,581,100,514,756,188
345,907,813,651,921,569,422,430,889
79,889,632,326,971,742,62,566,191
857,833,354,165,482,46,475,514,54
196,296,832,278,62,326,569,103,567
323,970,669,142,440,837,790,366,870
445,0,874,142,398,938,397,62,57
390,486,326,62,646,652,241,654,161
240,445,839,837,960,521,645,819,45
165,875,144,422,142,299,119,136,62
16,144,164,889,869,285,62,142,747
269,323,673,638,865,558,643,853,378
634,977,326,106,146,62,87,871,494
301,42,139,141,409,58,354,458,142
118,296,576,829,892,269,142,634,480
810,526,91,791,637,142,222,765,756
581,909,14,338,443,548,813,620,76
943,62,343,69,6,798,533,45,269
775,856,253,367,970,295,482,329,191
269,977,533,62,87,955,142,742,760
546,931,273,944,142,883,197,889,445
543,142,875,827,670,326,269,921,323
326,912,709,719,436,269,854,634,693
809,546,892,440,142,929,457,480,323
786,983,329,493,798,684,142,492,295
222,142,543,533,16,20,193,704,492
245,269,890,60,241,10,783,62,864
62,799,242,765,482,748,422,756,666
273,201,15,20,810,447,375,72,414
457,477,944,432,291,615,813,142,269
406,860,222,326,567,753,562,81,524
592,864,294,596,809,33,142,125,146
181,386,81,407,395,326,89,889,62
756,501,378,881,728,465,287,695,16
93,328,62,375,733,142,269,634,885
142,62,260,888,334,222,323,43,409
186,173,0,433,323,889,155,62,16
0,81,333,798,193,790,62,738,142
964,795,596,340,354,863,636,889,82
197,480,632,348,259,695,701,845,555
62,398,133,72,326,357,295,875,170
472,778,154,791,62,514,638,16,151
638,756,578,480,728,889,15,316,379
889,881,62,260,480,245,217,813,858
756,377,218,648,83,19,977,62,142
0,115,475,466,269,643,161,949,947
324,269,480,295,434,98,960,730,548
466,142,938,421,62,278,645,458,875
165,68,756,26,142,618,885,810,819
389,864,14,445,733,142,222,323,250
163,142,62,849,482,475,892,480,451
515,322,702,217,375,922,222,935,17
62,818,323,457,930,335,500,482,245
62,821,461,410,323,587,790,602,316
142,121,164,318,375,739,159,893,864
969,572,889,231,756,792,568,797,340
466,424,44,460,822,445,38,615,326
121,165,585,280,269,189,390,409,16
204,144,256,756,62,813,378,187,367
680,577,732,231,889,668,62,58,13
618,467,142,817,756,592,548,204,440
144,837,457,895,165,62,854,781,467
548,222,954,78,866,921,43,668,468
924,142,87,447,464,269,369,422,668
196,457,641,306,323,940,695,949,62
797,105,906,881,165,394,912,729,142
142,756,832,495,468,649,480,16,62
58,955,445,9,142,269,957,62,600
445,257,972,62,76,892,117,523,889
872,269,804,255,185,62,457,482,142
871,739,867,142,925,381,764,811,810
3,889,526,568,623,19,413,711,833
326,30,165,776,504,79,457,62,689
472,581,548,62,783,527,695,956,142
606,466,893,583,889,517,447,514,82
494,207,451,198,16,886,979,445,581
746,15,707,523,338,977,286,756,966
11,553,981,237,885,462,222,20,142
813,79,269,482,977,87,177,838,739
410,765,165,731,142,809,838,509,668
482,809,424,326,780,533,207,467,602
62,18,97,936,581,924,45,445,323
533,189,118,85,466,445,733,135,845
100,76,335,362,557,81,748,333,813
834,142,507,822,613,550,428,62,457
375,313,388,900,320,19,62,473,253
557,179,378,864,370,415,746,921,15
466,324,227,44,142,447,488,326,514
20,480,714,492,693,404,62,295,813
457,21,379,318,142,357,668,523,445
269,52,756,295,622,918,143,323,486
827,187,508,860,289,938,523,62,273
333,445,261,786,684,756,142,889,533
62,973,75,340,889,686,797,702,764
633,546,668,541,95,142,591,756,970
16,234,73,338,301,938,23,172,821
62,889,775,649,636,142,482,61,287
16,56,638,517,222,62,144,656,357
526,269,813,384,222,765,445,378,475
821,345,756,879,790,441,516,142,931
480,886,261,779,336,943,323,821,550
641,51,440,281,405,644,516,348,326
256,981,62,748,549,533,786,580,329
20,445,977,790,142,62,608,720,645
197,632,245,482,219,332,155,353,659
142,842,424,91,642,23,240,378,885
376,979,858,943,80,142,638,161,62
923,143,331,733,233,963,62,618,323
792,487,62,324,275,820,406,409,618
649,924,648,970,935,76,326,16,615
616,40,638,756,892,68,744,375,552
101,797,276,918,892,91,62,634,203
810,289,111,634,62,5,33,882,845
889,62,445,261,173,730,287,789,16
947,618,387,829,963,486,7,142,689
568,764,684,608,326,538,646,380,24
28,535,792,977,480,543,243,710,931
861,983,733,533,977,703,981,979,144
889,779,142,822,428,16,60,627,461
746,269,812,653,775,652,837,672,280
588,165,16,40,222,720,424,142,480
482,889,268,548,142,523,731,48,581
722,143,590,165,230,756,207,269,106
977,17,274,62,151,695,889,595,867
969,634,813,74,349,410,33,458,142
62,287,256,77,410,937,684,142,943
299,509,62,289,501,414,577,480,133
23,87,969,295,530,615,795,907,62
648,62,287,116,428,934,756,733,222
875,358,889,62,202,733,294,146,537
62,492,645,473,701,663,101,863,10
62,235,583,323,675,116,695,443,766
323,16,135,593,326,445,142,499,830
602,889,62,562,294,587,511,467,198
62,832,79,587,294,767,756,929,892
779,943,62,90,153,142,745,184,245
170,627,222,612,55,62,270,533,434
526,385,829,414,332,752,839,398,984
561,62,746,638,52,765,269,242,296
889,864,457,949,269,593,415,326,927
385,273,596,379,571,853,392,310,472
90,970,142,91,766,916,62,144,627
763,664,814,892,326,754,963,269,695
600,203,624,588,785,151,804,62,443
326,890,492,405,142,39,519,294,579
929,62,287,810,268,142,797,467,424
662,300,892,872,79,468,480,375,447
259,142,688,222,785,490,829,62,970
889,652,634,684,626,467,324,810,323
225,684,278,957,134,406,142,762,579
962,480,684,756,265,157,165,142,222
585,142,909,567,940,269,956,756,454
142,254,983,353,729,445,323,791,559
256,142,75,728,144,62,754,810,638
276,875,142,638,402,254,871,62,883
821,362,756,294,150,618,697,847,153
668,16,514,388,466,241,165,924,928
269,142,874,137,442,538,118,627,789
813,16,918,445,142,100,323,408,744
120,410,979,975,729,289,83,955,62
354,142,112,926,977,480,165,695,733
52,779,915,472,142,875,176,503,382
831,106,864,415,813,64,222,62,960
864,783,826,732,62,596,216,336,966
326,62,838,142,174,827,892,323,602
172,587,854,765,165,375,514,144,323
323,645,756,835,438,779,801,695,480
472,334,810,797,974,977,16,478,921
