311,90,269,942,856,323,116,327,207,62,972,16,5,56,240,602,18,296,410,142,650,251,326,864,222,248,144,741,871,668,955,324,489,878,889,161,582,165,821,894,279,662,242,645,526,17,785,752,457,756,270,900,360,209,552,759,256,491
89,879,495,58,166,326,514,905,91,87,469,23,729,105,692,445,832,904,810,764,910,638,142,163,676,651,340,222,646,824,476,277,872,516,197,979,871,329,324,62,848,57,682,357,695,947,323,499,447,244,668,179,146,928,269,124,363,301
813,165,865,550,895,649,748,652,637,780,269,329,208,142,810,100,783,116,191,821,282,785,441,323,528,908,797,626,295,62,196,348,548,970,482,23,599,144,726,889,273,892,457,129,467,779,146,256,558,977,629,133,588,839,695,230,480,853
797,864,198,354,29,405,853,451,142,373,439,955,157,839,829,62,668,724,379,332,480,404,652,28,597,537,92,892,87,497,977,34,650,928,271,810,475,99,662,56,634,730,583,222,695,146,628,615,787,558,775,883,482,409,340,26,617,470
142,718,702,347,16,943,514,295,705,66,656,571,780,205,357,273,81,613,657,789,425,703,53,326,889,808,248,802,886,100,576,56,422,165,810,150,748,973,373,467,756,409,323,698,632,62,820,856,196,875,792,222,63,955,800,480,775,692
161,693,973,482,326,480,203,546,7,650,746,62,445,144,488,16,832,813,66,810,167,733,142,256,514,151,476,457,410,403,771,428,576,569,29,562,333,875,663,53,533,113,581,923,638,83,629,96,222,881,762,90,295,223,375,756,598,196
142,776,339,222,911,62,198,636,782,396,45,816,611,405,326,457,99,188,165,406,167,88,876,47,261,341,775,108,979,696,194,56,706,918,135,302,16,711,275,779,926,208,204,357,283,533,291,64,813,789,604,269,0,390,387,756,963,296
881,756,300,62,828,420,864,142,638,810,799,875,269,667,29,511,685,190,514,267,318,257,538,177,794,605,924,525,217,99,419,323,822,689,155,892,458,695,903,83,70,668,502,628,295,737,296,836,713,290,234,767,389,576,480,409,55,215
533,706,700,142,970,813,490,70,226,91,157,165,47,120,805,222,514,323,62,695,880,658,742,460,358,58,151,801,466,382,782,539,87,384,668,688,173,546,77,0,952,889,528,44,881,955,201,445,515,390,571,457,728,433,15,337,243,756
118,804,88,204,346,542,165,135,62,257,445,271,602,313,403,756,480,645,201,293,850,983,292,269,600,748,252,142,902,2,543,482,799,125,893,222,612,938,785,569,85,791,333,402,548,537,653,146,765,93,31,376,652,98,889,554,754,326
469,142,557,514,389,918,62,323,10,748,854,779,354,248,892,118,480,340,866,810,795,952,750,663,947,863,445,165,668,329,763,244,7,889,261,722,144,305,375,652,968,569,888,410,88,385,222,116,357,407,366,405,212,98,931,756,102,69
173,176,447,813,324,269,16,548,871,56,385,705,142,326,62,765,241,732,482,297,838,457,475,874,892,818,367,691,956,222,133,783,959,646,392,865,921,493,451,695,407,875,165,97,581,804,0,815,180,626,588,323,283,924,301,405,575,134
482,379,165,596,266,140,886,299,326,814,418,62,882,558,480,756,879,640,897,105,100,87,550,392,373,142,16,91,409,172,151,89,712,720,813,240,55,790,772,744,783,523,922,306,649,764,648,728,53,724,305,134,779,983,957,889,680,261
779,374,196,810,222,62,722,146,438,772,538,475,340,457,558,598,35,580,915,684,344,751,513,217,165,482,947,537,326,466,142,515,430,790,889,79,732,34,269,813,323,952,132,114,879,87,698,838,865,615,56,620,409,791,23,115,495,405
803,859,739,405,569,62,241,482,765,35,320,191,809,85,733,142,269,889,137,608,810,445,118,450,541,628,15,151,91,746,348,260,76,299,371,689,726,645,703,447,760,56,332,337,514,375,116,843,901,938,523,638,691,650,466,444,516,652
472,926,792,938,804,756,426,385,497,142,326,358,867,668,361,217,892,523,533,375,269,445,814,432,16,680,231,903,681,874,257,325,55,795,62,807,809,194,638,116,482,790,745,581,606,161,54,324,460,788,810,175,38,956,53,696,779,664
636,44,482,572,43,182,492,881,903,889,142,16,146,369,50,703,513,339,854,710,813,281,305,445,165,62,402,151,950,480,548,821,516,192,222,81,980,405,392,695,767,790,756,358,892,66,144,307,890,166,777,83,496,732,321,533,347,656
948,409,20,253,813,969,845,205,953,515,405,516,461,617,16,125,101,462,977,142,681,146,389,68,832,705,533,10,557,899,649,943,23,474,799,243,779,14,185,375,889,62,776,909,105,814,938,505,492,335,269,696,276,374,846,499,918,728
789,457,853,816,287,21,232,269,908,892,10,439,907,323,459,50,300,926,326,688,569,508,171,515,596,139,250,788,859,810,375,708,60,863,956,518,339,152,762,865,62,142,335,184,684,546,16,634,673,640,363,146,179,826,45,497,832,829
191,241,236,235,447,16,668,142,140,269,62,790,134,240,779,838,514,769,475,913,918,643,721,776,794,307,955,144,417,410,952,697,749,596,576,875,648,935,947,173,565,889,690,813,404,960,344,358,925,933,482,821,775,405,45,18,341,490
158,326,430,392,514,323,561,889,695,42,786,421,170,165,707,968,485,678,62,269,316,142,960,565,151,14,366,313,445,492,354,222,797,447,687,892,703,926,152,101,335,918,38,588,53,478,240,16,925,412,5,119,884,369,580,482,606,977
165,411,921,232,62,943,47,514,864,141,475,10,323,142,482,326,799,2,907,91,711,70,689,643,756,898,668,171,832,410,445,485,660,697,338,810,969,16,222,588,184,20,634,177,733,99,501,244,367,87,433,783,495,64,899,726,333,796
62,482,389,665,0,292,92,300,810,854,81,675,604,892,880,345,809,326,977,307,70,875,157,143,970,106,641,831,770,879,173,59,783,109,123,952,384,323,929,792,509,457,445,335,847,668,78,695,515,577,587,142,622,309,165,746,405,269
62,445,756,179,779,821,864,785,643,57,482,165,248,745,845,559,889,951,11,269,70,118,810,345,170,233,142,892,915,191,81,34,16,271,157,627,392,703,77,218,926,79,697,82,636,92,789,223,31,790,575,305,721,577,709,958,615,947
83,52,146,585,756,492,94,338,142,409,62,407,269,521,571,254,748,606,802,761,261,952,813,452,118,703,779,296,613,552,482,470,69,634,821,218,652,445,464,882,326,16,911,285,790,733,68,345,892,56,222,302,829,969,282,853,915,194
861,332,62,482,760,79,684,569,454,209,73,16,344,568,305,142,695,636,790,323,480,979,330,921,445,780,326,118,801,225,415,23,963,969,756,960,166,940,409,495,838,977,479,384,559,422,797,844,51,234,226,918,203,816,769,348,269,455
143,73,222,646,889,821,835,596,445,14,733,8,269,501,335,62,142,728,482,886,775,826,426,446,275,81,365,584,787,618,332,282,984,615,323,713,260,703,194,326,343,135,885,523,38,652,810,756,799,337,20,707,743,557,791,457,241,893
222,523,881,240,146,728,792,66,448,732,576,70,492,722,522,643,348,68,703,947,967,875,602,668,374,55,142,580,785,375,853,751,181,16,756,204,248,289,581,960,76,255,680,163,482,779,62,569,610,226,858,768,666,977,161,317,144,269
323,357,979,326,881,952,577,222,514,760,118,336,447,480,977,135,472,375,271,622,634,761,340,843,273,387,144,703,521,930,321,84,79,947,142,339,832,875,732,16,216,165,269,929,636,120,730,779,584,668,378,52,295,345,949,58,942,498
445,552,269,648,295,564,466,344,161,451,434,332,800,684,756,634,482,581,98,56,62,323,174,810,475,16,428,142,222,914,144,285,924,812,889,91,326,404,673,898,649,668,842,606,131,813,58,84,846,66,852,462,533,410,421,92,871,615
87,684,56,62,951,892,876,507,433,659,475,425,409,142,326,375,45,508,756,191,634,144,16,19,931,898,222,689,795,441,79,76,772,251,782,979,533,0,559,548,890,445,498,546,669,816,792,522,89,907,296,294,651,269,581,637,645,709
10,165,16,330,146,604,142,441,358,478,269,810,222,917,908,41,480,831,909,50,45,161,375,91,692,287,892,37,62,526,156,762,453,552,248,147,814,739,89,151,406,14,385,942,638,755,167,756,888,684,952,201,747,785,79,505,323,442
268,756,695,445,70,315,40,466,91,348,27,202,480,166,16,142,977,943,924,551,305,144,167,815,62,260,17,668,880,952,864,375,889,534,478,402,165,492,197,351,71,300,168,118,982,222,501,258,248,72,968,605,703,802,538,708,636,737
0,269,482,728,889,495,62,16,277,144,326,864,912,688,475,116,164,256,852,70,268,323,447,572,103,75,810,777,142,158,140,544,365,225,955,421,133,295,217,284,588,17,892,636,494,252,637,523,699,165,273,118,129,915,606,548,445,358
62,911,889,447,546,824,56,142,302,207,770,730,648,89,482,790,627,703,157,9,955,269,16,164,588,749,918,858,728,966,846,228,875,668,870,789,620,634,515,248,898,282,230,816,475,218,69,55,628,527,422,675,645,642,127,686,881,755
633,79,426,810,276,38,670,142,154,813,868,62,91,287,269,878,207,857,758,482,697,139,445,946,779,881,681,748,315,211,294,730,23,110,90,776,341,691,266,907,620,654,70,947,977,731,475,348,716,103,648,101,357,292,502,323,864,273
736,174,16,853,120,62,685,288,482,103,142,447,668,804,248,326,12,429,947,810,19,165,731,91,32,652,69,241,648,692,20,66,816,194,515,925,892,651,323,25,301,287,865,155,703,149,222,89,754,514,975,335,278,81,551,938,920,374
94,350,62,682,414,122,552,810,813,89,146,245,844,480,333,218,241,424,142,482,466,240,533,457,970,326,954,223,163,57,10,503,859,879,733,618,630,783,96,445,261,14,634,159,165,569,915,226,447,353,387,66,952,367,11,32,323,338
933,871,208,23,756,94,171,786,648,300,892,934,62,781,634,695,684,324,571,438,399,118,853,100,295,961,643,326,10,850,56,482,539,142,445,189,289,664,157,393,689,698,515,358,577,384,889,641,780,804,580,779,390,16,241,87,91,255
62,223,889,9,379,326,637,28,174,838,752,746,432,816,756,393,934,951,291,902,257,797,142,736,943,810,421,482,677,137,585,672,903,58,328,929,629,531,817,173,3,732,537,33,813,753,550,103,245,310,351,105,222,713,703,16,762,643
482,298,75,142,885,864,372,880,943,165,16,56,62,756,903,354,151,688,428,504,21,671,294,929,747,295,552,324,150,166,144,618,52,377,475,440,412,889,605,14,297,155,378,612,613,796,405,689,409,649,248,416,116,703,878,345,445,353
682,468,62,808,378,16,142,83,201,514,222,260,278,88,959,726,294,751,99,271,374,728,559,695,520,873,173,699,106,68,231,405,400,157,33,733,875,354,756,326,813,45,585,645,46,638,166,634,461,89,134,498,632,650,684,681,947,515
62,142,459,892,938,572,221,323,392,58,644,457,146,269,215,73,165,222,440,89,559,813,287,0,952,955,581,260,438,378,756,16,196,249,679,288,480,172,743,969,909,968,642,85,548,10,263,367,767,775,605,390,638,982,475,344,557,33
141,62,539,166,323,136,354,326,681,781,209,672,16,514,810,396,142,492,165,46,440,983,56,175,977,213,786,791,0,374,875,324,603,480,748,859,353,634,620,237,222,641,281,204,537,576,410,631,482,639,87,744,58,618,411,196,970,747
142,792,323,699,533,748,703,838,155,810,62,165,56,19,222,87,352,48,27,813,250,472,501,586,475,588,268,157,300,16,375,768,682,269,174,392,9,24,115,776,808,0,809,912,77,938,800,297,204,814,348,255,977,548,889,188,147,51
938,412,531,142,552,833,975,92,921,652,746,546,854,875,610,797,335,581,475,804,296,981,750,895,14,440,409,50,56,216,385,165,816,91,281,267,754,306,354,680,628,813,716,62,579,413,646,45,204,957,341,810,492,334,136,874,57,929
323,881,921,241,746,648,983,514,890,193,447,269,405,424,710,795,378,645,885,756,55,127,482,142,657,62,585,702,820,620,492,974,166,384,222,772,260,390,173,197,309,593,615,813,827,975,925,853,966,153,21,810,294,287,688,668,379,499
