482,487,146,62,756,278,943,918,240,843,977,640,742,326,786,684,142,692,561,709,222,628,492,97,245,79,816,445,56,16,909,269,921,374,101,323
860,174,885,222,127,943,62,365,864,731,629,977,909,504,979,970,152,269,165,169,385,930,256,612,302,445,568,533,326,950,370,748,235,194,107,827
898,914,889,475,780,326,678,100,0,142,392,269,684,146,215,765,62,480,810,497,472,645,451,654,293,633,430,572,262,266,788,835,300,447,482,323
767,813,728,16,889,633,146,298,752,62,294,296,824,762,673,59,514,681,56,99,923,106,260,142,645,533,487,340,430,875,858,328,864,801,265,237
889,615,146,357,62,533,779,639,453,445,216,165,821,878,269,142,664,0,589,892,704,294,326,649,890,91,172,480,428,182,956,482,466,435,145,856
269,956,881,565,357,552,326,930,810,114,291,323,142,756,378,57,480,799,958,500,250,733,332,889,983,174,900,808,762,720,779,135,949,335,923,788
833,307,776,480,62,16,319,756,612,836,134,940,142,312,467,560,174,523,842,144,892,226,695,452,79,120,648,734,110,165,332,445,708,294,238,414
142,294,56,184,62,785,810,116,834,164,541,73,492,76,245,890,1,67,877,518,695,853,672,218,333,35,390,790,300,482,940,568,782,751,290,384
669,434,142,222,783,645,445,638,233,144,598,696,949,173,472,96,845,16,664,0,654,887,652,289,496,412,841,810,581,300,723,546,516,947,213,767
739,62,953,889,929,643,813,253,694,700,699,217,178,61,269,95,850,23,320,724,7,710,369,1,834,103,482,422,295,514,173,215,778,146,786,10
653,273,283,269,491,142,371,62,412,681,297,441,33,581,87,882,759,251,231,64,636,943,873,291,326,323,260,756,416,80,144,385,695,966,151,278
817,409,864,140,620,161,153,772,367,789,142,639,533,886,287,761,919,889,56,68,483,638,815,601,453,345,821,652,482,724,58,961,865,909,62,977
693,142,972,660,674,875,23,56,16,94,634,585,752,339,44,257,695,685,378,581,343,133,46,889,707,285,795,637,507,490,975,447,482,332,399,9
676,16,821,957,447,648,902,62,269,142,268,248,31,546,695,463,977,255,661,533,852,370,963,703,171,413,813,747,588,548,109,465,243,864,445,323
405,175,207,596,925,322,482,783,864,142,190,297,966,16,970,710,588,558,810,906,155,151,89,326,285,68,121,62,269,963,475,317,134,342,438,576
979,405,12,810,62,756,409,326,503,335,181,501,142,695,291,798,429,31,789,714,523,467,779,0,821,269,639,838,602,514,165,482,430,222,137,466
62,633,581,979,85,839,797,975,728,926,684,746,422,808,854,516,943,297,142,599,478,482,410,733,959,771,144,867,969,269,674,621,16,193,889,285
53,269,874,62,222,16,975,797,289,10,154,886,216,504,792,243,142,889,875,977,638,12,323,932,513,0,38,146,784,813,197,568,577,668,76,488
16,326,653,269,924,759,155,638,449,241,38,33,814,92,937,248,714,650,853,413,56,746,295,405,800,648,805,977,159,61,323,756,404,810,388,616
24,838,165,587,441,409,742,114,979,352,142,184,894,243,447,772,550,178,761,187,898,268,450,731,345,445,451,813,484,62,267,473,446,668,966,543
756,155,821,62,728,0,133,875,974,23,284,915,142,404,91,108,738,46,209,83,182,53,633,810,27,493,457,662,790,499,353,82,748,740,813,895
213,335,241,62,495,501,475,41,447,269,406,885,484,943,808,142,19,348,892,494,736,854,144,457,813,136,523,752,684,250,727,165,897,230,553,790
369,414,875,323,411,62,165,151,267,523,300,466,392,45,142,155,55,376,144,970,813,689,892,260,180,661,79,482,695,680,955,541,467,821,934,269
695,326,979,178,410,144,269,728,142,646,854,641,482,445,440,681,72,813,293,87,165,606,541,146,77,99,428,756,682,421,889,323,970,118,674,133
952,864,452,226,688,300,480,930,482,440,445,810,173,732,624,766,529,299,447,748,769,133,569,700,598,62,144,712,295,288,323,950,648,921,612,55
466,690,982,214,522,62,756,699,247,548,203,19,354,724,16,81,796,300,10,943,533,199,26,956,650,947,516,791,889,157,556,668,326,133,775,142
811,297,137,68,462,445,345,62,967,209,89,695,756,300,889,581,155,422,949,728,270,977,566,173,276,16,588,410,165,260,680,269,813,611,921,755
858,628,682,269,16,142,504,226,790,881,571,251,646,780,480,297,645,163,108,81,62,875,552,650,323,695,268,222,165,665,615,816,668,687,748,292
891,62,792,977,793,333,142,287,584,91,824,706,888,252,920,102,273,269,669,10,223,871,790,885,384,379,390,274,295,689,639,217,326,468,839,182
273,954,161,938,297,943,142,504,165,270,196,323,929,269,422,91,257,384,367,634,405,421,676,172,766,960,581,822,645,76,398,889,413,703,882,759
677,608,864,243,326,251,638,785,269,142,392,471,100,648,62,81,931,622,684,955,159,445,280,854,695,435,146,17,323,165,92,376,787,941,649,571
0,930,62,78,207,27,892,533,354,646,81,482,581,217,373,497,733,269,514,492,79,823,515,627,323,790,16,222,563,886,813,695,516,38,326,205
756,808,931,770,183,16,878,142,62,135,23,551,668,457,726,280,533,516,813,161,222,508,810,10,903,188,323,897,785,639,858,326,658,771,655,492
