151,810,480,305,323,436,62,74,467,442,61,808,326
546,326,672,62,297,528,907,797,222,128,601,885,54
260,495,889,442,251,62,742,504,441,639,323,167,487
756,881,311,695,142,405,918,824,324,445,47,260,335
713,142,637,62,369,956,975,325,151,636,212,688,384
581,146,836,68,630,142,628,596,62,653,37,726,274
269,705,474,281,877,681,62,482,285,54,146,390,462
509,482,236,756,118,0,311,81,17,23,323,458,889
62,646,222,142,889,282,728,821,5,550,209,451,453
798,19,32,165,142,837,269,222,475,91,550,358,381
58,606,142,727,737,757,346,144,600,79,566,256,557
62,944,898,64,87,279,335,605,261,98,38,924,626
533,207,62,41,810,142,482,594,261,732,374,230,861
864,91,345,813,268,326,514,960,142,56,248,482,918
500,757,191,559,159,406,65,45,853,605,62,581,960
892,705,443,36,678,374,756,905,585,915,333,398,494
782,323,184,689,269,979,969,889,445,781,619,17,708
680,622,695,700,87,74,721,194,62,684,401,875,142
638,865,896,457,409,668,746,286,91,889,92,318,682
482,636,315,684,142,146,62,290,445,203,16,222,492
950,142,786,567,548,432,746,260,62,222,155,691,203
231,142,943,480,976,62,316,269,27,516,959,485,68
165,681,723,676,142,226,346,581,56,295,187,813,634
533,648,728,406,680,142,84,16,296,970,190,482,56
684,62,142,645,307,40,349,814,569,892,457,551,689
142,756,123,722,889,323,482,897,144,499,638,790,222
157,170,248,889,474,364,81,482,916,261,205,492,16
142,62,621,16,480,386,918,324,50,251,533,514,482
88,482,550,237,16,17,265,757,142,861,546,552,479
473,786,900,268,155,654,248,0,62,326,677,180,485
756,973,453,261,508,203,323,296,409,79,358,142,479
222,751,568,125,907,62,899,585,445,231,269,695,326
591,99,324,231,269,612,756,16,295,881,62,734,765
621,284,62,155,260,810,827,245,16,695,139,668,269
174,70,853,681,792,781,103,953,813,938,748,142,16
895,452,176,62,810,269,503,854,785,345,16,752,559
294,62,560,127,302,756,142,668,926,890,684,877,482
935,370,411,374,862,697,424,977,62,149,83,269,892
943,222,438,457,848,142,550,558,889,514,62,324,231
142,523,756,588,447,356,808,445,751,98,482,700,338
118,908,475,792,323,779,165,46,756,231,142,813,217
378,287,813,336,848,756,142,812,668,779,145,5,352
889,62,329,480,335,579,44,476,756,701,286,549,676
947,142,62,389,396,860,269,16,918,813,222,89,733
326,445,323,766,287,453,45,647,392,626,422,858,559
151,492,955,62,933,618,514,359,235,796,91,384,372
892,62,702,222,924,691,269,133,482,93,444,756,889
326,645,335,323,142,634,756,62,815,494,334,918,864
294,749,468,300,480,326,907,366,90,494,142,479,160
899,909,970,681,323,636,409,925,889,269,375,581,100
16,982,909,345,515,142,62,429,779,832,268,728,756
480,142,562,275,752,348,62,824,326,612,294,377,566
646,447,639,808,64,357,269,16,746,587,142,705,729
821,405,638,98,316,963,338,137,248,4,864,385,779
142,482,955,222,216,16,429,269,348,62,389,452,694
569,271,326,598,144,592,340,16,294,480,684,155,776
480,10,354,659,585,291,62,142,555,851,445,385,844
711,133,56,889,310,374,142,908,62,765,338,375,875
