850,180,756,550,142,816,97,950,810,517,409,479,681,46,860,533,328,297,747,783,291,801,269,134,855,929,121,5,809,792,62,925,492,833,165,482,672,151,21
142,409,779,681,144,28,891,101,875,222,889,696,447,91,823,807,149,241,56,281,165,900,514,62,785,960,404,931,581,53,269,16,482,280,126,764,372,756,677
155,832,19,451,78,255,62,287,753,810,768,634,166,889,157,269,480,881,409,543,218,337,56,779,598,695,294,850,775,142,354,669,842,641,912,837,486,16,346
487,378,969,190,938,695,821,977,779,892,41,269,926,492,865,756,246,160,351,215,970,895,983,447,405,62,480,99,684,151,155,798,947,354,142,810,457,299,555
480,597,767,269,62,144,889,740,624,222,864,70,810,326,596,824,87,646,821,412,507,245,241,756,390,415,202,559,261,638,983,166,779,100,142,550,854,98,146
569,20,445,475,406,816,378,541,756,83,61,323,514,911,618,531,234,482,591,528,889,794,788,949,62,224,571,631,726,142,344,702,708,119,46,838,447,19,269
695,269,204,326,178,482,142,84,915,785,818,127,546,62,890,445,813,810,721,981,168,447,632,779,533,274,122,680,258,360,492,5,311,726,970,728,422,922,877
979,144,402,873,514,760,700,363,597,889,79,475,577,326,56,142,0,963,52,222,274,329,970,480,445,410,248,781,155,87,26,801,62,165,559,977,309,482,779
378,828,762,165,598,466,71,167,618,434,266,345,969,845,668,146,810,76,279,340,813,111,142,62,32,535,283,963,789,183,983,445,480,912,326,491,369,52,639
142,931,693,291,756,852,62,627,185,135,359,79,14,256,675,323,533,222,340,851,248,322,103,870,378,341,299,889,547,813,653,894,395,598,804,477,466,241,348
641,576,143,142,269,155,62,268,248,875,695,446,16,165,634,876,810,756,146,854,447,445,405,808,419,375,222,401,792,928,160,469,186,643,44,497,384,954,79
54,118,260,173,174,354,672,533,295,889,975,160,323,62,283,106,137,813,326,80,145,779,810,142,165,195,914,864,79,872,338,633,38,363,53,58,695,809,300
23,445,499,396,81,833,165,813,482,602,57,536,756,345,91,690,284,912,834,733,380,479,62,550,952,410,923,144,226,269,875,744,449,326,16,943,644,910,127
889,779,457,756,244,699,840,326,482,881,70,693,428,666,165,813,91,536,487,121,269,832,698,133,62,56,296,404,142,392,514,809,214,222,733,621,712,242,151
516,326,447,491,142,497,691,646,810,943,824,519,756,493,579,821,16,62,297,166,748,376,76,499,668,797,285,838,785,94,287,814,554,269,840,648,628,746,877
300,146,269,62,859,748,173,792,746,610,446,881,43,620,429,286,155,790,615,971,114,595,482,70,165,10,260,119,174,756,222,5,142,324,826,928,969,854,180
453,115,485,245,142,124,604,785,81,638,368,605,585,550,4,445,409,911,748,295,0,424,62,56,669,756,774,326,797,165,299,447,87,247,441,952,821,733,31
269,291,592,62,934,116,559,235,196,323,467,409,813,634,301,790,326,142,338,789,533,16,324,785,375,174,245,296,636,91,638,379,944,808,955,5,482,87,392
970,411,62,777,695,171,670,201,409,283,67,204,194,968,854,245,606,375,867,775,889,955,876,89,569,79,482,325,269,668,52,514,756,241,292,44,248,276,639
695,19,810,941,76,889,62,300,727,318,467,409,756,957,254,678,658,133,638,98,127,684,668,185,56,357,155,51,332,765,142,287,5,135,937,222,893,596,864
943,10,21,886,16,87,62,14,695,315,977,233,56,618,947,111,296,747,596,281,142,222,323,645,404,177,257,756,165,180,329,644,241,968,533,821,307,761,55
286,62,133,810,165,931,571,142,745,943,118,480,376,979,473,668,636,581,507,287,599,977,794,16,482,98,970,966,296,764,863,45,125,351,929,937,974,783,467
816,651,62,142,969,16,61,222,586,63,414,684,355,324,274,326,797,906,873,230,782,342,552,979,337,791,752,912,390,959,889,165,724,673,641,221,703,203,482
20,862,828,191,300,585,480,581,326,315,110,643,58,765,151,880,468,779,533,142,634,557,915,668,291,118,810,756,333,505,354,492,270,62,603,550,545,684,853
715,515,62,785,889,416,634,482,234,551,699,23,853,447,323,585,26,248,618,184,509,807,457,797,409,764,663,445,786,52,142,354,237,569,514,947,1,602,144
585,883,142,743,467,16,17,441,889,42,892,302,598,138,695,62,655,222,684,627,766,33,780,447,464,854,639,810,842,813,823,634,821,68,802,636,669,523,881
417,56,684,870,780,701,150,983,689,375,764,503,588,791,312,142,638,409,581,480,495,323,441,938,943,350,233,814,62,406,367,641,492,652,378,273,189,912,475
475,682,44,551,665,445,374,879,487,957,222,79,618,294,504,62,747,480,680,375,55,54,166,4,701,142,959,545,813,235,810,544,924,823,909,224,326,146,550
886,16,912,794,413,885,931,62,142,810,675,585,915,705,684,795,68,721,681,835,792,307,652,102,405,482,445,220,269,889,864,10,846,723,144,873,813,754,420
445,10,222,457,860,374,559,668,475,409,602,695,40,638,514,235,142,558,130,16,180,756,875,472,7,699,529,226,783,970,910,588,955,326,440,56,62,69,252
