306,885,140,359,957,142,960,165,62,695,144,291,395,634,440,265,269,323
407,810,445,140,269,119,668,146,326,56,833,79,55,523,839,159,285,696
62,703,323,190,797,269,684,16,982,920,482,142,445,97,700,448,519,890
581,142,424,450,300,268,323,644,367,855,567,340,273,95,329,480,672,889
62,554,912,93,16,374,52,954,703,924,515,451,482,447,752,821,348,814
245,142,616,782,218,62,979,756,602,624,297,41,323,890,24,18,505,269
980,93,501,703,764,269,114,218,142,495,170,333,719,929,835,433,16,308
684,326,669,688,702,109,16,555,963,185,142,558,765,207,323,670,348,92
813,810,182,682,864,477,509,963,87,645,834,331,756,108,781,445,565,285
467,859,142,746,88,954,62,482,14,549,16,748,326,478,166,618,287,569
941,142,926,58,190,169,845,702,332,813,61,445,279,666,203,931,628,62
561,142,430,665,445,165,4,257,949,56,248,429,326,979,62,833,130,874
11,194,409,955,779,695,91,918,248,21,746,514,892,911,957,39,62,405
937,62,447,843,345,643,222,487,440,132,245,56,548,10,775,889,756,567
480,443,326,756,790,867,62,810,515,892,97,155,709,260,813,354,875,494
797,482,231,813,62,230,222,161,300,142,555,499,776,46,952,121,226,684
550,62,892,183,230,346,738,514,222,161,326,871,345,773,457,889,146,105
620,482,445,12,155,62,957,865,780,392,960,85,892,724,144,779,142,680
338,269,842,766,551,142,161,809,392,871,248,53,280,474,76,797,209,29
864,640,323,798,118,792,358,486,779,62,638,492,433,53,548,326,222,109
303,237,91,915,300,480,269,791,705,819,821,796,271,163,447,515,559,484
492,467,475,809,568,482,559,87,330,872,775,662,332,297,889,56,269,326
275,366,779,142,874,58,68,978,203,283,740,590,62,16,346,482,947,796
457,681,482,222,638,844,759,441,326,142,279,389,895,62,184,758,695,79
45,142,409,38,928,668,340,790,50,929,374,269,446,598,11,480,703,777
480,385,875,142,756,482,427,790,60,629,501,62,605,13,80,269,588,523
892,326,544,333,821,899,340,241,576,486,632,668,362,963,346,79,142,582
251,323,935,889,405,317,533,897,561,983,62,222,409,645,50,267,332,671
142,668,62,324,228,482,541,522,445,689,375,728,593,295,713,193,256,909
180,58,746,789,865,593,859,266,142,106,447,636,166,821,765,952,165,548
889,273,800,324,875,410,643,87,232,78,952,118,756,209,648,263,38,16
106,926,786,718,674,748,16,33,632,388,681,365,514,688,889,253,319,280
