173,680,708,142,569,813,676,775,16,818,457,854,497,377,363,269,184,746,70,570,447,557,179,33,482,326,628,793,219
482,414,68,326,187,401,383,907,197,16,289,918,142,961,155,62,726,133,83,20,245,588,932,143,863,600,342,269,546
222,710,643,19,889,771,62,295,99,597,792,507,345,300,43,378,514,142,51,269,821,87,842,681,618,195,782,695,892
343,822,44,287,505,370,16,480,810,186,796,300,66,345,526,135,849,756,323,705,81,598,428,744,385,157,155,620,444
199,300,929,487,14,16,142,514,590,62,146,392,875,294,938,56,165,889,614,810,781,495,378,968,173,196,903,480,55
982,501,295,199,345,502,62,294,457,83,28,351,482,790,66,81,445,291,323,175,222,405,106,615,648,710,647,458,613
277,68,326,762,475,241,581,16,445,207,296,232,810,165,892,269,825,960,552,745,731,785,733,621,142,588,332,155,889
326,62,889,860,269,864,135,295,424,584,323,650,405,783,16,765,222,905,87,197,142,652,659,703,744,813,604,503,669
918,483,133,831,960,412,517,409,480,142,618,245,756,326,579,56,695,892,323,16,263,889,581,349,305,468,627,643,529
649,833,294,8,645,617,142,665,609,983,324,765,325,548,492,944,695,56,16,846,151,19,879,602,62,772,480,641,445
87,892,702,791,379,182,767,269,287,979,666,516,265,151,440,128,523,730,889,52,404,70,157,392,898,142,820,323,446
135,62,54,91,16,118,720,203,688,294,81,779,354,666,980,157,853,89,257,199,767,724,948,727,881,114,106,873,0
385,297,345,785,281,918,390,240,287,324,369,929,464,363,32,568,271,341,669,246,295,337,11,344,207,813,142,586,612
62,627,847,810,261,728,133,94,144,146,814,87,348,893,907,38,142,179,746,909,326,322,783,354,551,445,222,552,838
142,810,323,983,557,521,842,379,409,201,94,345,600,780,480,447,326,392,550,474,881,508,473,969,146,940,330,376,16
142,639,813,217,889,31,533,479,323,222,19,835,319,62,200,807,269,389,832,33,151,326,626,699,952,430,482,973,850
845,744,606,803,98,306,447,329,330,943,142,281,618,960,32,287,128,822,351,634,597,889,165,269,368,967,410,819,422
892,224,183,746,482,217,241,982,820,184,963,889,87,142,295,362,628,301,330,157,797,375,813,790,120,533,565,777,943
111,421,480,703,307,929,72,14,142,776,957,728,451,813,212,442,226,1,756,701,62,387,98,326,695,288,844,133,805
689,627,873,781,472,29,16,809,813,269,62,142,779,341,824,512,514,146,892,295,275,222,890,429,951,245,0,333,810
848,23,505,816,445,791,269,142,100,326,91,726,281,146,129,677,472,501,875,567,789,697,63,533,338,83,581,16,482
409,482,296,830,269,142,62,56,923,891,416,732,88,875,671,354,970,703,565,898,938,14,165,180,502,760,445,925,412
385,62,494,269,710,653,492,615,468,643,638,142,803,879,779,79,335,892,670,931,230,287,56,482,363,447,813,419,357
447,154,733,813,233,776,921,319,16,128,681,62,419,142,56,795,548,792,91,893,410,773,810,323,676,269,151,268,597
538,960,223,918,636,222,356,581,269,326,744,926,882,482,440,375,889,859,338,56,716,924,139,98,32,867,548,324,535
374,695,443,792,16,142,287,938,875,389,981,482,813,323,0,892,446,308,52,78,947,964,934,721,222,324,88,167,89
255,323,713,348,16,810,838,523,889,68,405,79,475,87,386,517,813,5,775,977,836,338,62,142,939,193,357,479,279
899,91,157,56,458,266,46,362,332,955,211,142,765,269,854,165,559,546,576,62,10,354,377,118,294,864,287,676,821
184,234,332,790,810,442,62,142,172,645,889,701,269,319,21,167,335,482,445,345,329,16,779,226,118,261,746,748,27
813,678,7,79,598,761,789,16,889,501,62,269,615,947,142,447,191,969,681,43,668,282,700,566,685,439,709,790,792
792,931,646,875,26,62,354,455,457,773,16,963,977,326,756,99,269,146,821,840,514,445,476,668,414,862,681,712,348
695,323,106,56,58,619,67,657,797,173,295,643,707,558,146,99,369,889,240,326,813,883,142,940,87,570,821,156,756
428,638,793,16,191,546,797,98,589,39,390,62,66,142,668,392,552,755,813,269,810,151,889,379,323,922,76,326,598
266,62,269,47,222,810,869,357,328,889,142,924,140,662,48,756,106,466,728,695,666,377,81,0,468,496,975,867,268
794,62,533,263,702,548,341,264,516,699,559,682,977,269,142,854,100,756,909,375,969,160,281,51,929,335,546,392,333
659,1,197,854,835,276,571,475,769,781,909,496,792,460,804,969,813,142,703,521,810,548,728,19,918,973,269,332,808
472,319,281,854,392,369,323,142,16,38,409,294,445,529,846,641,482,834,603,629,406,345,492,756,913,875,977,326,357
954,269,222,409,581,16,143,526,62,337,864,326,51,643,532,164,445,728,142,681,21,701,56,492,552,924,903,900,650
814,142,305,144,112,86,449,966,779,728,577,695,720,810,326,932,516,809,970,128,159,522,62,404,538,323,937,606,146
480,142,779,184,482,885,34,471,421,442,950,587,16,680,287,548,269,681,100,646,196,409,821,695,91,675,324,375,150
909,258,920,943,270,207,624,780,142,44,578,269,332,151,52,728,445,375,89,194,723,247,529,260,447,921,769,756,31
907,767,496,142,280,62,756,931,410,475,706,602,195,849,831,55,482,3,645,977,287,824,32,39,50,455,796,14,252
598,650,14,467,326,256,910,375,514,188,647,209,44,62,41,819,627,634,871,1,546,142,144,669,269,495,27,859,87
842,866,591,103,839,708,862,124,16,165,62,695,666,924,746,87,142,409,269,81,323,208,605,889,548,628,648,421,668
981,743,925,142,916,645,215,728,959,889,515,21,810,413,382,248,336,563,56,295,162,62,444,409,506,842,523,548,977
445,353,821,461,948,909,646,11,114,440,62,447,269,436,952,409,457,16,464,533,889,66,450,969,218,685,813,338,142
808,810,695,813,891,924,816,62,667,919,346,15,14,300,16,245,889,83,81,612,691,785,134,113,142,160,931,503,742
