222,977,480,59,10,648,875,645,924,282,696,207,16,142,106,146,821,443,354,94,728,385,896,261,681,135,323,294,52,803,592,884
412,155,445,375,214,447,593,764,142,62,894,871,98,23,60,480,744,269,118,958,702,245,459,323,223,405,16,943,680,892,222,955
909,16,4,482,812,756,720,889,652,440,62,943,790,860,899,668,650,81,146,752,190,875,813,682,548,468,341,264,745,142,748,323
681,339,323,792,668,782,108,587,276,703,813,245,269,287,655,756,165,142,451,821,601,514,479,64,248,475,445,16,253,690,548,79
79,62,482,326,630,118,342,642,33,341,315,863,480,688,89,609,864,918,371,142,714,938,345,756,23,16,146,698,692,445,627,273
893,619,410,810,813,597,402,273,208,61,515,142,139,23,101,426,585,703,297,64,155,511,209,34,296,451,482,73,269,634,326,756
422,445,733,16,62,783,889,680,7,153,592,877,66,312,323,316,708,533,291,969,537,756,142,202,770,981,146,203,92,650,668,960
46,889,62,144,450,413,256,813,330,522,432,137,281,123,184,696,482,699,695,7,116,596,115,100,385,598,142,445,480,348,634,401
495,783,492,142,16,880,427,401,785,251,131,62,425,378,558,546,482,23,792,445,836,853,839,120,801,384,695,368,684,523,813,983
445,889,969,440,171,929,690,38,482,485,935,176,684,332,165,146,438,429,216,813,791,474,268,413,121,326,62,569,705,333,144,456
445,638,326,876,146,909,672,62,115,482,68,499,645,165,947,233,367,324,613,953,930,142,853,457,16,495,636,982,480,612,138,378
326,45,797,294,641,790,724,854,564,810,756,910,142,482,744,324,378,557,837,512,62,544,565,588,480,833,16,795,875,255,323,596
841,132,712,142,445,163,779,323,165,462,918,473,62,294,427,954,652,222,519,854,8,950,202,188,305,696,79,849,565,602,821,970
482,62,195,194,712,930,222,601,250,643,886,66,56,822,879,16,447,826,323,573,552,130,738,142,807,810,728,960,813,702,979,269
62,853,275,612,943,186,408,606,429,323,480,668,746,77,648,725,482,768,204,468,618,379,91,300,165,16,370,269,245,445,619,634
871,322,668,16,87,414,892,627,466,248,326,495,654,142,204,583,963,482,72,174,821,296,269,550,875,699,144,588,91,169,211,977
353,81,550,111,62,323,889,597,261,878,142,29,290,375,580,752,294,451,378,346,523,78,977,960,585,222,480,441,269,466,895,482
467,614,90,538,569,142,533,892,851,598,218,678,596,29,14,881,16,639,672,345,58,441,326,405,908,333,101,934,383,890,34,956
405,662,617,785,979,559,142,689,514,269,287,781,15,757,889,332,682,62,296,245,795,16,300,516,440,19,810,89,392,756,898,393
920,466,16,889,552,142,62,420,789,763,324,91,684,85,47,144,660,464,626,602,269,323,819,158,467,138,157,810,405,410,629,637
554,950,410,470,756,432,889,59,983,88,232,675,838,781,62,291,269,222,892,106,288,709,162,618,513,99,951,723,752,115,142,714
20,723,663,674,21,588,662,700,118,142,684,810,269,282,92,323,16,948,62,306,681,882,174,138,979,182,620,794,889,910,695,61
559,364,807,889,892,326,937,668,447,240,648,440,269,58,658,938,682,302,197,569,813,24,482,398,90,599,514,142,457,748,853,441
222,406,515,757,535,588,802,695,762,782,326,889,405,269,298,217,442,929,608,605,142,16,155,249,981,62,133,294,447,736,682,821
62,167,622,983,323,889,354,269,479,648,875,892,142,815,761,642,721,533,701,759,751,507,979,16,903,666,466,748,222,409,160,651
404,142,856,279,482,863,326,219,62,909,722,3,391,871,824,260,252,299,547,740,886,492,905,71,889,467,291,548,118,564,527,892
546,282,674,356,935,943,598,911,581,165,151,410,9,323,790,586,222,535,81,245,867,962,622,712,142,702,779,606,121,294,537,31
659,704,423,53,638,789,16,983,797,21,329,695,411,647,282,943,781,142,668,804,480,322,600,499,291,862,947,930,0,268,294,62
323,142,881,938,699,56,236,392,108,359,378,326,10,268,643,632,173,330,81,669,896,340,174,612,287,16,319,810,68,571,588,791
409,424,323,504,820,864,455,581,662,979,524,681,405,88,85,57,133,240,801,773,800,354,326,142,144,245,482,761,62,576,728,790
638,62,931,514,808,432,482,760,327,698,612,330,699,248,96,533,329,774,335,160,179,296,81,797,392,892,326,784,245,732,146,975
62,235,889,457,79,297,952,142,616,487,165,215,756,183,947,960,33,241,772,495,56,467,448,406,892,269,331,623,581,58,60,608
62,881,923,58,144,0,16,487,38,122,165,814,142,20,914,533,153,813,910,662,438,392,710,791,10,695,565,482,946,187,326,87
907,240,551,790,680,447,222,587,635,771,45,142,387,51,746,898,684,695,646,413,62,482,950,292,585,647,810,666,289,16,266,144
16,659,235,142,269,233,786,134,333,638,810,254,813,222,591,68,889,468,146,790,733,306,217,5,170,943,533,440,390,226,946,62
180,100,482,668,370,810,81,790,233,62,204,287,269,958,695,310,516,739,175,802,14,120,255,638,793,590,56,226,447,581,123,407
26,62,760,842,340,44,785,516,765,889,959,522,906,285,916,438,326,668,20,845,482,402,142,870,710,269,411,92,667,695,812,56
142,326,212,62,106,585,27,1,795,797,83,636,294,16,652,598,680,445,191,514,552,79,100,859,909,581,102,222,269,747,728,612
526,695,24,501,196,970,460,10,657,585,875,466,752,955,534,398,240,523,62,634,277,689,374,209,977,889,910,792,269,16,865,839
269,898,853,222,261,16,480,142,689,131,756,533,673,814,606,103,821,600,294,508,20,517,581,921,663,812,248,710,952,798,850,514
105,323,142,824,529,278,681,953,62,970,492,766,164,864,155,769,816,692,269,558,711,938,859,756,406,401,783,508,93,422,712,662
628,302,838,87,746,717,197,391,926,859,52,817,593,837,755,956,34,142,875,899,809,269,645,668,530,165,856,783,44,410,868,16
881,756,269,142,600,728,62,326,775,912,581,901,222,300,174,135,571,203,286,548,482,939,918,926,882,332,0,16,665,297,289,876
695,154,329,236,52,29,142,523,119,514,208,62,294,484,728,810,341,926,404,765,757,447,585,532,16,228,950,339,222,251,621,289
335,289,636,162,445,918,760,326,527,16,810,788,95,62,262,492,942,165,1,537,341,695,943,797,710,91,972,960,776,581,482,255
375,379,268,690,326,636,285,810,702,16,62,136,472,782,244,960,639,445,147,865,578,867,333,790,216,182,795,249,593,118,135,543
323,548,695,482,824,142,533,144,739,491,165,62,853,636,411,16,238,790,962,977,486,924,638,296,299,558,269,854,504,909,771,671
324,777,533,323,16,912,618,88,326,142,46,523,330,744,587,62,581,680,480,401,197,338,310,863,689,143,881,445,976,269,48,810
916,552,569,447,818,174,810,269,165,660,250,72,813,62,482,689,588,889,142,452,440,728,636,943,430,92,854,297,326,445,816,198
385,482,552,881,222,949,347,947,62,619,733,323,369,447,926,335,780,472,480,865,972,142,954,7,234,182,38,354,165,91,339,418
681,926,700,441,445,40,746,62,669,142,409,708,297,430,834,251,959,277,165,16,813,793,698,666,14,207,291,515,492,370,101,47
38,687,166,414,300,323,596,445,62,142,432,113,581,16,558,880,440,362,452,913,384,889,222,482,638,813,908,866,690,695,475,559
0,748,858,62,889,891,343,552,463,167,743,332,216,470,854,295,886,56,668,790,972,440,515,909,280,330,142,982,540,783,634,146
28,738,752,391,670,230,779,973,326,85,447,981,62,424,756,889,142,616,559,975,91,952,714,165,108,25,875,306,16,627,323,0
87,921,837,240,120,146,752,323,133,948,140,319,580,795,314,421,445,262,330,62,889,312,428,231,558,693,620,209,115,588,797,744
62,641,142,144,332,445,95,921,756,204,323,326,745,180,197,475,463,234,120,342,606,287,349,813,492,406,469,514,16,405,516,952
23,480,779,445,119,947,305,514,222,323,56,762,264,142,366,864,938,93,16,889,179,696,756,89,333,177,564,58,87,144,140,299
489,492,62,957,16,323,83,910,810,269,10,376,109,906,488,582,639,292,482,142,812,648,948,91,874,248,202,634,13,557,233,533
277,165,810,468,831,423,792,929,641,142,446,16,62,874,425,132,864,12,796,790,190,170,445,921,0,537,775,676,81,528,509,316
632,72,56,16,62,0,657,581,404,915,548,44,295,676,950,324,589,871,155,303,455,254,652,89,323,120,144,792,445,430,350,142
269,142,632,146,492,255,568,756,154,323,56,424,102,222,940,409,947,764,482,241,62,376,294,950,881,718,132,728,242,16,326,28
856,59,142,287,203,478,889,99,523,892,277,222,952,668,672,165,847,113,133,445,334,480,643,475,526,533,684,324,756,943,261,136
652,235,151,62,299,148,447,422,155,209,669,143,947,16,416,480,588,445,142,680,165,1,248,824,323,326,859,792,222,277,881,587
514,300,687,179,142,282,339,444,285,398,62,756,133,880,222,476,864,323,916,689,166,889,412,375,326,269,854,958,461,49,783,577
257,215,756,765,692,857,977,949,62,618,501,245,447,208,222,634,440,892,134,668,615,898,821,810,428,441,653,687,355,142,948,663
197,914,62,744,540,235,881,388,875,100,975,480,588,269,821,326,222,790,160,872,785,142,630,952,805,783,813,422,16,129,333,548
295,62,621,440,889,977,144,121,222,119,323,639,142,881,596,244,964,91,538,146,333,963,982,695,762,514,165,813,137,682,726,649
288,326,517,695,323,957,392,118,142,305,189,703,691,440,16,485,83,900,10,183,188,342,433,838,447,91,345,873,193,565,15,790
786,264,379,56,783,116,185,344,142,338,34,144,375,231,495,646,766,695,409,165,823,868,302,39,233,222,810,907,889,445,829,854
512,409,323,434,62,909,591,165,960,469,385,889,480,968,445,765,203,446,142,868,756,432,819,523,99,392,557,440,295,728,1,865
24,19,120,62,329,406,16,559,445,99,184,476,622,571,253,908,881,467,338,533,979,814,721,155,779,482,199,159,885,282,480,269
756,62,329,79,925,858,98,832,956,287,379,648,142,698,588,592,710,57,66,76,772,270,979,881,165,480,929,56,445,623,208,135
62,142,821,151,51,820,721,16,87,618,234,326,222,146,516,38,79,269,299,262,253,332,482,625,648,918,238,756,512,819,306,41
30,269,62,143,509,571,272,951,764,603,105,482,142,291,418,840,936,695,45,720,872,133,164,174,321,268,250,879,801,120,240,793
41,649,816,779,480,52,326,741,803,218,813,56,957,182,166,602,445,645,591,21,414,177,300,62,297,285,100,810,494,963,491,890
269,333,445,977,668,186,165,142,385,222,427,615,648,918,883,457,721,850,851,440,480,779,83,62,929,146,56,834,1,592,628,5
695,405,166,62,400,782,341,730,889,440,541,16,93,91,970,277,523,323,926,445,142,222,144,957,909,716,853,516,86,328,497,268
62,405,165,791,624,514,142,617,810,784,629,626,756,198,668,581,733,827,269,478,157,56,409,783,279,821,535,79,918,682,546,340
695,0,269,480,260,98,16,62,87,351,495,441,881,957,682,553,839,746,242,786,116,864,819,142,813,445,926,91,662,859,26,627
492,401,38,199,244,952,123,627,436,338,79,550,785,62,514,943,288,135,756,142,482,447,918,606,810,574,87,733,323,360,926,645
269,85,559,16,864,653,56,790,194,969,605,581,961,585,853,323,405,480,326,409,40,255,222,90,341,553,920,32,142,966,359,340
289,854,752,62,295,845,323,645,552,695,842,514,81,15,241,526,680,882,142,733,322,669,851,813,629,311,889,939,79,923,118,751
5,35,880,503,132,142,548,118,62,165,616,726,146,480,204,91,89,310,290,691,157,409,114,643,191,38,98,359,748,905,662,943
98,142,690,87,820,668,262,745,533,311,62,871,355,414,31,832,643,445,927,853,332,379,222,602,740,737,590,447,404,687,797,461
144,889,799,871,816,174,165,480,840,756,133,222,937,860,44,99,763,62,142,269,712,822,282,943,326,212,969,636,559,410,681,235
