792,765,58,968,778,702,62,342,9,756,378,624,20,810,326,526,492,715,142,324,295,785
588,321,62,721,728,724,628,197,105,756,106,829,582,16,410,428,621,445,480,597,142,609
81,326,221,790,587,62,374,323,617,447,144,269,908,83,924,626,813,9,581,480,165,52
480,662,688,695,634,573,51,881,813,341,134,577,16,142,414,326,369,712,583,612,299,0
789,480,183,645,142,591,832,79,923,62,155,492,791,243,588,84,55,889,746,23,585,682
36,482,62,264,447,142,79,374,143,166,956,881,343,432,16,326,571,810,333,428,187,323
323,70,7,659,445,550,247,957,16,132,792,173,56,341,645,915,864,409,924,142,494,871
58,142,458,376,163,301,810,159,546,583,645,782,837,326,792,323,705,196,638,445,604,160
787,269,935,813,756,645,984,294,782,261,432,165,837,977,947,668,814,677,273,326,445,188
105,326,62,472,16,752,492,345,680,494,681,142,214,868,909,375,568,222,377,273,702,45
890,414,678,212,717,475,174,374,581,983,52,49,943,326,335,256,604,257,982,222,746,188
618,514,756,446,305,864,813,142,34,197,245,980,358,222,889,959,269,702,14,525,385,532
648,171,416,875,739,887,646,374,781,323,619,947,853,835,23,864,711,596,430,613,497,81
482,287,882,690,770,64,79,342,593,294,402,62,326,837,111,237,892,348,354,403,91,569
813,445,742,709,810,269,440,791,587,16,713,182,216,667,979,466,222,175,678,39,458,404
209,779,62,523,733,8,896,445,142,970,335,838,103,197,859,46,746,875,385,745,287,677
486,460,695,765,791,326,446,142,876,581,164,287,671,56,324,369,514,62,729,756,480,646
450,62,482,161,303,294,947,526,723,980,142,165,323,759,279,875,802,209,222,634,658,695
326,339,588,445,99,566,319,222,982,68,79,667,533,482,87,756,578,779,813,254,960,475
326,257,564,970,56,161,376,793,682,579,16,62,597,354,748,821,142,550,222,892,233,154
53,756,633,62,492,737,612,142,875,541,297,445,447,666,134,890,132,269,695,326,298,44
294,668,16,27,155,733,854,975,212,696,700,47,618,83,934,190,641,865,62,797,45,508
142,269,851,889,784,146,492,234,681,240,703,222,822,16,810,981,375,0,559,571,480,569
62,911,165,813,777,71,756,700,16,746,278,788,853,628,142,952,733,637,529,810,409,323
62,326,49,813,480,279,194,782,439,621,691,323,946,158,345,921,636,943,648,668,58,810
756,143,315,480,783,428,79,707,293,113,681,628,95,755,323,581,907,918,23,779,765,165
375,943,250,44,571,889,89,281,4,326,279,650,222,661,488,422,77,128,367,62,408,83
693,533,643,599,87,171,521,445,921,889,52,323,142,645,539,358,728,453,16,648,62,458
700,746,552,314,732,323,833,480,62,492,636,714,222,706,87,300,485,482,445,91,299,889
668,411,251,480,875,0,155,241,115,142,810,645,814,889,269,514,64,7,974,222,323,447
300,821,651,458,222,482,146,738,703,324,323,593,44,792,142,937,668,756,62,538,161,238
62,438,188,374,390,968,853,669,696,697,142,326,87,217,747,269,359,289,940,447,543,0
62,332,583,142,892,484,55,595,822,482,779,144,92,791,376,751,119,909,441,245,631,813
294,618,83,16,142,358,114,44,666,634,495,27,326,845,810,827,14,287,756,177,454,886
20,810,789,881,375,368,889,300,323,490,62,142,17,818,269,457,708,809,225,668,760,409
270,533,818,217,947,16,655,641,790,68,142,375,440,344,296,405,188,889,62,756,91,491
695,540,144,979,233,931,895,779,300,757,62,367,937,977,874,480,583,813,961,52,550,334
627,49,673,499,142,482,144,52,948,816,982,746,62,864,907,475,809,533,815,588,378,624
62,56,411,790,635,876,299,447,984,467,881,480,16,695,120,949,269,603,814,287,875,81
931,479,648,142,330,62,392,16,858,73,813,763,76,756,129,977,287,83,808,864,53,420
918,495,236,574,16,269,501,330,471,480,599,568,62,142,412,312,849,445,95,864,155,955
62,409,515,757,326,144,466,83,142,792,645,133,550,649,256,784,17,323,969,29,184,664
524,378,323,231,81,165,187,908,983,637,62,551,533,113,756,693,760,581,222,269,879,142
746,406,142,62,378,478,140,810,28,894,732,102,875,270,461,98,26,447,864,982,482,792
179,144,165,56,128,761,681,217,389,142,376,234,781,679,5,656,445,643,375,267,447,612
442,142,326,17,947,479,881,910,269,16,691,579,482,132,38,181,714,51,144,977,746,864
217,323,417,919,196,260,269,156,702,821,326,482,519,957,62,457,624,703,89,871,142,70
142,323,39,859,695,118,470,550,326,102,575,895,910,952,934,77,526,269,191,62,453,298
62,326,207,142,919,345,810,414,557,45,790,889,645,983,475,955,956,813,323,260,628,280
142,903,234,756,950,971,244,429,466,615,533,269,482,560,374,898,695,947,29,219,62,517
147,142,682,332,144,637,176,238,808,62,531,588,440,790,197,348,492,34,91,718,810,813
534,497,727,834,854,981,62,133,603,358,348,68,652,701,955,732,10,970,790,892,364,864
326,813,142,16,977,38,864,89,853,684,8,165,560,833,550,220,834,45,746,91,900,445
326,296,976,182,297,26,889,797,495,680,829,632,405,175,238,728,409,91,972,151,269,62
749,581,251,515,974,39,62,142,618,133,241,301,979,680,151,587,781,1,748,295,326,527
145,694,582,261,892,816,511,172,482,142,409,792,62,983,583,458,127,343,291,432,947,472
56,332,353,151,31,67,222,732,964,907,931,59,323,260,95,261,881,733,756,686,33,924
