62,81,364,746,875
600,956,480,174,810
330,324,880,569,91
695,496,853,834,147
326,340,98,680,445
548,619,813,387,864
426,62,326,142,781
466,165,302,889,184
62,326,378,440,222
35,326,222,864,323
833,634,65,142,545
482,948,889,903,564
319,981,790,445,770
80,915,79,142,326
269,889,780,151,952
142,167,634,756,875
571,892,269,83,62
348,445,62,935,212
62,489,708,833,567
142,193,62,787,819
418,166,374,269,889
878,56,737,142,636
947,905,406,142,488
482,326,329,860,596
409,241,698,165,983
926,87,792,348,867
300,890,292,101,323
324,818,326,79,955
405,656,118,93,62
122,645,19,576,405
142,222,323,467,799
975,142,698,16,270
142,626,9,812,835
482,76,756,889,23
269,685,406,62,568
241,329,401,923,546
176,326,184,668,345
979,886,245,915,618
689,820,157,761,813
367,161,618,680,636
343,803,287,40,326
16,739,926,548,44
785,764,62,800,733
62,354,274,142,702
222,57,603,968,478
733,860,326,975,217
52,407,445,545,62
975,756,216,837,369
144,176,889,196,142
327,20,684,389,181
142,584,821,62,435
276,295,144,596,323
166,295,165,509,938
810,668,301,43,322
552,881,946,706,217
442,875,494,291,632
592,116,618,528,81
118,526,846,213,107
269,219,268,165,794
332,668,681,582,596
416,977,719,256,511
939,482,890,738,323
747,108,42,295,838
326,732,548,822,885
813,648,971,323,294
546,392,329,227,439
760,232,245,938,781
937,453,526,819,269
489,739,324,62,269
892,269,585,983,523
773,645,92,33,160
668,932,736,984,634
507,222,16,779,225
481,269,889,209,888
293,267,851,668,695
648,892,279,308,955
0,243,345,639,779
118,87,746,979,138
931,423,440,867,337
62,889,585,277,66
166,445,168,142,934
562,222,737,977,374
62,515,440,810,142
45,388,142,982,56
977,881,89,676,0
323,497,142,217,889
580,769,256,543,526
142,374,602,864,87
684,907,863,326,622
899,451,651,141,295
326,61,790,272,697
142,278,883,844,573
884,375,834,544,697
783,587,970,392,632
533,938,489,810,178
142,931,329,977,842
462,287,790,90,756
775,269,33,164,315
889,457,120,321,269
810,341,142,331,778
533,443,341,889,401
813,892,291,252,37
808,779,365,142,670
656,385,48,732,744
142,482,600,739,81
84,16,142,634,323
844,981,909,296,227
62,786,383,142,469
977,875,756,892,618
485,813,618,326,269
165,802,746,729,482
143,889,0,74,741
184,323,19,810,892
154,552,751,598,638
144,355,440,813,222
892,142,620,492,819
782,779,938,637,889
149,265,932,808,296
62,695,113,703,467
482,515,28,323,378
16,126,445,571,222
38,282,397,823,695
33,970,595,410,207
518,812,405,838,222
585,326,248,62,933
492,798,783,410,538
95,44,645,668,765
571,87,142,348,509
636,256,222,294,484
695,407,58,810,151
950,56,551,16,507
29,216,445,375,165
592,16,695,514,806
668,142,862,810,304
480,581,457,38,142
969,144,263,853,62
746,62,144,756,642
761,381,355,326,475
115,692,0,636,615
460,384,480,91,142
323,165,116,45,643
839,779,533,523,23
738,62,494,750,530
338,308,323,0,431
203,144,142,719,439
326,705,61,410,810
62,173,302,720,620
779,700,54,813,222
667,846,533,161,756
222,39,744,144,332
433,142,765,710,268
862,627,311,251,51
338,376,256,174,467
295,805,701,87,482
571,326,931,281,348
340,468,810,142,470
977,363,548,142,705
62,169,438,881,50
62,857,695,191,535
514,146,119,472,163
95,581,261,49,311
144,416,33,533,983
762,643,323,10,756
746,142,889,482,785
144,222,62,83,240
593,146,56,87,259
294,117,559,142,646
754,492,280,873,241
326,282,476,155,632
175,810,445,279,950
142,62,191,482,377
472,569,294,929,385
576,501,269,634,480
205,26,786,892,621
185,297,548,379,300
