859,21,907,308,772,442,56,935,603,872,889,128,291,133,924,668,62,269,16,17,406,45,222,209,0,875,323,142,552,833,705,900,445,326,864
875,91,62,1,305,969,779,174,297,375,194,533,813,960,482,462,34,216,26,142,447,269,982,620,559,890,762,480,703,808,378,537,810,165,14
261,354,295,62,157,326,926,413,528,495,442,623,165,745,892,215,41,714,480,345,492,460,1,970,409,779,447,142,859,810,489,222,875,645,899
78,445,838,937,374,480,643,956,907,674,521,482,385,289,245,668,926,294,466,729,775,62,420,487,588,646,618,810,881,655,703,89,475,747,929
727,810,761,142,410,422,61,842,454,730,345,279,50,480,323,62,960,147,220,269,369,580,889,871,533,765,537,585,781,334,875,183,10,19,265
967,142,16,966,592,323,165,231,703,20,53,971,269,62,809,634,582,91,833,950,636,46,602,335,559,889,300,836,779,885,757,38,916,864,445
326,748,294,476,91,921,405,781,33,847,594,51,853,779,745,653,144,250,193,837,841,207,465,261,378,135,723,19,880,648,290,772,883,105,367
269,879,559,159,636,859,113,983,389,410,144,566,860,323,982,326,62,639,768,203,186,114,156,192,699,832,79,875,480,627,822,479,305,695,595
142,309,285,792,406,950,369,378,548,54,79,212,970,310,292,62,9,596,497,864,239,323,563,146,78,200,193,749,821,215,918,947,588,269,544
482,889,810,689,287,892,728,909,906,412,439,87,955,62,537,898,300,469,324,854,144,825,183,326,851,429,982,984,10,445,975,56,859,323,756
710,118,62,634,360,672,142,269,222,578,983,644,264,809,699,714,643,813,921,27,695,538,133,631,534,442,401,170,528,533,16,741,41,3,144
280,174,732,56,62,975,346,523,326,668,651,964,578,775,193,593,942,673,122,875,947,839,269,302,824,270,930,926,533,133,889,676,245,938,778
261,142,703,320,469,977,843,501,559,269,975,792,529,445,842,514,242,756,819,276,165,921,40,676,864,62,0,314,844,555,618,462,56,368,74
155,261,580,56,699,889,193,634,0,26,681,877,482,174,821,977,583,779,120,359,559,62,228,222,150,741,189,175,445,88,797,434,269,807,858
267,127,269,698,889,160,920,847,165,808,62,90,670,813,243,445,56,142,79,785,145,290,403,859,681,792,810,222,240,38,216,840,241,221,363
835,736,260,323,165,466,482,522,106,62,950,203,472,294,557,65,335,480,26,645,703,512,295,226,728,694,222,348,445,269,585,326,740,91,137
746,246,638,62,81,840,329,142,446,776,628,16,514,406,658,116,649,899,452,835,480,921,323,636,892,728,703,468,89,311,340,777,257,315,645
428,165,18,612,559,294,16,44,62,61,0,889,297,523,323,474,514,699,138,570,473,930,83,578,377,32,571,79,445,715,360,695,14,566,446
108,957,492,800,241,323,142,542,76,695,345,482,638,62,809,146,666,625,489,643,669,290,368,326,37,16,547,889,79,880,24,222,410,875,611
142,588,445,514,88,732,99,268,759,568,617,810,338,452,33,979,748,14,467,699,134,947,333,583,45,295,548,103,915,415,16,21,354,875,457
79,269,812,515,165,914,62,550,504,329,843,970,323,627,548,785,142,756,449,118,447,257,774,983,840,445,879,164,501,979,462,74,809,703,291
929,652,864,179,903,24,323,128,756,58,55,91,161,813,269,45,758,229,328,56,546,550,88,909,163,645,810,248,668,752,769,165,977,62,638
62,586,116,788,977,889,602,875,142,165,885,548,740,113,966,482,746,91,559,153,724,144,922,728,324,451,706,809,516,300,222,821,49,57,908
159,779,144,152,577,323,38,688,447,969,943,832,338,445,959,610,676,62,332,172,140,16,893,659,690,605,668,864,120,847,643,588,142,567,269
50,66,166,643,16,668,889,338,151,410,142,533,553,881,326,354,850,891,825,871,596,466,482,0,728,840,808,62,682,864,680,456,447,144,586
699,928,792,732,321,52,565,165,142,916,771,931,903,569,585,829,449,257,92,26,222,98,799,480,62,269,440,516,892,298,146,969,910,779,326
875,899,142,194,504,16,639,955,865,825,56,565,953,118,558,326,642,33,293,785,568,337,892,695,969,465,457,914,412,8,0,277,123,480,938
142,326,47,810,636,756,757,445,223,204,809,222,323,346,728,146,62,105,821,61,752,533,40,308,416,892,618,329,634,385,560,287,672,969,24
542,23,323,979,52,151,142,921,810,703,238,682,695,16,909,512,797,892,345,215,297,366,482,658,144,446,224,153,363,329,62,705,222,756,278
772,242,479,966,28,659,222,164,766,407,618,82,326,752,69,38,133,79,888,142,324,703,340,943,165,889,88,16,952,307,756,938,638,669,62
142,668,368,821,326,16,892,542,165,240,26,917,603,958,181,980,482,458,33,99,889,690,845,62,523,283,578,355,87,492,318,340,728,701,332
315,480,146,445,725,345,733,62,608,797,900,795,269,482,184,832,410,881,907,744,38,550,48,828,248,650,294,475,161,33,56,308,319,291,812
957,573,62,235,411,685,756,380,310,931,323,17,165,646,889,367,648,618,462,875,222,797,900,587,16,939,947,91,881,445,977,709,966,52,680
42,636,424,165,144,385,480,603,16,558,535,93,718,198,289,184,62,935,656,898,326,491,135,714,269,447,76,79,955,329,55,54,142,648,775
533,253,445,146,142,943,259,155,756,417,912,323,201,518,169,872,131,876,514,846,62,585,864,546,215,983,803,467,326,120,932,3,809,660,744
480,673,62,905,632,733,87,402,24,16,813,269,889,960,756,737,163,693,348,684,172,494,326,968,142,969,146,291,323,447,744,477,449,680,943
62,838,559,222,16,975,98,296,748,874,193,725,142,492,284,979,357,583,828,961,377,479,46,260,984,1,620,983,323,326,962,231,832,552,969
667,445,92,791,375,134,949,813,142,889,291,728,537,164,482,977,810,959,62,464,10,829,44,116,81,746,323,865,191,240,32,687,543,797,480
332,695,447,453,480,576,810,889,326,144,482,264,77,634,825,12,475,255,323,295,142,251,669,16,535,135,222,533,457,797,909,920,942,101,762
445,823,91,889,441,551,16,56,165,578,62,668,977,768,99,79,813,464,269,173,691,410,930,914,379,404,434,909,385,879,921,303,241,952,10
136,447,605,699,294,979,38,231,777,134,445,678,515,225,69,142,426,457,242,508,326,269,983,303,609,853,845,977,736,739,361,62,783,343,756
146,406,508,144,40,259,275,445,222,105,323,555,142,210,889,975,748,779,164,956,174,668,62,881,475,61,185,495,459,497,712,858,84,911,788
283,323,790,483,62,514,409,56,649,983,369,648,938,174,146,142,581,924,744,795,542,767,149,944,272,695,929,703,87,310,530,16,311,491,64
62,648,421,445,952,699,646,579,189,492,881,261,144,347,142,681,17,269,526,597,905,466,249,103,16,609,633,326,791,979,797,20,323,960,93
908,332,409,552,627,62,280,890,975,269,853,779,892,777,302,222,246,595,445,155,854,447,641,45,72,97,142,907,457,338,333,947,282,348,385
719,680,482,859,634,142,132,766,21,783,260,153,222,90,332,533,907,347,528,774,452,354,943,93,62,475,323,695,289,757,419,318,792,109,16
952,38,645,634,772,395,533,603,578,648,258,532,889,144,209,409,810,590,685,700,615,146,381,62,466,835,430,281,228,222,408,482,405,446,370
783,875,649,14,854,149,165,573,155,972,142,151,517,342,329,767,558,483,62,43,810,308,78,47,445,853,931,685,202,691,93,918,963,632,0
326,756,864,474,222,634,482,274,445,142,684,62,269,273,411,540,879,623,620,291,421,20,641,492,165,551,854,19,733,92,907,57,323,785,452
269,982,324,69,565,297,934,167,334,109,70,21,287,323,62,943,577,250,447,814,154,583,144,695,445,457,1,374,636,671,813,896,142,354,255
269,259,329,817,142,782,127,634,378,296,62,756,369,827,820,620,536,87,215,482,859,726,645,909,323,438,267,692,548,56,748,819,457,586,466
585,269,661,892,33,165,302,289,660,875,250,907,492,323,810,889,868,535,760,98,685,333,458,223,440,110,150,62,475,447,190,710,821,842,332
821,152,189,457,142,16,797,315,569,345,655,389,781,301,80,606,79,333,91,938,681,307,956,672,810,552,267,126,972,748,431,323,146,482,930
142,62,89,179,52,847,213,744,918,91,701,864,152,434,243,792,326,165,192,419,76,791,212,445,402,971,482,861,689,495,27,728,504,875,905
62,598,74,892,809,533,142,45,139,235,669,326,748,40,16,351,89,952,695,947,512,134,668,514,918,372,596,300,405,813,540,523,929,66,889
222,497,501,668,681,707,920,779,409,223,226,482,699,618,929,756,151,291,759,376,813,633,910,62,806,918,144,135,187,142,870,509,695,326,559
870,56,294,810,889,269,341,445,641,462,16,142,14,62,693,875,533,261,287,978,70,620,619,967,559,297,835,323,236,649,19,127,581,90,552
631,109,718,775,25,142,244,483,457,881,764,553,28,405,708,779,369,48,684,568,467,480,62,345,72,571,557,641,615,433,531,326,136,822,34
889,854,550,748,269,482,91,728,16,273,142,548,533,94,610,892,537,212,165,581,222,389,700,56,79,929,794,62,681,308,23,799,813,333,95
