573,56,277,616,16,323,854,340,295,482,756,79,472,62,962,770,357,44,291,632,977,230,638,829,552,451,889
960,445,89,416,599,142,533,165,151,492,269,910,232,656,606,375,11,248,255,801,324,559,482,326,614,480,198
546,16,775,142,148,754,458,482,494,747,889,385,301,645,810,756,689,62,285,728,983,853,175,618,222,269,831
747,248,574,844,169,875,16,326,813,538,829,756,66,207,721,142,217,699,482,533,15,867,321,864,338,384,968
62,699,548,864,819,294,466,721,410,557,253,142,4,326,44,424,730,16,237,546,269,445,144,900,889,792,80
201,221,918,875,162,62,142,748,269,762,813,378,514,16,135,620,499,980,447,871,180,275,207,605,222,220,889
821,696,180,695,375,445,668,326,165,287,295,163,805,16,516,62,267,245,814,849,957,571,178,572,892,142,682
295,482,484,87,62,889,10,445,776,815,332,340,56,756,91,694,847,369,813,222,938,81,918,957,347,886,668
333,889,135,960,421,810,712,764,79,695,405,62,482,26,681,934,790,821,142,791,165,0,452,918,779,323,871
16,404,464,482,338,204,756,161,142,144,843,258,151,850,575,269,303,541,62,775,247,330,369,972,667,82,790
797,142,279,56,323,482,873,26,101,269,509,338,62,480,675,535,475,843,295,23,684,977,738,268,668,810,752
610,475,269,957,889,405,16,272,326,695,354,142,241,550,838,445,490,312,928,892,582,62,295,480,1,810,56
16,533,324,207,783,222,898,326,165,581,345,234,62,294,693,909,480,837,645,550,440,332,142,91,703,792,973
569,165,557,327,142,103,865,712,62,244,91,181,654,155,710,460,810,768,515,326,705,798,853,732,385,21,552
836,219,402,875,809,62,266,689,646,687,23,326,269,779,848,515,919,634,810,447,350,577,710,207,952,535,99
551,924,144,756,113,889,977,275,360,460,482,62,800,96,326,955,626,92,142,850,402,637,592,351,58,323,477
579,548,414,226,963,823,32,16,558,838,809,779,174,379,198,377,204,909,338,695,163,756,223,821,918,870,849
962,846,329,142,144,87,792,323,222,62,514,490,479,777,821,798,21,468,326,467,290,10,81,160,16,881,672
748,247,782,62,931,495,858,305,340,810,43,142,889,798,834,326,447,77,222,954,269,329,526,381,23,165,756
889,62,668,254,977,573,565,620,854,478,881,338,596,223,26,576,550,928,226,406,102,797,10,138,695,445,108
62,717,482,695,74,619,724,703,434,499,739,17,266,725,514,253,357,279,339,885,873,728,218,955,786,142,305
142,602,332,62,178,663,668,235,794,785,17,956,165,482,333,282,721,574,695,913,612,889,348,810,957,480,636
889,295,75,194,641,445,911,62,10,38,244,275,354,324,461,615,41,439,813,287,632,929,777,742,142,23,57
256,294,648,606,921,864,142,342,478,447,7,356,62,269,324,856,323,756,315,984,52,129,300,889,674,224,783
810,403,62,909,165,261,155,480,711,889,370,785,728,91,170,646,74,374,67,485,795,376,491,142,952,5,14
185,340,357,456,139,614,495,785,634,892,118,781,76,58,756,34,186,109,969,168,62,142,569,222,41,697,482
217,652,445,447,749,68,409,62,868,533,627,551,463,16,889,81,956,354,929,410,724,734,810,492,279,668,796
482,756,903,270,399,810,252,165,261,808,363,588,269,899,376,475,323,813,142,728,410,889,563,45,783,62,305
900,318,983,142,177,193,232,445,889,816,630,226,323,151,977,599,568,134,99,62,144,326,918,16,446,155,724
16,142,440,445,452,359,952,602,62,697,892,79,15,144,326,264,68,674,442,43,889,24,438,135,566,949,150
426,810,247,943,16,881,638,62,315,889,832,142,109,445,720,441,581,747,414,101,695,60,339,447,405,331,192
889,142,62,480,245,269,155,482,158,405,906,23,153,443,79,790,25,950,213,56,99,813,756,106,326,526,222
237,491,142,87,854,323,291,646,596,666,971,222,307,695,907,466,423,235,558,620,864,445,482,488,378,16,899
231,89,846,889,245,248,202,522,586,668,260,632,21,222,576,142,269,466,672,590,224,120,858,62,681,918,726
743,521,827,615,457,756,367,209,813,529,56,165,142,568,783,308,810,87,944,14,9,323,269,62,248,412,462
16,234,375,937,889,571,765,357,326,269,791,776,64,516,931,231,0,142,982,279,606,499,144,746,690,10,681
691,222,943,142,288,420,213,120,14,634,709,62,874,602,561,167,821,466,971,74,282,203,636,20,290,775,813
333,457,62,955,667,269,445,956,442,509,187,330,144,889,387,719,695,926,776,42,326,576,165,203,323,826,864
165,250,392,699,387,62,151,222,596,913,493,789,889,106,1,810,781,21,277,969,757,375,16,662,373,737,859
348,895,700,756,821,748,153,62,241,529,255,29,701,533,409,635,144,324,269,203,319,494,627,294,142,846,668
165,248,177,581,695,503,606,703,245,142,87,666,726,495,970,124,918,882,146,698,532,222,633,756,181,198,273
62,445,756,142,413,889,160,680,32,706,952,133,649,559,326,703,353,934,961,269,340,16,850,79,696,229,447
105,427,0,482,733,748,231,142,821,165,892,831,848,915,144,581,526,699,146,134,317,304,305,219,744,326,954
514,812,703,983,326,34,214,72,152,656,199,142,828,617,465,55,854,921,668,482,858,110,569,943,90,160,376
405,813,790,178,682,287,568,62,283,142,867,421,775,173,183,384,766,485,563,386,615,16,132,564,475,165,296
668,172,813,977,16,465,252,717,832,681,190,375,891,865,139,52,703,502,880,514,287,142,371,969,825,62,467
16,480,374,290,62,314,429,142,923,846,165,482,813,19,955,661,971,864,170,587,588,495,773,942,197,334,33
977,190,826,99,457,552,634,695,480,588,62,905,548,810,412,257,651,615,672,265,16,299,142,822,165,748,808
326,466,728,445,142,762,779,695,222,785,810,854,972,41,548,911,447,143,864,351,756,62,245,409,460,16,308
239,344,875,749,801,756,555,60,643,765,410,297,791,889,441,32,648,414,269,142,222,287,535,789,87,44,514
244,889,482,649,62,379,508,168,445,268,269,679,235,533,142,151,161,830,569,163,810,790,10,56,711,0,691
62,323,546,889,659,457,326,612,248,752,813,226,981,596,699,42,700,451,485,816,354,721,785,445,947,737,142
896,756,387,109,181,550,783,808,247,809,915,249,850,864,466,909,329,952,746,405,440,16,688,813,62,678,789
813,333,445,775,696,900,166,309,645,545,792,443,142,593,746,904,41,62,326,585,695,374,889,21,892,294,590
468,110,666,183,638,921,142,790,449,977,445,62,329,853,792,396,698,222,100,467,942,0,783,832,649,480,173
62,44,889,748,782,439,445,142,969,128,679,495,33,975,733,248,329,800,837,16,56,892,356,215,458,522,115
457,678,501,169,959,165,475,968,533,610,641,385,209,88,142,908,342,375,861,326,625,943,269,499,921,602,864
577,447,62,388,269,785,17,33,949,744,387,889,333,38,605,142,628,523,468,96,2,890,955,715,813,676,409
142,62,716,318,222,429,813,596,555,634,177,514,581,786,558,746,358,889,482,892,480,367,447,899,838,329,955
538,70,16,822,147,142,480,970,457,323,596,638,333,165,562,357,197,976,334,838,791,612,435,196,975,472,810
94,447,146,441,240,61,746,892,515,83,432,168,765,421,62,715,394,480,738,810,718,78,451,142,501,16,165
733,938,409,860,385,603,604,482,142,475,970,950,62,348,964,550,218,438,376,412,713,373,59,294,569,21,777
668,62,234,443,165,681,430,208,155,559,43,137,273,775,613,354,412,785,135,838,516,601,823,16,139,198,783
167,854,453,62,142,392,482,480,165,222,25,16,653,367,524,354,466,963,813,861,702,548,898,666,240,0,680
889,631,448,445,795,142,870,32,947,509,241,792,823,854,146,218,390,604,769,748,498,62,269,21,324,16,222
186,142,110,682,424,837,269,681,10,756,875,513,62,467,480,375,764,134,26,889,16,739,813,636,345,445,323
480,142,789,813,91,433,473,62,12,916,501,746,905,326,854,161,222,10,165,618,494,312,33,333,354,530,848
142,627,163,93,615,257,495,921,345,357,16,482,513,144,62,807,527,748,507,323,326,197,529,245,892,24,356
142,191,466,883,821,2,638,358,53,889,23,0,315,62,51,323,241,518,903,970,628,269,91,56,645,950,703
101,766,245,733,142,909,62,242,983,581,231,892,457,668,429,817,969,900,941,269,522,293,756,864,359,813,516
131,823,538,467,666,62,144,728,295,756,226,488,909,704,16,98,222,210,345,446,634,421,81,903,56,269,34
675,952,779,142,326,621,16,294,100,509,480,926,803,202,354,14,748,0,482,472,231,335,974,821,797,977,144
142,385,474,269,55,370,16,62,779,689,99,550,889,695,326,978,452,172,756,179,19,165,144,521,900,203,981
946,786,604,654,62,192,445,45,847,648,261,144,142,343,631,252,155,955,724,774,267,212,118,967,109,779,643
612,165,785,142,898,550,480,445,228,196,222,558,810,167,245,213,392,879,710,679,62,740,127,744,919,411,315
142,135,740,718,269,634,783,922,875,14,326,499,348,860,16,552,246,660,168,543,62,56,385,865,230,482,87
329,16,903,10,577,301,165,118,815,587,959,59,427,680,62,453,161,702,193,695,189,733,326,299,905,909,285
817,363,445,470,326,628,756,577,480,859,285,182,166,746,222,813,791,906,0,68,646,871,926,251,668,62,724
828,790,150,445,172,345,2,962,410,813,428,892,155,225,659,137,269,874,61,588,889,62,751,435,581,821,294
682,363,596,492,756,62,390,612,413,524,269,67,210,848,782,515,588,892,233,509,514,743,438,56,565,134,754
157,142,918,523,977,282,482,948,666,323,756,338,558,548,460,165,16,475,467,144,639,850,561,645,305,62,39
183,977,445,711,629,62,89,585,326,832,419,743,638,813,52,601,258,400,979,391,480,323,0,142,191,16,127
803,95,142,748,606,918,155,756,269,183,578,81,77,166,236,222,779,480,668,446,380,879,291,624,653,666,135
155,142,323,62,926,781,245,571,627,837,466,491,872,107,440,881,810,645,983,899,218,95,526,543,269,821,577
348,482,65,606,790,0,889,966,69,572,194,329,756,834,854,445,803,115,322,468,783,410,712,294,174,836,338
406,261,503,142,167,479,326,45,935,410,767,754,810,269,136,837,62,324,929,892,264,514,107,16,713,558,698
219,62,790,323,578,782,585,223,968,548,751,142,77,43,630,79,470,52,174,949,892,709,56,475,604,183,537
142,285,62,705,424,183,577,16,193,947,445,854,7,480,150,311,548,161,716,533,620,269,441,194,779,853,746
40,779,340,336,889,53,615,608,829,142,587,303,27,326,205,243,958,252,341,87,617,492,618,62,482,328,323
65,103,983,157,810,445,638,533,848,863,518,703,480,142,479,844,921,150,70,873,429,87,271,323,56,326,618
934,724,909,445,406,903,62,634,270,983,142,159,222,853,681,401,588,754,10,810,782,171,341,0,889,269,649
760,146,931,832,558,171,62,960,892,695,621,447,269,142,300,907,385,225,546,165,840,445,144,528,970,977,475
32,56,304,63,790,376,375,952,326,958,76,480,44,415,53,889,746,895,177,841,482,204,305,409,16,445,668
222,812,56,952,756,188,769,577,819,272,694,486,196,191,14,881,616,294,813,326,612,269,482,635,300,16,899
897,810,142,41,269,10,514,623,81,165,504,695,409,480,684,129,144,500,806,239,248,492,972,625,728,28,428
955,821,779,12,338,44,155,465,747,952,142,191,937,710,685,780,219,146,16,651,628,96,105,495,323,804,922
142,326,254,889,9,78,792,756,480,345,785,62,731,385,16,99,494,406,781,721,544,514,695,251,332,386,135
261,541,523,559,756,62,16,864,276,323,269,457,566,641,142,475,25,674,886,514,222,482,233,821,54,785,424
733,577,405,885,981,315,514,16,62,282,941,779,108,129,932,788,445,588,458,361,810,819,913,269,790,11,79
480,241,703,129,62,574,864,56,955,634,323,875,777,881,144,196,300,142,406,2,70,16,431,899,345,204,81
269,418,144,871,836,826,948,700,294,469,336,746,55,546,668,648,813,482,260,864,583,351,109,173,514,265,892
681,125,402,5,851,162,300,16,548,757,790,23,202,643,142,875,638,222,934,445,345,187,73,538,522,766,910
285,445,864,165,405,575,883,62,478,606,845,779,786,790,255,964,684,273,437,369,312,75,526,409,546,744,146
142,228,832,523,791,34,223,375,732,482,668,56,480,457,578,294,323,909,62,122,930,569,410,10,864,492,326
142,457,557,375,775,300,514,428,326,826,634,728,252,569,813,146,637,783,256,900,935,744,928,550,357,27,645
921,950,522,472,165,827,655,114,343,533,742,445,969,809,220,983,424,957,627,587,62,412,87,142,16,810,225
514,458,212,340,0,890,282,142,16,119,333,571,62,808,501,378,467,792,91,27,480,165,482,578,756,602,956
