76,294,802,678,535,948,976,407,517,410,533,261,142,269,146,641,810,295,620,432,486,781,128,169,315,612,475,756,16,409,440,451,62,512,379,405,854,580,482,182,862,165,650,875,385,136
748,260,445,142,481,871,526,146,521,924,315,245,792,955,681,620,300,576,699,155,326,319,548,479,288,907,16,348,914,217,890,813,856,0,714,41,601,573,38,541,378,810,79,269,977,881
269,62,620,890,585,910,142,57,559,684,120,267,854,696,497,867,466,183,165,482,797,814,827,166,401,864,537,442,872,609,768,28,567,749,340,329,346,906,26,110,649,587,719,742,81,479
222,345,514,410,355,323,595,133,62,367,535,245,596,257,324,281,142,638,386,147,53,791,824,470,695,97,161,948,135,58,479,73,439,315,684,18,804,480,581,606,98,380,810,952,335,756
210,746,16,871,71,807,247,142,85,257,424,732,326,933,968,222,790,146,737,824,821,699,335,446,703,457,133,983,810,323,482,814,216,332,81,137,109,261,79,248,605,480,60,404,657,796
55,889,74,310,478,756,615,861,430,165,581,789,977,375,222,810,495,593,326,454,896,297,323,727,364,859,118,0,142,93,952,779,255,480,862,938,595,402,413,155,287,736,680,204,814,606
643,180,29,604,256,286,148,972,407,445,810,550,301,565,728,681,510,733,296,142,930,892,553,480,573,974,78,18,585,860,221,668,524,889,969,676,698,834,767,909,779,357,171,499,756,269
853,326,883,744,926,419,938,963,445,231,567,16,458,845,84,581,823,644,203,241,697,5,459,790,142,810,424,909,62,935,733,913,378,889,413,863,958,875,146,943,155,523,260,492,882,558
95,952,668,857,62,357,776,680,269,422,756,889,924,186,441,332,81,733,127,442,56,142,739,405,684,614,165,638,550,167,102,296,409,821,482,726,295,810,905,968,618,416,765,226,344,58
134,618,445,810,238,269,142,234,268,0,955,891,795,780,977,809,404,634,764,562,931,222,852,323,513,32,800,952,813,743,62,167,482,519,875,216,16,736,87,515,144,257,472,983,816,165
526,326,721,819,81,873,292,248,905,482,354,698,423,799,158,406,38,680,394,357,533,643,79,681,813,441,672,728,177,269,938,641,116,488,911,853,577,335,165,16,194,668,557,213,0,918
402,266,58,91,665,326,504,516,615,813,62,57,895,0,416,875,499,78,209,630,572,222,233,732,134,783,810,254,682,931,961,786,119,479,328,86,1,482,142,466,687,853,831,646,631,879
696,226,800,533,171,286,62,323,646,457,264,834,901,308,794,165,354,256,114,638,654,182,871,785,756,429,784,9,144,578,33,146,678,269,137,632,935,128,820,278,455,765,565,221,96,430
478,482,628,813,142,79,983,392,263,326,218,73,571,399,181,414,99,467,892,649,405,979,323,457,62,441,810,844,96,811,772,957,618,178,897,843,447,514,977,297,881,536,315,17,682,332
23,523,557,142,165,608,682,969,546,645,482,323,973,651,810,643,466,144,445,479,444,495,353,813,791,68,480,326,604,82,797,747,710,832,247,573,862,765,182,977,953,297,319,847,492,0
918,344,142,265,583,239,133,875,116,792,514,269,0,235,676,16,905,947,533,756,733,641,889,480,874,358,728,62,590,56,326,64,323,542,865,751,900,689,938,276,861,165,240,155,681,929
482,29,337,779,152,326,248,508,838,860,871,628,879,142,15,889,809,957,102,209,230,409,451,173,375,62,287,854,569,445,245,294,842,627,298,844,695,903,756,497,468,668,882,323,562,533
896,62,142,267,596,834,250,865,145,752,514,269,326,684,708,445,854,779,185,433,225,668,222,952,83,505,852,508,673,634,810,504,46,603,359,699,929,955,268,710,530,785,809,424,588,546
55,885,624,142,666,51,669,893,144,271,822,386,81,730,482,62,810,572,684,210,251,405,808,222,447,64,625,801,420,953,588,411,956,779,789,492,323,457,442,728,912,146,583,533,894,775
121,147,511,146,551,222,311,62,943,684,889,128,443,142,935,892,557,637,83,23,323,14,55,135,56,779,357,746,118,517,810,375,165,775,74,79,626,773,781,480,341,326,864,602,738,76
585,511,756,294,16,142,480,772,269,73,384,668,89,492,108,182,680,475,233,695,559,627,0,946,383,323,40,354,482,166,144,810,777,650,977,907,409,792,292,636,791,776,172,62,296,441
482,543,695,746,411,475,142,609,358,326,146,62,128,549,949,631,16,452,19,87,56,195,341,534,598,920,203,445,86,174,173,270,457,165,538,889,634,269,364,44,523,581,241,560,790,661
684,952,91,196,695,142,879,141,62,339,482,10,344,116,838,393,461,673,910,56,380,756,955,335,155,833,260,587,522,151,733,323,872,240,75,853,828,55,622,859,447,635,70,445,33,207
931,369,621,933,728,482,144,234,938,645,151,785,261,17,675,797,643,695,142,919,148,87,29,777,560,638,269,875,222,62,494,515,209,264,445,792,215,52,746,96,795,475,634,790,16,447
429,596,711,864,695,863,558,813,756,330,142,546,269,493,840,62,894,663,604,165,618,409,889,698,810,917,682,557,378,528,906,862,338,790,606,250,323,492,50,526,127,581,726,908,860,207
