gene1	gene2	jaccard index	pv (ws)
VPS13D	IGSF10	0.0	0.0334
VPS13D	MYO18B	0.0	0.0266
VPS13D	CRB1	0.0	0.0813
VPS13D	CACNA1S	0.0	0.0657
VPS13D	DNAJC13	0.0	0.0334
VPS13D	DNAH10	0.0	0.0136
VPS13D	YLPM1	0.0	0.0545
VPS13D	PDE4DIP	0.0	0.07
VPS13D	SVEP1	0.017857142857142856	0.0686
VPS13D	ZP4	0.0	0.0657
VPS13D	MYT1L	0.0	0.07
VPS13D	FNDC1	0.0	0.0813
VPS13D	CACNA1D	0.0	0.07
VPS13D	ZNF462	0.0	0.0391
VPS13D	KIF4A	0.0	0.0178
PRAMEF8	PIK3CA	0.0	0.0468
SFPQ	TTN	0.0	0.0586
KCND3	LRP1B	0.0	0.0898
AP4B1	PIK3CA	0.0029239766081871343	0.0271
AP4B1	KMT2C	0.0	0.0899
SYCP1	OBSCN	0.0	0.0414
SYCP1	CSMD1	0.0	0.0613
SYCP1	APOB	0.0	0.0565
SYCP1	PRKDC	0.0	0.0847
BCL9	MYO18B	0.0	0.0861
BCL9	DYNC1H1	0.0	0.0553
SETDB1	MYO18B	0.0	0.0861
SETDB1	KMT2D	0.0	0.0322
SETDB1	DNAH10	0.0	0.0541
SETDB1	UBR5	0.0	0.0813
SETDB1	KIF4A	0.0	0.0674
DARS2	CDH1	0.0	0.0228
ASPM	KIAA0319	0.0	0.0543
ASPM	KCNU1	0.0	0.0723
ASPM	PCDH15	0.017543859649122806	0.0817
ASPM	A2ML1	0.0	0.0847
ASPM	HECTD1	0.0	0.0247
ASPM	CFAP61	0.0	0.0543
ASPM	KIF14	0.0	0.0543
ASPM	FCRL5	0.0	0.0448
ASPM	CRB1	0.0	0.0351
ASPM	MAP3K1	0.042735042735042736	0.0335
ASPM	DNAH17	0.029411764705882353	0.0634
ASPM	PLXNA1	0.0	0.0723
ASPM	TACC2	0.017543859649122806	0.0817
ASPM	PTPRC	0.0	0.0847
ASPM	PLXNA2	0.017241379310344827	0.0668
ASPM	ADAMTS16	0.0	0.0847
ASPM	PCDHGA9	0.0	0.0847
ASPM	SEMA3D	0.017543859649122806	0.0817
ASPM	ALPK2	0.0	0.0847
ASPM	DST	0.03571428571428571	0.0467
ASPM	DNAJC13	0.017543859649122806	0.0817
ASPM	PCDHGA3	0.0	0.0543
ASPM	PTPRD	0.03076923076923077	0.1
ASPM	KNL1	0.0	0.0723
ASPM	CHD9	0.0	0.0247
ASPM	USP32	0.0	0.0543
ASPM	ANKRD12	0.01694915254237288	0.0597
ASPM	KDM6A	0.0	0.0166
ASPM	AFF2	0.016666666666666666	0.0486
ASPM	RP1	0.01694915254237288	0.0597
ASPM	UMODL1	0.0	0.0351
ASPM	SAGE1	0.0	0.0306
ASPM	SLC9C1	0.0	0.0723
ASPM	PDE3A	0.0	0.0351
ASPM	AHNAK	0.029850746268656716	0.0807
ASPM	SIPA1L1	0.0	0.0448
ASPM	THSD4	0.0	0.0723
ASPM	NCOA6	0.017543859649122806	0.0817
ASPM	SYMPK	0.0	0.0448
ASPM	FN1	0.0	0.0104
ASPM	DMXL2	0.0	0.00594
ASPM	CYP2A13	0.0	0.0723
ASPM	DOCK11	0.015625	0.0288
ASPM	CELSR1	0.0	0.0448
ASPM	CDH8	0.0	0.0306
ASPM	EP400	0.0	0.0306
ASPM	UPF2	0.0	0.0543
ASPM	ELP1	0.0	0.0723
ASPM	CNTN6	0.0	0.0448
ASPM	SVEP1	0.014925373134328358	0.0161
ASPM	TENM1	0.030303030303030304	0.0845
ASPM	FAT4	0.01639344262295082	0.0389
ASPM	IL1RAPL1	0.0	0.0723
ASPM	ZP4	0.0	0.0247
ASPM	MTHFD1	0.0	0.0847
ASPM	MYT1L	0.0	0.0306
ASPM	CCDC88A	0.0	0.0847
ASPM	SIDT2	0.0	0.0723
ASPM	WDR17	0.0	0.0351
ASPM	HERC1	0.016129032258064516	0.0374
ASPM	ATAD5	0.0	0.0723
ASPM	JADE3	0.0	0.0847
ASPM	ZC3H11A	0.0	0.0723
ASPM	MARK1	0.0	0.0543
ASPM	SCN2A	0.0	0.00677
ASPM	PCDHGA12	0.0	0.0847
ASPM	KCNQ5	0.0	0.0723
ASPM	PPRC1	0.0	0.0723
ASPM	SLCO1C1	0.0	0.0543
ASPM	ESYT1	0.0	0.0723
ASPM	UNC13C	0.016129032258064516	0.0374
ASPM	APOBR	0.0	0.0847
ASPM	WWP2	0.0	0.0543
ASPM	ZZEF1	0.0	0.0847
ASPM	JAK3	0.0	0.0847
ASPM	DYRK1A	0.0	0.0723
ASPM	CDKL5	0.0	0.0723
ASPM	ATP13A4	0.0	0.0847
ASPM	SLCO2A1	0.0	0.0847
ASPM	RGS7	0.0	0.0351
ASPM	NES	0.0	0.0543
ASPM	POLQ	0.0	0.0448
ASPM	LINGO2	0.0	0.0543
ASPM	PCDHA13	0.0	0.0543
ASPM	PTCHD4	0.0	0.0351
ASPM	USF3	0.0	0.0448
ASPM	DOCK5	0.0	0.0847
ASPM	ERCC6	0.0	0.0448
ASPM	DIAPH2	0.0	0.0847
ASPM	ZNF217	0.0	0.0847
ASPM	RREB1	0.0	0.0847
ASPM	FAM47B	0.0	0.0543
IGFN1	TP53	0.0029154518950437317	0.0627
IGFN1	GATA3	0.0	0.081
IGFN1	PIK3CA	0.002932551319648094	0.056
PM20D1	HMCN1	0.0	0.0961
OBSCN	DYSF	0.014492753623188406	0.0644
OBSCN	TTN	0.07407407407407407	0.0641
OBSCN	IGSF10	0.013513513513513514	0.0218
OBSCN	ADAMTS17	0.0	0.0414
OBSCN	TSC2	0.0	0.0497
OBSCN	SRRM2	0.0	0.012
OBSCN	EVPL	0.014705882352941176	0.0839
OBSCN	WDR7	0.0	0.0176
OBSCN	ADAMTS1	0.0	0.0414
OBSCN	LY75	0.0	0.0762
OBSCN	TBX3	0.03529411764705882	0.0449
OBSCN	COL4A6	0.014705882352941176	0.0839
OBSCN	TSHZ3	0.013513513513513514	0.0218
OBSCN	RTL9	0.014285714285714285	0.0549
OBSCN	F8	0.024691358024691357	0.027
OBSCN	RYR2	0.06451612903225806	0.0669
OBSCN	TLL1	0.0	0.0497
OBSCN	CRB1	0.014705882352941176	0.0839
OBSCN	ARAP3	0.0	0.0414
OBSCN	PIK3CA	0.059782608695652176	0.00603
OBSCN	RUNX1	0.03260869565217391	0.0171
OBSCN	OPA1	0.0	0.0762
OBSCN	LONP2	0.0	0.0762
OBSCN	LRP2	0.043010752688172046	0.0443
OBSCN	DNAH17	0.03571428571428571	0.052
OBSCN	DNAH7	0.012195121951219513	0.00443
OBSCN	PCDHA1	0.0	0.0192
OBSCN	XPO5	0.0	0.0497
OBSCN	EMSY	0.0	0.0762
OBSCN	KDM5A	0.0	0.0414
OBSCN	RBM26	0.0	0.0497
OBSCN	NRXN3	0.0	0.0192
OBSCN	XDH	0.0	0.0606
OBSCN	CACNA1C	0.02666666666666667	0.0704
OBSCN	CACNA1S	0.0	0.00753
OBSCN	SEMA3D	0.013513513513513514	0.0218
OBSCN	ZFHX3	0.0273972602739726	0.0989
OBSCN	ABR	0.0	0.0256
OBSCN	SLIT2	0.014705882352941176	0.0839
OBSCN	PCDHGA7	0.0	0.0256
OBSCN	KMT2D	0.034482758620689655	0.0344
OBSCN	ATP8B2	0.0	0.0414
OBSCN	CACNA1E	0.044444444444444446	0.0662
OBSCN	DHX9	0.0	0.0414
OBSCN	CNTN2	0.0	0.0762
OBSCN	MIA3	0.014084507042253521	0.0458
OBSCN	TPO	0.0	0.0606
OBSCN	RIF1	0.014705882352941176	0.0839
OBSCN	NCL	0.0	0.0256
OBSCN	UGT1A6	0.0	0.0256
OBSCN	SLMAP	0.0	0.0762
OBSCN	DNAJC13	0.013513513513513514	0.0218
OBSCN	FRAS1	0.02666666666666667	0.0704
OBSCN	FSTL5	0.0	0.0762
OBSCN	CEP72	0.0	0.0497
OBSCN	ADGRV1	0.033707865168539325	0.0221
OBSCN	ANKHD1-EIF4EBP3	0.014492753623188406	0.0644
OBSCN	PKHD1	0.0375	0.09797
OBSCN	COL9A1	0.0	0.0762
OBSCN	DNAH11	0.044444444444444446	0.0662
OBSCN	CFTR	0.0	0.0192
OBSCN	PTPRD	0.037037037037037035	0.0883
OBSCN	TAF1L	0.013513513513513514	0.0218
OBSCN	VPS13A	0.02702702702702703	0.0917
OBSCN	BAAT	0.0	0.0762
OBSCN	GRIN3A	0.0	0.0606
OBSCN	RET	0.0	0.0497
OBSCN	KAT6B	0.014084507042253521	0.0458
OBSCN	TNKS2	0.0	0.0606
OBSCN	LRRC32	0.0	0.0762
OBSCN	ATN1	0.0	0.0497
OBSCN	KCNH3	0.0	0.0762
OBSCN	DNAH10	0.012195121951219513	0.00443
OBSCN	CHD8	0.014084507042253521	0.0458
OBSCN	CDC42BPB	0.0	0.0176
OBSCN	GLYR1	0.0	0.0762
OBSCN	ITGAX	0.014705882352941176	0.0839
OBSCN	ABCC12	0.014705882352941176	0.0839
OBSCN	TRPV2	0.0	0.0414
OBSCN	ABCA9	0.014285714285714285	0.05764
OBSCN	TMEM94	0.0	0.0762
OBSCN	MGAT5B	0.0	0.0762
OBSCN	MAN2B1	0.0	0.0606
OBSCN	KIF16B	0.014492753623188406	0.0644
OBSCN	EPB41L1	0.0	0.0762
OBSCN	ZNFX1	0.014492753623188406	0.0644
OBSCN	ZC3H7B	0.0	0.0762
OBSCN	TCF20	0.0	0.0606
OBSCN	PKDREJ	0.0	0.0192
OBSCN	PLXNA3	0.0	0.012
OBSCN	CDHR2	0.0	0.0606
OBSCN	NTRK2	0.0	0.0497
OBSCN	MUC4	0.013513513513513514	0.0218
OBSCN	PCDHA9	0.0	0.0256
OBSCN	ESPL1	0.014492753623188406	0.0644
OBSCN	NLRP3	0.0	0.0414
OBSCN	COL12A1	0.02531645569620253	0.0355
OBSCN	BTRC	0.0	0.0762
OBSCN	CRAT	0.0	0.0497
OBSCN	EFCAB12	0.0	0.0762
OBSCN	ATR	0.014492753623188406	0.0644
OBSCN	BSN	0.0273972602739726	0.0989
OBSCN	PRDM1	0.0	0.0762
OBSCN	HAS2	0.0	0.0256
OBSCN	AHNAK	0.03614457831325301	0.0602
OBSCN	NCOA6	0.0273972602739726	0.0989
OBSCN	AKAP6	0.014705882352941176	0.0839
OBSCN	ERBB2	0.02666666666666667	0.0704
OBSCN	STAT4	0.014705882352941176	0.0839
OBSCN	CNTNAP2	0.014705882352941176	0.0839
OBSCN	SHOC1	0.0	0.0606
OBSCN	OTUD4	0.0	0.0762
OBSCN	PRRC2B	0.0	0.0256
OBSCN	HRNR	0.0136986301369863	0.0318
OBSCN	FN1	0.0273972602739726	0.0989
OBSCN	MYH8	0.0	0.00134
OBSCN	SPHKAP	0.01282051282051282	0.01028
OBSCN	ARID1A	0.045454545454545456	0.0807
OBSCN	MACF1	0.050505050505050504	0.0646
OBSCN	DOCK3	0.014705882352941176	0.0839
OBSCN	KRIT1	0.0	0.0414
OBSCN	ATG2A	0.0	0.0256
OBSCN	FLG2	0.012658227848101266	0.0077
OBSCN	KALRN	0.014285714285714285	0.05764
OBSCN	SF3B1	0.014705882352941176	0.0839
OBSCN	ZNF585B	0.0	0.0762
OBSCN	EIF4ENIF1	0.0	0.0762
OBSCN	AKAP4	0.0	0.0192
OBSCN	WNK3	0.014084507042253521	0.0458
OBSCN	CYP4F11	0.0	0.0497
OBSCN	BCLAF3	0.0	0.0762
OBSCN	ACSS3	0.0	0.0762
OBSCN	CDK12	0.014705882352941176	0.0839
OBSCN	GALNT2	0.0	0.0762
OBSCN	SUPT20HL1	0.0	0.0497
OBSCN	SPEN	0.03333333333333333	0.0239
OBSCN	DOCK7	0.014285714285714285	0.05764
OBSCN	ZP4	0.0	0.00753
OBSCN	LAMA4	0.014705882352941176	0.0839
OBSCN	ZAN	0.02631578947368421	0.0625
OBSCN	AP1G2	0.0	0.0762
OBSCN	KIF13A	0.014492753623188406	0.0644
OBSCN	FOXA1	0.025	0.0317
OBSCN	SCAF4	0.0	0.0497
OBSCN	PIK3C2B	0.014492753623188406	0.0644
OBSCN	MAP3K21	0.0	0.0762
OBSCN	ATG7	0.0	0.0762
