gene1	gene2	jaccard index	pv (ws)
VPS13D	MORC1	0.0	0.1
VPS13D	ZFHX4	0.02564102564102564	0.0509
VPS13D	ASXL3	0.0	0.0174
VPS13D	COL4A6	0.0	0.0892
VPS13D	WWC3	0.0	0.0658
VPS13D	RYR2	0.0196078431372549	0.0108
VPS13D	CRB1	0.0	0.0892
VPS13D	TEX15	0.018518518518518517	0.0919
VPS13D	DNAH17	0.017241379310344827	0.0572
VPS13D	DNAH7	0.018518518518518517	0.0919
VPS13D	FGFR2	0.0	0.1
VPS13D	KCNH7	0.0	0.1
VPS13D	DNAH8	0.017543859649122806	0.0605
VPS13D	ZFHX3	0.0	0.0321
VPS13D	CDH10	0.0	0.1
VPS13D	DST	0.02702702702702703	0.0736
VPS13D	MYOM2	0.0	0.0549
VPS13D	ZNF687	0.0	0.0665
VPS13D	CDC42BPA	0.0	0.0549
VPS13D	RIF1	0.0	0.0892
VPS13D	EPHB1	0.0	0.1
VPS13D	ADGRF5	0.0	0.1
VPS13D	THSD7A	0.0	0.0321
VPS13D	NUP188	0.0	0.0892
VPS13D	TASOR2	0.0	0.0658
VPS13D	PLCE1	0.0	0.0517
VPS13D	FAT3	0.014285714285714285	0.0204
VPS13D	DNAH10	0.018518518518518517	0.0919
VPS13D	NBEA	0.0	0.0665
VPS13D	CDC42BPB	0.0	0.1
VPS13D	FAM47A	0.0	0.1
VPS13D	KDM6A	0.0	0.0549
VPS13D	HCFC1	0.0	0.0517
VPS13D	CDH1	0.032467532467532464	0.0418
VPS13D	CENPE	0.0	0.0273
VPS13D	APOB	0.014492753623188406	0.0252
VPS13D	RLF	0.0	0.044
VPS13D	RPGR	0.0	0.1
VPS13D	MED12L	0.0	0.0665
VPS13D	ANKRD17	0.0	0.0517
VPS13D	TRPM6	0.0	0.044
VPS13D	NAV1	0.0	0.0658
VPS13D	MYO3A	0.0	0.0517
VPS13D	SVIL	0.0	0.0321
VPS13D	HECW2	0.0	0.1
VPS13D	UBR5	0.0	0.0195
VPS13D	PCARE	0.0	0.1
VPS13D	LTBP1	0.0	0.0665
VPS13D	DENND4B	0.0	0.1
VPS13D	TENM1	0.017857142857142856	0.0692
VPS13D	DCC	0.0	0.0665
VPS13D	NALCN	0.0	0.0665
VPS13D	HERC2	0.01694915254237288	0.0589
VPS13D	DYNC2H1	0.0	0.0273
VPS13D	XPO1	0.0	0.1
VPS13D	SCN2A	0.0	0.0273
VPS13D	PIKFYVE	0.0	0.1
VPS13D	COL7A1	0.0	0.0665
VPS13D	CACNA1D	0.0	0.0658
VPS13D	WDFY3	0.0	0.0347
VPS13D	PCDHB1	0.0	0.0892
VPS13D	NEDD9	0.0	0.0658
VPS13D	SAMD9L	0.0	0.1
VPS13D	CSPP1	0.0	0.0549
VPS13D	PAPPA	0.0	0.0658
VPS13D	SRGAP1	0.0	0.0892
VPS13D	CIT	0.0	0.0549
VPS13D	BLM	0.0	0.1
VPS13D	ADCY9	0.0	0.1
VPS13D	NLRP7	0.0	0.1
VPS13D	GRIK1	0.0	0.1
VPS13D	MED23	0.0	0.0665
VPS13D	COPA	0.0	0.1
VPS13D	FHOD3	0.0	0.0892
VPS13D	WDR44	0.0	0.0665
VPS13D	MYH6	0.0	0.0892
VPS13D	FAM135B	0.0	0.0658
VPS13D	RIMS2	0.0	0.0665
VPS13D	HECW1	0.0	0.0195
NBPF1	TP53	0.0029154518950437317	0.0613
NBPF1	PIK3CA	0.0	0.00545
NCDN	PIK3CA	0.002932551319648094	0.05855
NCDN	MUC16	0.0	0.0824
NCDN	CDH1	0.0	0.0806
TTLL7	RYR2	0.0	0.0568
TTLL7	SPTA1	0.0	0.0905
KCND3	OBSCN	0.0	0.0556
KCND3	ZFHX4	0.0	0.0511
KCND3	MUC5B	0.0	0.0745
KCND3	GATA3	0.007352941176470588	0.0483
KCND3	PIK3CA	0.00872093023255814	0.029
KCND3	HMCN1	0.0	0.0337
KCND3	LRP2	0.0	0.0813
KCND3	ABCA13	0.0	0.0668
KCND3	MACF1	0.0	0.0654
HIPK1	GATA3	0.0	0.0312
SYCP1	RUNX1	0.0	0.0638
SYCP1	DNAH17	0.0	0.0933
SYCP1	CSMD1	0.0	0.0617
SYCP1	MUC16	0.007246376811594203	0.026
SYCP1	USH2A	0.0	0.0273
BCL9	ASXL3	0.0	0.0706
BCL9	NOTCH2	0.0	0.0706
SETDB1	GRIN2A	0.0	0.0892
SETDB1	DNAH17	0.0	0.0419
SETDB1	MGAM	0.0	0.0751
SETDB1	SDK1	0.0	0.0915
SETDB1	HECW1	0.0	0.0892
ASPM	TTN	0.042735042735042736	0.0123
ASPM	ASXL3	0.015873015873015872	0.0328
ASPM	EPG5	0.0	0.015
ASPM	EIF4A2	0.0	0.0703
ASPM	RYR2	0.036036036036036036	0.0161
ASPM	CKAP5	0.0	0.0562
ASPM	LAMB1	0.0	0.0862
ASPM	ZNF318	0.0	0.0703
ASPM	ZGRF1	0.0	0.0862
ASPM	MROH2B	0.017241379310344827	0.0751
ASPM	BAZ1B	0.0	0.0862
ASPM	RGS22	0.0	0.0703
ASPM	COL5A1	0.0	0.0255
ASPM	CD163L1	0.0	0.0248
ASPM	ITGB4	0.0	0.0862
ASPM	MUC4	0.017543859649122806	0.0776
ASPM	KIF21B	0.0	0.0562
ASPM	CADPS2	0.0	0.0862
ASPM	RPGR	0.0	0.0446
ASPM	TRDN	0.0	0.0703
ASPM	DOCK3	0.0	0.0392
ASPM	SVIL	0.017543859649122806	0.0776
ASPM	USH2A	0.043010752688172046	0.0679
ASPM	PALM2AKAP2	0.0	0.0862
ASPM	RIC1	0.0	0.0562
ASPM	CELSR2	0.0	0.0862
ASPM	USP9X	0.015625	0.0319
ASPM	DLG1	0.0	0.0392
ASPM	TJP1	0.0	0.0248
ASPM	NOTCH2	0.015873015873015872	0.0328
ASPM	DNM3	0.0	0.0562
ASPM	PLA2G4A	0.0	0.0862
ASPM	CENPF	0.0	0.0248
ASPM	DPP10	0.0	0.0562
ASPM	SCN2A	0.01694915254237288	0.0606
ASPM	SLITRK3	0.0	0.0862
ASPM	EEF1AKMT4-ECE2	0.0	0.0862
ASPM	PCDHA6	0.0	0.0862
ASPM	PAPPA	0.0	0.0255
ASPM	STAB2	0.0	0.0446
ASPM	MGA	0.017241379310344827	0.0751
ASPM	ITGA11	0.0	0.0703
ASPM	BLM	0.0	0.0446
ASPM	ATP13A4	0.0	0.0862
ASPM	COPA	0.0	0.0446
ASPM	FMR1	0.0	0.0862
ASPM	PCDH10	0.0	0.0562
ASPM	SPTBN4	0.0	0.0862
PM20D1	RYR2	0.0	0.0755
BROX	TP53	0.005813953488372093	0.0645
BROX	PIK3CA	0.0029154518950437317	0.0116
OBSCN	USP34	0.037037037037037035	0.0915
OBSCN	DYSF	0.014492753623188406	0.0628
OBSCN	TET3	0.0	0.0506
OBSCN	LCT	0.025974025974025976	0.0526
OBSCN	SCN7A	0.014492753623188406	0.0628
OBSCN	CHN1	0.0	0.0803
OBSCN	TTN	0.04819277108433735	0.00034
OBSCN	GBA3	0.0	0.0358
