gene1	gene2	jaccard index	pv (ws)
VPS13D	BCL9	0.0	0.0832
VPS13D	SCN7A	0.0	0.0683
VPS13D	MRC1	0.0	0.0386
VPS13D	TP53	0.031161473087818695	0.0545
VPS13D	CHD6	0.018518518518518517	0.0931
VPS13D	VWF	0.0	0.0337
VPS13D	SHROOM2	0.0	0.0504
VPS13D	NCOR1	0.02702702702702703	0.0653
VPS13D	DNAH7	0.0	0.0132
VPS13D	SYNE1	0.021739130434782608	0.0191
VPS13D	RYR3	0.024691358024691357	0.0467
VPS13D	FLG	0.022727272727272728	0.0275
VPS13D	SLIT2	0.0	0.0832
VPS13D	JMJD1C	0.0	0.0505
VPS13D	MIA3	0.0	0.0505
VPS13D	NID1	0.0	0.0612
VPS13D	ZDBF2	0.0	0.0206
VPS13D	KMT2E	0.0	0.0612
VPS13D	UBC	0.0	0.0832
VPS13D	SDK2	0.0	0.0832
VPS13D	CECR2	0.0	0.0612
VPS13D	EP300	0.0	0.0683
VPS13D	ATP7A	0.0	0.0683
VPS13D	UMODL1	0.0	0.0832
VPS13D	COL6A6	0.0	0.0504
VPS13D	ADAMTSL3	0.0	0.0612
VPS13D	THADA	0.0	0.0683
VPS13D	AKAP6	0.0	0.0832
VPS13D	UGGT2	0.0	0.0504
VPS13D	CHD5	0.0	0.0612
VPS13D	DSP	0.0	0.0505
VPS13D	IREB2	0.0	0.0832
VPS13D	DLG1	0.0	0.0832
VPS13D	CDK5RAP2	0.0	0.0832
VPS13D	CFH	0.0	0.0386
VPS13D	DCC	0.0	0.0612
VPS13D	ICE1	0.0	0.0311
VPS13D	SPATA31D1	0.0	0.0612
VPS13D	PAPPA	0.0	0.0683
VPS13D	CCNB3	0.0	0.0832
VPS13D	CTCF	0.0	0.0337
VPS13D	ITPR1	0.0	0.0505
VPS13D	KCNB2	0.0	0.0386
NCDN	GATA3	0.0	0.0864
NCDN	CDH1	0.0	0.0702
KCND3	CACNA1E	0.0	0.0923
KCND3	MUC16	0.007352941176470588	0.0477
KCND3	APOB	0.0	0.0748
SYCP1	TTN	0.009174311926605505	0.0202
SYCP1	NCOR1	0.0	0.0437
SYCP1	DST	0.0	0.0437
SYCP1	CACNA1E	0.0	0.0677
SYCP1	ADGRV1	0.0	0.0659
SYCP1	FAT3	0.0	0.0528
SYCP1	APOB	0.0	0.0523
SYCP1	PCLO	0.0	0.0722
SYCP1	KMT2C	0.010101010101010102	0.0726
SYCP1	RELN	0.0	0.0917
BCL9	ASPM	0.0	0.0361
BCL9	USP34	0.0	0.0508
BCL9	TTN	0.013574660633484163	0.0111
BCL9	GOLGB1	0.0	0.0895
BCL9	MUC17	0.0	0.01036
BCL9	ANK1	0.0	0.1
BCL9	MRC1	0.0	0.1
BCL9	MYCBP2	0.0	0.0361
BCL9	HELZ	0.0	0.1
BCL9	ASXL3	0.0	0.0634
BCL9	GATA3	0.007042253521126761	0.00391
BCL9	F8	0.0	0.059
BCL9	F5	0.0	0.0769
BCL9	GRIN2A	0.0	0.0832
BCL9	PIK3CA	0.011461318051575931	0.00271
BCL9	NCOR1	0.015151515151515152	0.0979
BCL9	DNAH7	0.0	0.059
BCL9	PXDNL	0.0	0.1
BCL9	CACNA1A	0.0	0.0726
BCL9	PCDH19	0.0	0.0832
BCL9	ALMS1	0.0	0.0895
BCL9	HIVEP1	0.0	0.1
