261,71,257,151,231,308,313,120,233,221
71,322,106,155,330,85,111,128,59,284
317,280,354,188,378,4,358,185,98,305
185,283,59,7,220,83,55,148,109,206
356,271,68,60,71,40,56,273,84,219
58,211,324,79,247,57,108,322,99,21
257,271,115,272,347,160,224,185,146,83
186,143,154,71,36,303,368,142,157,356
256,52,190,304,103,170,96,329,89,37
160,6,66,70,233,71,152,173,239,37
165,241,164,70,68,262,289,299,58,71
32,353,31,370,227,71,6,128,295,121
215,269,80,354,363,154,257,326,279,108
171,315,51,234,263,119,357,220,331,225
71,115,51,63,144,159,112,344,212,315
83,239,180,300,314,350,243,188,31,227
304,253,83,128,127,177,332,227,88,306
170,115,202,265,321,298,44,150,351,346
142,298,16,277,31,145,160,332,2,42
71,321,266,368,84,3,273,219,288,326
177,148,258,15,329,231,2,180,104,173
3,248,247,284,234,65,277,227,198,200
133,145,283,211,144,94,269,365,358,95
275,83,89,106,71,4,160,174,63,233
16,237,71,345,235,354,261,145,360,164
4,22,286,361,267,117,10,207,230,44
313,122,62,58,146,107,115,336,234,244
295,27,59,331,113,71,278,104,353,0
186,171,331,183,83,96,283,313,118,115
71,218,366,186,144,153,337,376,209,211
322,188,4,233,302,109,342,372,227,250
303,234,123,6,55,112,157,304,264,203
316,314,363,71,325,96,207,245,285,44
115,135,201,33,252,41,227,212,211,132
318,150,96,358,51,316,36,197,88,354
71,113,242,227,322,291,202,326,207,295
61,327,126,235,256,361,209,93,105,131
361,359,367,164,325,339,272,227,171,71
348,85,217,254,372,268,309,51,259,283
269,71,12,232,100,344,316,73,285,34
288,315,310,95,319,83,154,283,96,183
162,363,238,350,84,372,10,102,340,118
283,220,377,150,227,111,303,60,211,329
227,139,361,243,377,20,31,278,13,360
227,275,63,304,271,80,369,173,244,13
375,36,227,213,353,366,283,206,269,240
281,71,319,336,161,275,322,314,26,188
193,357,252,369,152,13,178,61,164,148
325,298,280,311,293,157,227,67,153,52
280,197,112,7,302,100,42,233,125,246
71,311,66,135,154,103,239,319,72,249
142,241,164,122,71,136,184,94,36,261
363,141,142,99,278,361,330,269,44,302
206,352,100,62,287,252,364,224,141,118
112,294,66,331,36,144,123,128,218,51
378,211,271,16,232,335,309,337,96,134
150,328,238,34,31,354,71,195,133,201
301,240,249,17,290,71,126,169,324,175
41,31,40,357,71,214,351,122,227,252
44,219,136,259,81,267,120,275,227,351
218,111,347,212,197,53,121,358,186,251
244,353,341,30,37,287,106,115,168,300
363,172,174,209,199,161,39,240,181,308
101,278,91,106,156,6,4,227,71,320
189,6,283,278,227,115,59,122,17,332
215,334,341,353,66,78,296,212,256,337
322,278,181,377,242,239,53,306,120,66
81,227,341,73,324,319,154,351,286,284
71,76,350,79,291,160,314,230,214,191
108,145,357,19,9,53,133,204,49,77
356,340,211,55,294,358,74,275,214,331
56,207,252,231,336,320,42,322,283,309
340,104,261,96,73,157,241,8,257,162
347,71,103,344,6,363,267,167,127,280
98,97,331,193,230,133,86,200,80,71
299,70,35,224,91,339,34,348,312,137
217,336,77,92,357,272,117,158,227,153
203,165,190,88,63,210,358,294,62,5
85,348,243,53,120,246,131,39,349,51
