321,239,227,145,159,3,40,206
55,278,161,25,56,186,272,362
271,246,298,59,341,50,360,186
372,118,193,3,72,177,295,277
146,227,164,27,128,228,246,224
227,142,252,29,79,323,304,176
302,146,221,115,72,174,98,95
363,59,55,36,268,357,20,196
333,374,3,164,228,227,36,233
173,63,68,308,251,18,213,43
107,265,296,154,37,330,253,133
7,308,195,56,290,95,32,134
327,293,150,325,185,80,109,192
41,181,367,39,249,218,155,365
358,347,250,225,7,16,45,188
139,69,249,369,252,84,71,370
164,143,90,83,42,72,186,113
34,227,117,154,108,70,201,103
194,360,41,284,94,341,263,363
186,22,133,354,47,312,27,197
331,149,296,123,92,295,131,181
319,246,87,9,68,341,104,361
80,61,83,346,59,245,343,331
281,94,360,201,365,293,340,135
71,223,186,229,287,278,369,197
182,99,127,259,233,171,278,237
5,34,186,218,227,59,134,55
189,39,300,207,316,322,144,131
267,313,36,311,63,237,282,16
9,5,113,244,186,142,174,298
325,211,310,231,223,356,76,124
16,156,71,54,112,250,103,188
204,233,105,122,8,169,16,246
51,126,233,156,210,96,369,37
168,266,209,267,369,70,227,50
281,163,232,177,340,50,27,58
345,3,301,167,59,110,55,78
135,95,150,330,163,157,280,11
190,47,334,344,78,147,281,217
308,121,46,45,358,310,189,28
73,180,211,242,182,306,336,10
42,127,59,286,200,301,323,238
295,363,314,149,187,25,334,114
9,87,277,330,271,133,332,209
4,265,71,92,205,367,96,268
27,108,180,310,227,55,321,34
148,71,246,158,273,205,231,44
44,258,326,328,19,373,41,290
130,119,186,71,341,35,162,111
211,69,203,195,41,85,253,142
266,311,173,316,307,34,5,325
274,259,346,165,39,201,302,111
300,175,103,227,170,133,125,31
294,136,30,247,43,71,98,227
219,358,66,107,296,37,50,70
53,26,95,268,160,273,176,56
190,331,39,85,176,271,52,288
189,283,105,110,94,258,203,303
111,363,310,375,51,341,326,362
378,3,76,42,69,268,137,71
2,71,283,243,241,188,326,353
290,31,219,353,142,181,99,308
227,251,245,34,71,348,83,223
320,227,136,68,31,378,133,367
71,16,227,295,247,375,374,212
214,377,333,298,31,210,51,121
37,310,63,97,173,233,281,304
115,36,295,65,69,175,26,203
89,27,67,338,318,121,101,176
324,246,174,214,131,8,245,210
331,111,356,241,298,112,361,86
354,192,98,59,37,66,210,131
181,347,36,69,63,260,135,102
16,185,71,83,361,256,195,329
71,17,165,347,257,241,229,33
365,71,49,41,121,298,327,209
326,270,331,110,263,87,113,2
109,245,303,259,268,358,71,345
71,227,112,320,263,336,160,164
292,356,298,144,353,142,71,296
132,186,191,34,171,91,234,326
357,283,317,275,227,88,341,106
135,53,227,39,44,158,230,190
318,22,71,9,240,134,114,307
111,42,335,309,178,135,245,360
73,269,365,178,6,76,250,59
137,37,26,299,142,341,330,197
147,69,71,267,284,9,192,128
20,309,171,331,175,320,32,322
252,147,49,38,237,325,93,375
209,357,316,131,241,293,142,249
