355,120,263,223,67,181,122,71,20,300,361,119
346,240,290,86,51,212,52,128,185,71,358,88
117,53,346,252,145,133,154,36,128,314,118,65
275,92,259,244,268,314,163,12,340,238,338,311
227,211,91,113,378,40,36,164,23,121,210,345
106,153,86,67,26,129,6,253,146,23,227,217
341,112,332,378,59,84,129,14,7,193,268,180
25,158,59,51,31,322,105,283,129,192,42,229
51,300,310,1,158,7,328,208,297,353,163,291
245,49,289,45,71,51,76,162,175,296,77,354
22,118,34,321,361,213,190,278,97,282,366,154
3,173,36,146,262,9,257,191,95,357,276,154
180,6,232,106,71,57,237,247,35,94,267,274
200,252,277,358,347,90,141,60,164,56,89,241
239,224,169,46,147,149,357,67,346,245,186,160
186,362,223,280,143,198,242,358,347,309,150,149
53,139,56,59,179,320,345,39,250,355,328,233
234,108,258,137,227,73,175,296,183,280,275,313
332,370,3,85,60,176,214,328,7,103,233,292
38,253,278,41,288,87,329,246,213,42,2,269
322,365,301,346,71,62,6,277,161,159,376,137
190,325,249,223,25,151,317,143,302,172,248,251
347,39,34,76,287,336,337,134,83,138,149,183
158,71,229,131,267,245,345,284,135,186,80,331
164,84,63,15,10,163,36,304,4,68,285,71
164,148,43,224,312,214,11,36,5,180,245,327
254,27,68,331,124,44,318,60,184,147,59,374
350,119,122,233,81,115,3,171,4,265,367,243
265,154,51,251,220,25,145,254,113,276,244,163
122,133,256,346,275,269,358,327,314,334,70,205
277,319,227,322,63,127,377,92,163,137,346,7
219,335,237,183,246,274,143,215,366,368,194,343
168,12,238,256,331,342,244,4,288,304,267,40
71,154,23,180,251,374,244,345,341,105,22,2
229,306,46,295,44,122,288,139,71,165,361,343
150,57,14,76,210,251,100,250,211,275,82,39
0,233,309,60,329,83,61,341,244,365,370,42
297,47,170,73,67,159,316,219,213,177,280,154
104,44,7,174,102,225,159,367,188,295,241,311
102,295,367,44,282,259,179,232,158,255,308,233
275,214,126,265,301,354,316,24,79,134,256,118
108,131,104,36,165,268,115,180,89,90,309,142
27,250,72,120,144,156,201,103,63,101,267,210
31,178,107,230,155,245,248,173,137,10,278,269
160,257,44,80,58,153,203,316,256,181,109,76
68,270,8,301,245,115,330,300,196,58,363,247
128,7,90,176,71,272,277,138,183,156,163,289
