303,196,23,6,335,197,269,320,33,308,94,296,55
137,343,312,128,71,331,363,186,309,22,355,11,160
372,9,343,352,80,91,169,78,331,176,158,218,329
196,143,90,72,44,293,287,34,256,368,167,300,282
245,369,284,263,136,214,160,363,336,236,37,331,34
344,186,87,124,343,139,158,336,63,284,263,169,71
165,363,110,369,36,42,120,355,365,290,208,114,124
235,241,176,206,251,233,92,284,363,63,71,73,278
280,92,123,133,132,331,208,274,104,256,307,55,278
320,126,358,42,344,295,40,111,144,325,333,345,241
299,0,71,258,104,358,225,213,290,228,240,177,273
229,70,355,120,188,112,133,111,87,118,227,119,283
64,295,103,20,364,205,294,328,270,378,309,12,122
133,173,71,284,353,210,314,336,49,299,58,224,332
367,4,41,263,301,54,354,72,75,214,123,287,95
30,188,306,118,357,337,254,71,290,354,98,283,113
287,334,227,354,143,150,142,234,288,200,73,123,54
94,334,52,374,343,275,293,87,197,152,245,154,34
219,92,271,2,141,196,89,190,359,295,378,283,270
196,141,132,78,188,321,298,334,316,14,340,116,186
134,20,358,71,81,242,7,133,304,98,233,73,359
134,203,374,303,66,332,88,36,347,211,2,216,273
370,52,42,355,115,139,73,43,37,92,55,363,234
122,16,353,108,366,243,21,18,351,158,335,263,308
282,36,259,235,372,310,9,336,185,127,262,233,362
350,106,263,167,240,4,137,79,331,243,268,98,289
29,219,263,171,339,10,167,227,278,87,310,164,31
203,35,234,241,285,211,284,270,200,368,233,378,266
11,122,327,227,53,72,198,55,49,218,305,9,66
132,78,174,106,261,171,215,160,153,144,136,37,363
17,367,148,294,256,97,22,162,203,71,119,118,314
220,99,174,36,342,242,60,122,196,106,354,334,116
360,217,120,123,151,338,71,16,340,124,331,90,303
22,112,133,0,336,63,128,71,141,143,174,190,122
206,110,136,239,71,141,132,95,309,91,250,367,233
354,190,178,227,101,71,119,73,284,318,334,114,90
348,147,227,127,79,71,126,268,332,159,264,353,84
248,242,298,301,378,42,71,261,218,13,232,331,82
58,246,357,137,123,177,268,320,294,136,133,122,300
40,91,244,108,4,262,193,71,246,325,145,148,252
142,133,361,158,206,287,331,152,345,99,272,80,285
146,51,29,33,169,16,314,66,37,346,7,300,377
232,241,160,277,36,12,227,220,109,104,355,7,65
367,271,300,17,269,108,36,71,352,282,192,249,55
34,324,212,128,114,106,290,65,325,0,213,287,378
317,225,89,241,289,8,197,336,325,32,58,227,361
4,12,115,271,132,294,135,110,85,374,341,282,2
9,269,347,76,310,284,229,190,187,177,242,296,91
372,199,283,172,350,2,60,12,278,121,118,227,256
219,275,68,101,348,141,312,257,227,112,185,218,301
78,198,71,194,251,199,296,303,348,60,354,150,7
230,335,37,304,83,71,43,178,150,8,54,227,95
105,119,44,239,185,195,124,332,137,41,227,188,265
16,4,220,200,327,80,293,174,169,276,72,227,141
375,319,41,60,244,245,357,72,126,283,307,303,334
138,160,263,71,145,377,260,133,376,341,374,304,99
104,241,378,318,153,245,204,71,67,304,144,290,331
247,2,59,109,318,355,71,311,42,283,37,244,5
54,105,164,271,52,30,160,193,298,275,186,283,348
122,250,100,164,146,243,227,96,278,71,335,365,138
138,178,258,95,305,289,87,170,49,255,213,343,92
275,209,263,294,98,322,131,214,247,367,31,3,182
37,331,289,330,370,42,172,295,263,159,51,56,71
256,25,242,264,278,57,219,51,71,258,115,369,10
20,284,1,283,53,63,227,370,208,221,10,332,45
