10,362,201,330,119,89,80
130,304,345,70,28,195,223
20,7,341,172,122,6,193
341,191,259,253,76,350,71
79,243,188,39,141,85,107
102,55,287,245,59,227,232
41,144,133,310,71,48,268
40,301,351,154,138,347,132
185,144,283,26,308,71,115
191,76,365,71,272,10,152
80,312,358,96,310,133,272
217,137,35,47,359,81,197
167,170,14,301,6,183,106
326,342,158,212,144,207,60
227,77,236,153,131,122,267
252,346,275,278,282,106,91
283,16,237,363,312,61,370
81,90,118,245,165,4,139
71,130,314,29,192,278,31
303,341,309,300,43,61,71
340,232,83,29,129,108,277
312,113,189,135,47,145,319
345,281,46,52,118,81,312
227,170,91,67,119,206,366
326,176,318,2,84,338,58
224,137,98,357,229,293,85
225,170,71,318,246,242,324
304,7,37,1,106,203,51
7,83,71,208,209,118,148
365,49,98,358,142,294,219
204,63,278,145,276,263,169
174,245,331,271,227,51,184
152,96,73,371,89,264,11
3,378,14,41,115,250,165
234,70,71,367,325,105,376
11,56,220,20,31,227,190
331,69,71,282,183,233,76
233,362,154,120,295,265,343
347,111,154,108,35,235,176
288,143,356,73,5,87,267
227,206,59,102,242,70,96
103,80,114,176,73,26,42
214,91,299,51,161,71,154
239,355,263,300,346,290,317
319,80,124,314,357,76,71
140,5,39,106,337,260,61
137,195,41,229,244,318,167
106,10,112,255,331,202,186
112,312,122,30,196,164,42
358,250,248,265,144,80,223
233,108,322,262,169,241,71
216,96,160,201,333,263,251
154,284,89,2,21,170,189
301,37,251,250,259,228,320
352,60,212,248,18,47,246
340,206,265,259,326,269,126
165,60,278,269,131,100,218
185,136,227,335,31,14,170
198,260,154,34,179,150,272
272,123,196,330,71,366,63
9,235,238,100,130,4,5
141,202,321,199,316,356,180
209,111,55,95,12,16,326
60,309,349,278,325,31,300
80,221,24,41,9,3,205
274,123,241,281,118,275,121
260,313,182,124,71,77,263
248,283,46,2,227,378,128
38,285,227,24,313,127,331
358,227,27,280,9,88,244
303,252,161,362,259,243,249
27,214,351,285,185,354,257
2,26,219,314,197,358,131
133,242,302,321,334,276,73
223,312,283,209,368,374,71
29,285,84,137,104,235,118
311,214,215,47,140,148,180
362,95,142,185,160,6,223
185,205,197,134,204,171,139
344,230,260,160,58,337,345
189,336,61,369,325,139,2
240,101,71,188,355,291,198
196,290,41,325,372,364,237
85,331,4,332,306,302,31
174,7,71,68,373,283,309
320,120,306,333,330,193,95
20,193,63,279,273,3,205
118,250,133,104,9,92,36
145,275,287,106,44,241,350
59,232,370,278,119,43,6
152,277,36,78,33,338,222
287,59,101,336,187,23,315
257,202,71,265,15,60,355
240,203,0,21,41,273,18
262,334,41,290,278,363,289
353,144,71,334,274,303,0
161,155,223,196,250,174,86
47,239,100,250,354,25,230
246,44,224,164,310,287,49
96,131,198,316,367,132,219
27,36,331,28,193,218,176
331,246,308,250,84,44,142
351,256,139,316,211,170,93
79,50,89,277,106,71,27
368,150,155,43,331,2,134
229,16,327,82,304,149,14
212,202,227,178,162,323,130
247,338,228,53,252,183,327
26,230,330,186,71,59,197
263,258,366,72,266,137,127
42,67,316,188,55,41,60
124,147,192,329,287,290,363
9,55,8,30,364,45,123
289,164,154,290,109,251,100
241,348,102,331,374,278,362
331,297,199,327,363,115,81
350,195,280,291,73,101,227
21,245,326,94,165,241,255
114,6,214,95,71,253,350
71,159,217,342,155,244,163
287,209,134,136,238,204,88
287,345,315,42,144,41,145
131,320,355,68,71,334,238
27,175,213,251,374,186,227
122,167,133,324,66,350,339
243,329,3,15,267,164,256
144,358,66,31,98,19,263
9,56,260,71,129,161,328
40,141,35,71,106,52,265
194,191,353,157,310,183,291
54,68,250,97,216,269,11
10,14,308,173,166,202,188
103,91,42,71,311,210,313
31,331,128,9,118,131,173
37,41,18,17,85,7,294
98,71,154,88,173,27,25
305,36,42,195,270,139,34
278,44,343,219,186,95,94
70,181,144,367,251,295,249
358,49,26,41,310,341,184
285,265,253,347,112,66,55
348,169,354,196,146,340,345
20,374,306,139,335,152,369
186,171,192,268,37,120,102
154,211,273,88,68,144,268
280,154,5,217,66,144,183
313,281,246,241,177,182,2
359,108,353,1,133,147,336
291,314,214,129,227,255,240
67,42,233,258,141,113,286
34,63,276,331,329,192,119
294,304,197,160,227,168,143
245,227,22,71,249,308,80
71,4,164,214,278,33,27
293,283,345,196,181,42,35
14,89,185,63,227,193,277
171,237,160,287,0,378,44
179,348,28,7,131,301,306
311,159,251,336,119,358,267
358,133,368,41,104,309,46
295,230,123,364,113,73,185
19,180,257,46,223,42,225
345,59,17,101,42,215,227
167,123,331,259,132,71,190
211,214,254,30,306,365,147
18,59,131,243,77,335,71
171,20,130,127,181,31,12
152,227,319,368,71,131,188
340,364,283,4,26,108,128
92,9,280,336,258,351,296
224,286,361,303,363,371,103
339,147,308,130,46,55,299
154,303,355,17,341,234,174
186,134,35,331,154,70,141
361,10,150,321,209,62,115
186,331,90,358,269,293,172
218,326,224,167,153,242,198
114,363,152,71,288,358,155
57,230,267,242,293,152,351
367,154,148,110,206,133,80
