60,80,76,105
42,314,92,123
322,255,25,36
137,249,66,220
282,227,283,73
71,148,193,180
137,257,354,74
282,254,293,63
233,323,53,269
138,258,100,8
318,70,203,141
60,169,36,326
211,68,270,47
278,15,378,80
281,218,83,272
369,353,94,196
122,329,227,63
277,88,263,124
214,353,280,238
196,285,230,118
43,132,41,261
259,159,227,87
358,63,185,368
239,247,88,15
240,249,169,130
63,4,247,121
57,304,71,285
357,201,218,124
107,164,198,74
49,260,339,283
303,318,355,340
290,257,184,263
296,354,361,355
83,158,8,31
378,119,285,71
108,42,34,139
240,149,160,91
98,321,279,227
236,139,68,237
358,241,325,109
202,319,65,282
37,236,231,133
220,205,347,6
113,159,91,85
12,144,154,275
141,262,216,123
355,133,50,92
76,122,350,150
112,58,34,89
304,78,115,278
334,72,211,31
201,71,144,48
164,356,225,175
230,330,53,171
27,321,144,115
166,121,195,240
103,173,47,314
319,251,377,73
47,112,192,96
39,250,104,210
34,83,108,373
150,363,244,335
303,48,56,118
278,119,95,136
233,66,83,250
258,28,357,300
69,298,55,51
96,282,110,80
247,354,177,144
256,300,55,198
351,206,346,40
272,282,6,192
233,56,260,358
146,8,350,254
12,341,332,121
363,159,30,227
228,13,112,142
58,265,251,316
296,358,27,82
313,360,376,197
222,172,354,56
180,235,92,72
163,78,276,210
283,71,320,232
144,269,113,173
205,149,347,104
277,331,109,220
197,87,275,235
43,105,273,147
147,251,165,27
88,167,170,177
44,285,85,224
81,165,186,99
18,297,71,115
331,346,227,8
85,246,40,308
306,130,2,62
4,27,219,230
7,131,79,240
181,176,40,113
117,263,338,34
283,278,255,319
95,336,264,53
245,167,338,198
251,254,42,291
353,122,229,347
331,85,259,101
36,331,352,53
327,276,14,78
149,356,298,266
6,344,89,41
336,316,282,304
161,252,278,41
283,237,133,169
14,302,150,295
176,79,122,62
351,176,144,368
328,171,225,37
42,81,95,291
1,257,133,103
344,137,296,212
252,275,256,344
358,241,271,197
305,141,73,357
83,69,66,137
85,206,23,319
310,16,186,80
123,76,331,72
71,25,332,142
159,316,71,128
87,70,144,27
310,71,107,10
185,11,73,103
346,211,34,95
284,195,340,352
220,109,336,169
363,341,258,36
225,241,174,145
353,354,187,156
136,34,330,112
242,283,102,276
102,70,374,25
367,80,330,220
67,203,313,212
259,339,174,121
129,165,227,102
242,19,113,12
132,135,237,184
150,211,4,299
378,146,4,37
254,34,80,205
34,41,37,71
257,170,249,34
324,71,308,368
181,53,316,334
193,128,312,34
233,174,145,317
71,273,79,103
132,150,8,240
9,71,225,277
260,67,330,331
374,274,107,204
202,96,185,204
110,2,204,73
205,286,366,25
358,242,278,250
14,286,258,329
163,303,253,127
150,20,310,42
154,31,147,115
108,345,303,251
42,296,290,110
36,71,369,214
317,330,133,299
247,208,55,106
92,106,102,7
160,252,40,377
160,135,211,73
142,143,100,340
278,71,79,308
227,261,278,312
144,184,334,372
71,63,56,106
250,210,7,348
316,42,313,48
122,44,100,258
33,370,63,271
