40,150
245,215
59,147
133,68
71,278
24,227
46,357
211,263
114,363
4,133
0,282
4,83
314,100
64,18
9,182
347,135
71,212
71,321
162,188
343,64
372,308
320,98
152,293
188,185
192,279
275,42
71,246
367,277
67,173
100,22
265,363
111,241
36,70
250,254
94,11
23,150
45,268
128,167
16,76
213,265
312,49
358,274
112,227
143,215
76,220
277,131
69,214
344,41
313,121
356,220
220,176
349,116
232,68
143,139
137,331
288,79
71,345
24,335
103,299
177,200
69,212
295,186
160,46
370,189
18,193
246,336
71,101
171,32
27,304
152,353
331,317
107,135
240,287
178,259
16,362
314,354
335,198
227,321
47,245
209,260
239,200
250,156
158,238
229,177
114,245
126,11
345,97
253,15
195,63
264,348
165,61
296,242
183,278
321,178
63,227
227,343
31,148
318,297
372,98
9,154
131,61
41,98
105,77
100,186
228,290
5,18
236,378
277,232
299,364
125,377
267,283
51,240
144,71
353,145
345,88
320,100
79,329
62,340
0,263
57,260
227,206
4,274
174,71
134,3
148,18
71,337
11,284
165,219
354,167
378,223
79,18
374,71
63,25
246,111
209,306
263,92
137,58
295,27
101,154
225,47
84,171
223,362
253,194
224,332
295,327
329,364
71,332
219,304
63,257
375,300
115,341
358,16
345,338
230,253
200,327
104,137
337,182
344,186
250,326
345,20
190,241
133,336
296,85
225,348
244,363
370,71
329,152
120,296
326,103
137,331
311,310
175,282
229,343
290,214
331,133
44,269
334,186
40,245
96,186
133,317
254,300
111,214
254,269
76,229
361,12
293,308
115,287
7,79
374,71
80,145
288,34
315,39
305,357
9,361
71,309
112,103
362,178
7,3
340,29
201,324
331,354
368,120
73,267
188,346
9,282
12,197
77,57
260,263
303,147
60,214
120,363
345,195
347,264
162,165
71,169
367,357
169,197
78,45
47,224
153,46
261,57
16,278
58,27
278,231
353,316
170,121
66,244
155,212
158,168
309,41
165,234
215,71
70,357
331,314
312,67
203,280
250,31
22,199
78,27
273,100
94,175
98,96
227,62
194,217
214,185
264,165
159,262
220,301
227,71
214,164
164,0
164,7
35,348
251,78
80,321
327,115
80,71
111,8
157,292
374,328
3,250
151,22
190,249
331,33
16,169
283,149
185,135
175,316
211,198
233,125
304,215
32,128
10,246
363,71
340,227
366,224
313,210
351,136
131,330
256,43
109,242
13,121
248,333
287,121
368,248
258,166
61,104
145,120
288,123
227,134
17,249
71,52
374,24
105,185
361,182
62,36
176,113
358,144
27,198
42,281
167,185
247,280
319,250
183,357
149,104
37,193
58,260
128,130
272,91
71,44
249,287
205,61
287,202
232,287
148,102
114,53
63,70
300,355
173,349
218,208
354,346
0,17
19,73
331,348
53,344
358,144
354,320
37,136
368,258
294,134
67,362
70,276
55,304
222,285
286,357
63,315
256,297
59,311
239,276
90,364
224,214
289,90
157,26
83,171
163,370
304,36
227,144
71,89
262,31
115,274
361,257
214,208
44,42
84,50
130,164
158,149
73,327
293,367
316,135
111,67
246,137
9,362
31,87
299,246
335,359
332,256
115,131
275,135
259,36
372,324
99,378
281,303
227,246
123,63
71,200
14,81
49,195
358,351
244,70
276,34
71,281
115,259
176,207
71,334
361,5
156,107
63,26
325,167
61,71
301,164
172,183
137,363
161,164
81,254
319,190
378,346
263,357
20,71
254,218
60,146
183,254
299,227
263,142
76,282
210,53
271,153
15,55
303,301
71,203
287,22
134,200
71,130
309,57
303,217
202,119
292,306
40,318
62,71
51,14
281,282
174,223
118,295
224,85
186,353
72,157
31,71
378,320
213,199
228,209
169,200
207,24
366,162
256,97
217,245
129,144
133,130
108,168
204,10
164,142
60,226
51,97
166,211
128,178
95,268
39,122
116,144
2,121
367,363
12,233
32,289
6,185
283,323
17,25
243,329
101,178
203,104
71,367
331,92
221,15
61,325
14,61
34,185
133,148
211,20
184,316
138,167
80,325
129,184
290,319
334,55
130,9
71,107
233,174
71,19
347,171
9,335
79,314
205,280
373,73
9,321
303,210
133,165
340,183
363,30
307,112
348,101
300,96
272,242
178,154
7,139
131,227
330,86
348,110
331,245
82,25
290,201
368,71
133,244
280,169
232,31
247,350
268,98
71,283
277,16
6,249
157,162
95,85
159,243
344,9
334,135
33,262
112,248
62,350
51,358
9,211
233,118
112,181
354,144
16,55
159,268
60,211
15,186
135,36
169,246
289,264
358,140
177,314
133,129
351,251
71,185
151,300
2,318
188,184
242,71
88,344
105,339
122,2
32,153
167,331
214,201
12,275
290,136
244,64
198,233
361,241
171,369
86,96
109,325
279,221
135,176
325,271
134,305
20,227
212,268
206,278
80,348
309,348
34,333
58,327
190,306
272,277
300,315
63,142
53,324
193,154
133,31
269,122
312,48
121,59
230,152
134,8
144,59
316,241
325,331
24,329
218,234
40,244
103,42
167,227
237,165
340,300
227,42
118,363
71,49
197,219
311,247
150,92
144,14
361,63
374,182
195,290
135,24
106,358
24,81
133,137
99,133
233,256
154,344
40,55
84,319
147,167
74,175
183,152
63,234
280,121
308,363
195,8
181,49
263,288
309,71
318,61
136,158
320,227
369,338
80,183
243,331
340,106
45,142
275,196
111,33
136,43
221,31
306,72
71,113
291,44
137,186
67,22
129,189
327,104
283,284
100,2
221,41
71,96
239,227
8,227
72,71
