gene1	gene2	jaccard index	pv (ws)
SPEN	GRIK2	0.0	0.0699
SPEN	ABCA4	0.0	0.0716
SPEN	COL5A3	0.0	0.0964
SPEN	MCF2	0.0	0.0867
SPEN	CTNNA3	0.0	0.0432
SPEN	CDH12	0.0	0.0139
SPEN	FLG2	0.0	0.038
SPEN	KCNT2	0.0	0.0699
SPEN	MUC17	0.015748031496062992	0.0163
SPEN	SLITRK3	0.011235955056179775	0.041
SPEN	NBEA	0.0	0.0716
SPEN	ABCC12	0.0	0.0716
SPEN	LEPR	0.0	0.0964
SPEN	DOCK10	0.0	0.0716
SPEN	HRNR	0.0	0.0833
SPEN	SCN2A	0.010752688172043012	0.0332
SPEN	LRRIQ1	0.0	0.0569
SPEN	OTOF	0.0	0.0605
SPEN	ZNF208	0.012345679012345678	0.0783
SPEN	CLSTN2	0.0	0.0867
SPEN	FBN3	0.0	0.0445
SPEN	ZNF676	0.0	0.0699
SPEN	SIGLEC1	0.0	0.0964
SPEN	ANK3	0.0	0.0505
SPEN	TENM4	0.0	0.0605
SPEN	TRIM58	0.0	0.0833
SPEN	OR2L13	0.0	0.0655
SPEN	ADAMTSL3	0.0	0.0569
SPEN	RB1	0.0	0.0699
SPEN	PCDHB8	0.0	0.0716
SPEN	KMT2A	0.0	0.0964
PADI4	CSMD3	0.008298755186721992	0.0989
ADGRB2	ITPRID1	0.0	0.0758
ADGRB2	ASTN2	0.0	0.0782
ADGRB2	DNAH11	0.010752688172043012	0.0393
ADGRB2	OTOGL	0.0	0.0441
ADGRB2	NAV3	0.027777777777777776	0.0849
ADGRB2	NF1	0.0	0.0135
ADGRB2	PDZD2	0.0	0.0309
ADGRB2	SDK1	0.0	0.0629
ADGRB2	TRPA1	0.0	0.0477
ADGRB2	AHNAK2	0.01098901098901099	0.0438
ADGRB2	PDE1C	0.0	0.0952
ADGRB2	CACNA1A	0.0	0.0758
ADGRB2	ERBB4	0.0	0.0309
ADGRB2	ARHGAP35	0.0	0.1
ADGRB2	OR5D18	0.0	0.063
LRRC7	USH2A	0.12173913043478261	0.0869
LRRC7	BIRC6	0.049586776859504134	0.0358
LRRC7	GAP43	0.0	0.0357
LRRC7	SLC6A3	0.010526315789473684	0.0194
LRRC7	PHACTR2	0.0	0.0963
LRRC7	ITPRID1	0.02830188679245283	0.0272
LRRC7	LMTK2	0.0	0.0451
LRRC7	RIMS2	0.048	0.0224
LRRC7	KAT6B	0.011494252873563218	0.0946
LRRC7	CA11	0.0	0.073
LRRC7	ABCA4	0.038834951456310676	0.0972
LRRC7	SELP	0.0	0.00239
LRRC7	ASPM	0.05128205128205128	0.0691
LRRC7	CNTNAP5	0.07236842105263158	0.0242
LRRC7	SYTL2	0.018867924528301886	0.00864
LRRC7	STAB2	0.06451612903225806	0.0974
LRRC7	EDNRB	0.011235955056179775	0.0685
LRRC7	GP2	0.010752688172043012	0.03
LRRC7	MPO	0.011235955056179775	0.0685
LRRC7	EPB41L3	0.04132231404958678	0.0183
LRRC7	NPC1	0.0	0.073
LRRC7	MUC16	0.1263537906137184	0.0465
LRRC7	MAGEA8	0.0	0.0566
LRRC7	ADGRL4	0.03	0.069
LRRC7	KCNJ3	0.02	0.0264
LRRC7	ADAMTS12	0.07947019867549669	0.0523
LRRC7	PGK2	0.030612244897959183	0.0972
LRRC7	NXPH1	0.0	0.0566
LRRC7	FER1L6	0.018867924528301886	0.00864
LRRC7	SCRIB	0.011111111111111112	0.0512
LRRC7	KIAA1549L	0.029411764705882353	0.0527
LRRC7	MYH6	0.045871559633027525	0.0902
LRRC7	ZNF236	0.03	0.069
LRRC7	ZNF91	0.03	0.069
LRRC7	PLXNB2	0.02	0.0264
LRRC7	RASGRP3	0.011494252873563218	0.0946
LRRC7	AMER1	0.0	0.00319
LRRC7	NEB	0.07746478873239436	0.0737
LRRC7	CCDC141	0.038834951456310676	0.0972
LRRC7	MYH15	0.05042016806722689	0.0512
LRRC7	PCDHGA5	0.010638297872340425	0.02407
LRRC7	PCDHGB3	0.011494252873563218	0.0946
LRRC7	RIMS1	0.05172413793103448	0.0759
