gene1	gene2	jaccard index	pv (ws)
SPEN	USH2A	0.034653465346534656	0.0785
SPEN	FAT1	0.011111111111111112	0.0424
SPEN	ITPRID1	0.0	0.0583
SPEN	UNC5D	0.0125	0.0778
SPEN	LYST	0.0	0.0597
SPEN	LAMA2	0.020833333333333332	0.0934
SPEN	COL22A1	0.00909090909090909	0.0133
SPEN	MYBPC1	0.0	0.0946
SPEN	MCF2	0.0	0.0946
SPEN	ZNF479	0.0	0.0329
SPEN	VWF	0.0	0.0728
SPEN	ITIH6	0.0	0.0946
SPEN	OR4A15	0.0	0.0818
SPEN	ABCC12	0.0	0.0646
SPEN	CDKN2A	0.010638297872340425	0.0313
SPEN	FLNA	0.0	0.0646
SPEN	RELN	0.025210084033613446	0.0837
SPEN	OR4C15	0.0	0.0728
SPEN	ZNF208	0.0	0.0107
SPEN	CRACD	0.0	0.0728
SPEN	NLRP4	0.0	0.0499
SPEN	TRPM6	0.0	0.0946
SPEN	NBAS	0.0	0.0536
SPEN	TENM1	0.011363636363636364	0.0445
SPEN	DCAF4L2	0.0	0.0203
SPEN	COL3A1	0.0	0.0641
SPEN	MYO3A	0.0	0.0536
SPEN	TRRAP	0.0	0.0499
SPEN	MTUS2	0.0	0.0728
SPEN	PPP1R3A	0.0	0.0499
SPEN	ARID1B	0.0	0.0946
PADI4	ANK2	0.0	0.1
PADI4	SYNE1	0.00510204081632653	0.063
PADI4	PAPPA2	0.0	0.067
PADI4	RELN	0.0	0.0884
ADGRB2	TTN	0.03291139240506329	0.00275
ADGRB2	DNAH7	0.017391304347826087	0.0475
ADGRB2	SEMA5A	0.0	0.076
ADGRB2	UNC5D	0.012658227848101266	0.0902
ADGRB2	CSMD3	0.0321285140562249	0.0383
ADGRB2	AHNAK	0.01098901098901099	0.0481
ADGRB2	CD163L1	0.0	0.076
ADGRB2	LAMA2	0.010416666666666666	0.0328
ADGRB2	PKHD1L1	0.015748031496062992	0.0246
ADGRB2	PDE3A	0.0	0.0707
ADGRB2	FAM47C	0.0	0.0224
ADGRB2	MACF1	0.0	0.00933
ADGRB2	MYH6	0.0	0.0498
ADGRB2	CCDC141	0.0	0.076
ADGRB2	SCN10A	0.0	0.063
ADGRB2	PEG3	0.010752688172043012	0.0384
ADGRB2	XIRP2	0.026490066225165563	0.0655
ADGRB2	COL4A4	0.0	0.0737
ADGRB2	PLXNA4	0.019230769230769232	0.0759
ADGRB2	NPAP1	0.01282051282051282	0.1
ADGRB2	ZNF99	0.011627906976744186	0.05971
ADGRB2	PREX1	0.0	0.0926
ADGRB2	SSPOP	0.011111111111111112	0.0476
ADGRB2	TRPA1	0.0	0.0498
ADGRB2	ADGRG4	0.0	0.0245
ADGRB2	FCRL3	0.0	0.0915
ADGRB2	PLCL1	0.0	0.076
ADGRB2	AHNAK2	0.0	0.00669
ADGRB2	ATP10A	0.01282051282051282	0.1
ADGRB2	PIK3CA	0.0	0.0179
ADGRB2	MAGEL2	0.0	0.0498
ADGRB2	DOCK10	0.0	0.076
ADGRB2	FREM2	0.0	0.063
ADGRB2	CDKN2A	0.010752688172043012	0.0384
ADGRB2	HRNR	0.0	0.0915
ADGRB2	GOLGB1	0.0	0.0413
ADGRB2	PDE1C	0.0	0.0915
ADGRB2	PRUNE2	0.0	0.051
ADGRB2	ZNF521	0.0	0.0472
ADGRB2	MORC1	0.0	0.0498
ADGRB2	ZNF208	0.0125	0.089
ADGRB2	BRINP3	0.010101010101010102	0.0287
ADGRB2	DSCAML1	0.0	0.0639
ADGRB2	BRCA2	0.0	0.0737
ADGRB2	COL24A1	0.0	0.051
ADGRB2	FRAS1	0.0	0.0737
ADGRB2	SLITRK2	0.0	0.0498
ADGRB2	TMPRSS15	0.0	0.0639
ADGRB2	GRM1	0.0	0.0373
ADGRB2	TRIM58	0.0	0.0915
ADGRB2	PPFIA2	0.0	0.0373
ADGRB2	MROH2B	0.0	0.0074
ADGRB2	NID2	0.0	0.0926
LRRC7	PCDHA7	0.03	0.0748
LRRC7	ZFYVE1	0.0	0.0321
LRRC7	TRIOBP	0.03	0.0748
LRRC7	MRC1	0.06201550387596899	0.0487
LRRC7	HDC	0.011363636363636364	0.0826
LRRC7	MEFV	0.011494252873563218	0.0912
LRRC7	GP2	0.010752688172043012	0.0319
LRRC7	C6orf58	0.0	0.0435
LRRC7	BAZ1B	0.011363636363636364	0.0826
LRRC7	SPAM1	0.0	0.00504
LRRC7	PIK3C2A	0.0	0.0321
LRRC7	SLC17A6	0.0380952380952381	0.0749
LRRC7	ULK1	0.0	0.0748
LRRC7	IGHV1OR15-9	0.0	0.0642
LRRC7	ITM2A	0.0	0.0321
LRRC7	MYLK	0.010526315789473684	0.019
LRRC7	SPTA1	0.0872093023255814	0.0298
LRRC7	NEB	0.07746478873239436	0.0689
LRRC7	PCDHGA5	0.021505376344086023	0.0897
LRRC7	SCML4	0.0	0.0908
LRRC7	ADAMTS8	0.0	0.0642
LRRC7	GABBR2	0.0	0.0748
LRRC7	NELL1	0.02912621359223301	0.0414
LRRC7	CENPJ	0.011363636363636364	0.0826
LRRC7	TDRD9	0.0	0.0435
LRRC7	FLCN	0.0	0.0908
LRRC7	CHRNB2	0.0	0.0748
LRRC7	HUWE1	0.04424778761061947	0.0557
LRRC7	ZMYM3	0.0	0.0129
LRRC7	ABCB7	0.0	0.0642
LRRC7	HHIPL2	0.021505376344086023	0.0897
LRRC7	GJA10	0.0	0.0321
LRRC7	CCDC136	0.0	0.0321
LRRC7	CYP2C18	0.0	0.0748
LRRC7	OR10Q1	0.020833333333333332	0.0577
LRRC7	CES5A	0.0	0.0908
LRRC7	MGAT5B	0.0	0.0908
LRRC7	CD163	0.028037383177570093	0.0223
LRRC7	CDH9	0.06201550387596899	0.0487
LRRC7	SLCO5A1	0.010752688172043012	0.0319
LRRC7	MAGEB2	0.0	0.0146
LRRC7	ABCC5	0.01098901098901099	0.0474
LRRC7	H2BC4	0.0	0.0748
LRRC7	CNOT4	0.0	0.0642
LRRC7	OR52N5	0.0	0.0321
LRRC7	OR8G5	0.021052631578947368	0.0665
LRRC7	UTP20	0.038461538461538464	0.0933
LRRC7	ZNF570	0.0	0.0435
LRRC7	COL20A1	0.021052631578947368	0.0665
LRRC7	TTC13	0.0	0.0642
LRRC7	GREB1	0.010101010101010102	0.00858
LRRC7	CCKBR	0.0	0.0908
LRRC7	ST6GALNAC5	0.0	0.0908
LRRC7	DES	0.0	0.0435
LRRC7	SV2C	0.021505376344086023	0.0897
LRRC7	SHPRH	0.020618556701030927	0.0471
LRRC7	PDE1C	0.009615384615384616	0.00281
LRRC7	MS4A8	0.0	0.0748
LRRC7	SRCAP	0.010526315789473684	0.019
LRRC7	RAI1	0.011494252873563218	0.0912
LRRC7	PSG9	0.0	0.0642
LRRC7	SGK2	0.0	0.0642
LRRC7	OR2G3	0.010526315789473684	0.019
LRRC7	PHIP	0.011235955056179775	0.0685
LRRC7	CACNA2D1	0.021052631578947368	0.0665
LRRC7	BLK	0.0	0.0227
LRRC7	CDH17	0.0	0.0642
LRRC7	LRIT2	0.011494252873563218	0.0912
LRRC7	ZNF208	0.056451612903225805	0.0535
LRRC7	MAGI3	0.0	0.0642
LRRC7	CFAP65	0.02127659574468085	0.0764
LRRC7	MEF2C	0.0	0.0343
LRRC7	ZBED1	0.0	0.0908
LRRC7	CC2D1A	0.0	0.0748
LRRC7	LRFN1	0.0	0.0908
LRRC7	OR2T8	0.011363636363636364	0.0826
LRRC7	PRKD2	0.0	0.0748
LRRC7	OR2L3	0.010869565217391304	0.03684
LRRC7	OR8K3	0.02127659574468085	0.0764
LRRC7	KCNJ1	0.0	0.0748
LRRC7	ZNF43	0.011494252873563218	0.0912
LRRC7	SIPA1L3	0.020202020202020204	0.0341
LRRC7	KCNC2	0.030303030303030304	0.0814
LRRC7	SYMPK	0.0	0.0227
LRRC7	ARMCX2	0.0	0.0435
LRRC7	RO60	0.0	0.0435
LRRC7	SH3BP4	0.0	0.0435
LRRC7	GDF2	0.0	0.0748
LRRC7	CPN1	0.0	0.0321
LRRC7	TGFB1I1	0.0	0.0908
LRRC7	PFKFB1	0.0	0.0343
LRRC7	FRMPD3	0.011494252873563218	0.0912
LRRC7	CCDC63	0.011494252873563218	0.0912
LRRC7	ZFP14	0.0	0.0908
LRRC7	TASP1	0.0	0.0642
LRRC7	ZNF786	0.0	0.0908
LRRC7	ARHGAP45	0.0	0.0748
LRRC7	RNF214	0.0	0.0908
LRRC7	CDH8	0.03571428571428571	0.031
LRRC7	OR14I1	0.010752688172043012	0.0319
LRRC7	ATXN2L	0.0	0.0642
LRRC7	MMP9	0.0	0.0227
LRRC7	PLCB2	0.0	0.0642
LRRC7	WNK3	0.011494252873563218	0.0912
LRRC7	HOOK2	0.0	0.0748
LRRC7	EIF4G3	0.011494252873563218	0.0912
LRRC7	FSTL1	0.0	0.0908
LRRC7	MPEG1	0.021505376344086023	0.0897
LRRC7	RBM19	0.0	0.0908
LRRC7	HOOK1	0.0	0.0435
LRRC7	LRRN3	0.0	0.0321
LRRC7	KCNJ12	0.0	0.0642
LRRC7	CETN1	0.0	0.0748
LRRC7	CRNN	0.0	0.0908
LRRC7	BCAN	0.010869565217391304	0.03684
LRRC7	HDLBP	0.011494252873563218	0.0912
LRRC7	TMPRSS7	0.0	0.0908
LRRC7	SLC9A3	0.0	0.0435
LRRC7	PCDHA12	0.011363636363636364	0.0826
LRRC7	HTR4	0.0	0.0748
LRRC7	ADAMTS2	0.011235955056179775	0.0685
LRRC7	GPAM	0.0	0.0146
LRRC7	CFAP46	0.011363636363636364	0.0826
LRRC7	EHBP1L1	0.0	0.0908
LRRC7	BCAS3	0.011494252873563218	0.0912
LRRC7	DNM2	0.0	0.0908
LRRC7	USHBP1	0.0	0.0748
LRRC7	ZNF626	0.011494252873563218	0.0912
LRRC7	PAK5	0.011494252873563218	0.0912
LRRC7	ZNF711	0.011363636363636364	0.0826
LRRC7	PIGR	0.0	0.0748
LRRC7	ZNF217	0.0	0.0642
LRRC7	HHIP	0.0	0.0908
LRRC7	PTPN14	0.0	0.0343
LRRC7	ZNF25	0.011494252873563218	0.0912
LRRC7	CCNF	0.0	0.0908
LRRC7	USP29	0.038461538461538464	0.0933
LRRC7	PLPPR4	0.011494252873563218	0.0912
LRRC7	OR2T12	0.010416666666666666	0.0159
LRRC7	UGT2A3	0.0	0.0343
LRRC7	PANX1	0.0	0.0908
LRRC7	ABCG4	0.011111111111111112	0.0548
LRRC7	KCNA1	0.0	0.0748
LRRC7	OR2A14	0.0	0.0642
LRRC7	ZNF239	0.0	0.0435
LRRC7	OR6C65	0.0	0.0435
LRRC7	PLEKHG7	0.0	0.0908
LRRC7	PCF11	0.0	0.0103
LRRC7	PIBF1	0.0	0.0908
LRRC7	TPCN2	0.0	0.0748
LRRC7	INSRR	0.010526315789473684	0.019
LRRC7	SCN3B	0.0	0.0748
LRRC7	PPP3CA	0.0	0.0748
LRRC7	KCNK17	0.0	0.0908
LRRC7	DAGLA	0.011363636363636364	0.0826
LRRC7	CRIM1	0.0	0.0642
LRRC7	KIF7	0.0	0.0908
LRRC7	SPANXB1	0.0	0.0908
LRRC7	TP53BP2	0.0	0.0435
LRRC7	PPAN-P2RY11	0.0	0.0748
LRRC7	LPCAT1	0.0	0.0908
LRRC7	BTN2A2	0.0	0.0343
LRRC7	TMCC3	0.0	0.0908
LRRC7	BRSK1	0.0	0.0908
LRRC7	SNX25	0.0	0.0908
LRRC7	NUP153	0.011111111111111112	0.0548
LRRC7	FAM83D	0.0	0.0908
LRRC7	ARMC5	0.0	0.0908
LRRC7	ADGRG6	0.0	0.0748
LRRC7	RNF145	0.0	0.0748
LRRC7	PDS5A	0.0	0.0908
LRRC7	WASHC2C	0.0	0.0908
