gene1	gene2	jaccard index	pv (ws)
ARID1A	REV3L	0.0	0.0766
ARID1A	MAP2	0.0	0.0925
ARID1A	HERC1	0.0	0.0925
ARID1A	ZNF208	0.0	0.0551
ARID1A	RP1	0.0	0.0766
ARID1A	MYO18A	0.0	0.0925
ARID1A	MYO3A	0.0	0.0551
SHCBP1L	TTN	0.0	0.0848
MYH1	RYR3	0.0	0.0899
MYH1	DST	0.0	0.0899
MYH1	PCLO	0.014705882352941176	0.0556
MYH1	CSMD3	0.0	0.0211
MYH1	FASN	0.0	0.0663
MYH1	DNAH8	0.0	0.0996
OBSCN	MYH2	0.0	0.0959
OBSCN	COL11A1	0.028985507246376812	0.0748
OBSCN	XIRP2	0.02531645569620253	0.0133
OBSCN	ABCA13	0.04	0.0748
OBSCN	DCHS1	0.0	0.016
OBSCN	USH2A	0.039473684210526314	0.0617
OBSCN	BIRC6	0.015873015873015872	0.0667
OBSCN	VWF	0.0	0.0959
OBSCN	PLXNA4	0.015151515151515152	0.0368
OBSCN	SDK2	0.0	0.0959
OBSCN	ZNF208	0.016129032258064516	0.0882
OBSCN	PTPN13	0.0	0.0453
OBSCN	CSMD3	0.024096385542168676	0.00696
OBSCN	CACNA1C	0.0	0.0959
OBSCN	UTP20	0.0	0.0728
OBSCN	SYNE2	0.015873015873015872	0.0667
OBSCN	SMCHD1	0.0	0.0959
OBSCN	ERBB4	0.0	0.0728
OBSCN	SEMA3A	0.0	0.036
OBSCN	MAP1B	0.0	0.0552
OBSCN	PCDHGA5	0.0	0.0959
OBSCN	CTTNBP2	0.0	0.0453
OBSCN	ZFC3H1	0.0	0.0453
OBSCN	CYLC1	0.0	0.0728
OBSCN	SLITRK2	0.0	0.0185
OBSCN	HMCN1	0.03896103896103896	0.0579
OBSCN	TCF20	0.0	0.0959
OBSCN	FBN2	0.014705882352941176	0.0264
OBSCN	DNAH2	0.015873015873015872	0.0667
OBSCN	FAT4	0.016129032258064516	0.0882
OBSCN	DSCAM	0.0	0.0266
OBSCN	EPHA3	0.0	0.0552
OBSCN	PTPRT	0.0	0.0453
OBSCN	WNK2	0.0	0.0453
OBSCN	ABCA12	0.0	0.016
OBSCN	NBEA	0.015151515151515152	0.0368
OBSCN	PCDHA13	0.0	0.0959
OBSCN	CDH23	0.0	0.0728
OBSCN	NLRP12	0.0	0.0728
OBSCN	EPHA4	0.0	0.0185
OBSCN	CACNA1H	0.0	0.0959
OBSCN	SVEP1	0.0	0.0266
OBSCN	DZIP3	0.0	0.0959
OBSCN	ANK1	0.0	0.036
OBSCN	STAB2	0.0	0.0453
OBSCN	ZNF521	0.0	0.0959
OBSCN	COL4A5	0.0	0.0728
OBSCN	ARFGEF3	0.0	0.0552
OBSCN	LRRK2	0.0	0.036
OBSCN	NBEAL2	0.0	0.0728
OBSCN	IVL	0.0	0.0959
OBSCN	PCDHA8	0.0	0.0959
REV3L	XIRP2	0.0	0.0423
REV3L	PCLO	0.0	0.0135
HIPK2	MUC16	0.0	0.0847
HECTD4	USH2A	0.0	0.0629
PLEKHG4	CTNNB1	0.0	0.0894
DNAH17	HMCN1	0.0	0.0377
DNMT1	TP53	0.0	0.0619
COL11A1	RYR2	0.029850746268656716	0.0908
COL11A1	PRUNE2	0.0	0.0583
COL11A1	DNAH7	0.018518518518518517	0.1
COL11A1	UBR4	0.0	0.0999
COL11A1	FASN	0.018867924528301886	0.1
COL11A1	ZNF831	0.0	0.0686
COL11A1	FRAS1	0.0	0.0686
COL11A1	DNAH5	0.0	0.0275
COL11A1	DNAH8	0.0	0.0353
COL11A1	ZFHX4	0.0	0.0583
DNM3	MUC16	0.0	0.0847
MBD5	MUC16	0.0	0.0847
XIRP2	MUC16	0.056074766355140186	0.0349
XIRP2	C3	0.0	0.0423
XIRP2	PLXNA4	0.017543859649122806	0.0875
XIRP2	AHCTF1	0.0	0.0648
XIRP2	SEMA3A	0.0	0.0648
XIRP2	RP1	0.0	0.0423
XIRP2	TRPA1	0.0	0.0648
XIRP2	HMCN1	0.014285714285714285	0.0115
XIRP2	CTNNA2	0.0	0.0838
XIRP2	PRKDC	0.0	0.0118
XIRP2	RIMS1	0.0	0.0838
XIRP2	TENM1	0.0	0.0648
TTN	BBS12	0.0	0.0848
TTN	HAUS6	0.0	0.0227
TTN	MLST8	0.0	0.0848
TTN	CRHR1	0.0	0.0455
TTN	WNT1	0.0	0.0848
TTN	FCGBP	0.0364963503649635	0.0473
TTN	LMTK3	0.0	0.0848
TTN	TP53	0.18556701030927836	0.0326
TTN	LAMA1	0.050359712230215826	0.0842
TTN	RYR2	0.09271523178807947	0.0754
TTN	CCDC180	0.0	0.0848
TTN	DIDO1	0.022727272727272728	0.085
TTN	ACHE	0.0	0.0848
TTN	THOC2	0.0	0.0455
TTN	NEB	0.028985507246376812	0.0147
TTN	CYP17A1	0.0	0.0848
TTN	USP29	0.0	0.0848
TTN	KALRN	0.007633587786259542	0.022
TTN	PCSK2	0.0	0.0848
TTN	DNAH7	0.041379310344827586	0.00432
TTN	BMPR2	0.0	0.0848
TTN	SPEG	0.02158273381294964	0.00315
TTN	ZNF454	0.0	0.0848
TTN	AKNA	0.0	0.0227
TTN	SIPA1L3	0.007751937984496124	0.0603
TTN	ATP9A	0.0	0.0227
TTN	POLQ	0.03676470588235294	0.0645
TTN	CPLANE1	0.0	0.0455
TTN	LRRC4	0.0	0.0455
TTN	ANKRD30A	0.015267175572519083	0.0496
TTN	KRT18	0.0	0.0848
TTN	CHGA	0.0	0.0848
TTN	CEP170B	0.0	0.0455
TTN	MAP3K14	0.0	0.0848
TTN	MBD1	0.0	0.0455
TTN	HMGB1P1	0.0	0.0848
TTN	KRT85	0.0	0.0848
TTN	CHD6	0.015384615384615385	0.0926
TTN	EEF1AKMT4-ECE2	0.0	0.0848
TTN	BMP15	0.0	0.0455
TTN	ITGB5	0.007751937984496124	0.0603
TTN	PDCD7	0.0	0.0455
TTN	ZNF658B	0.0	0.0848
TTN	RASA3	0.0	0.0227
TTN	GGN	0.0	0.0848
TTN	NRAS	0.0	0.0455
TTN	DYSF	0.015384615384615385	0.0926
TTN	SCN5A	0.007692307692307693	0.0323
TTN	WASHC4	0.0	0.0107
TTN	PCDH9	0.015384615384615385	0.0926
TTN	ITIH3	0.0	0.0848
TTN	SLC4A8	0.0078125	0.0835
TTN	COL4A1	0.007751937984496124	0.0603
TTN	EFTUD2	0.0	0.0848
TTN	IL12RB2	0.0078125	0.0835
TTN	MAN1A2	0.0	0.0848
TTN	KCNT1	0.015267175572519083	0.0496
TTN	DYNC2H1	0.0072992700729927005	0.00059
TTN	RASGRP1	0.0	0.0848
TTN	ITGA11	0.0	0.0848
TTN	SSTR4	0.0	0.0848
TTN	ARMCX1	0.0	0.0848
TTN	TDRD5	0.043795620437956206	0.0803
TTN	BANK1	0.0	0.0848
TTN	INAVA	0.0	0.0455
TTN	PLEKHH2	0.0078125	0.0835
TTN	IWS1	0.0078125	0.0835
TTN	KY	0.0	0.0848
TTN	TRIOBP	0.015037593984962405	0.0208
TTN	CNTNAP5	0.015384615384615385	0.0926
TTN	ATRX	0.0078125	0.0835
TTN	ERICH3	0.007692307692307693	0.0323
TTN	TRIM49	0.0	0.0848
TTN	DNAH10	0.021897810218978103	0.00885
TTN	NCOA3	0.007692307692307693	0.0323
TTN	PLA2G3	0.0	0.0455
TTN	CLSTN2	0.0	0.00608
TTN	ADAM28	0.007751937984496124	0.05487
TTN	SRSF1	0.0	0.0848
TTN	MYO7A	0.015384615384615385	0.0926
TTN	MYT1	0.007751937984496124	0.05487
TTN	MXRA5	0.015151515151515152	0.0363
TTN	IBTK	0.0	0.0455
TTN	PRRC2A	0.0	0.0107
TTN	SLITRK1	0.007751937984496124	0.05487
TTN	ESRRG	0.0	0.0848
TTN	PPP4R3B	0.0	0.0455
TTN	NRBP2	0.0	0.0848
TTN	A2ML1	0.0078125	0.0835
TTN	PTPN11	0.0	0.0848
TTN	FBN1	0.029411764705882353	0.03382
TTN	RAD54B	0.0	0.0455
TTN	GRIN2A	0.007633587786259542	0.022
TTN	BAG6	0.0	0.0227
TTN	CHD5	0.007751937984496124	0.05487
TTN	MEGF11	0.0	0.0848
TTN	USP24	0.0	0.0227
TTN	VWA5A	0.0	0.0848
TTN	SIX5	0.0	0.0848
TTN	ZNF18	0.0	0.0848
TTN	ODAPH	0.0	0.0848
TTN	ALG9	0.0	0.0848
TTN	ZNF560	0.0	0.0455
