gene1	gene2	jaccard index	pv (ws)
ARID1A	CTNNB1	0.058823529411764705	0.0729
ARID1A	PXDNL	0.0	0.0634
ARID1A	RB1	0.0	0.0504
ARID1A	HTT	0.0	0.0504
ARID1A	RYR1	0.017857142857142856	0.1
ARID1A	TG	0.0	0.0898
ARID1A	NOS1	0.0	0.0687
ARID1A	EPHA4	0.0	0.0687
ARID1A	ROBO1	0.0	0.0898
ASTN1	TP53	0.00847457627118644	0.0209
PCDHGA10	MUC16	0.0	0.0608
JARID2	ALB	0.0	0.0968
BMPER	CTNNB1	0.009615384615384616	0.0811
BMPER	TP53	0.008620689655172414	0.0532
BMPER	ALB	0.0	0.0968
AR	TTN	0.0	0.0477
AR	CTNNB1	0.0	0.0876
MACF1	CTNNB1	0.03571428571428571	0.0692
MACF1	RYR3	0.0	0.0665
MACF1	PCLO	0.014285714285714285	0.0368
MACF1	DMD	0.0	0.0473
MACF1	DNAH7	0.0	0.0473
MACF1	FAT3	0.0	0.0512
MACF1	HERC2	0.0	0.0865
MACF1	FREM2	0.0	0.0665
MACF1	RYR1	0.0	0.0536
ZNF687	FLG	0.0	0.087
ZNF687	LRP1B	0.0	0.0909
ZNF687	CSMD3	0.0	0.075
OBSCN	FSIP2	0.0	0.0976
OBSCN	CTNNB1	0.06818181818181818	0.00966
OBSCN	DCHS2	0.015625	0.058
OBSCN	FGA	0.0	0.0542
OBSCN	FBN3	0.0	0.0473
OBSCN	GLI3	0.0	0.0542
OBSCN	FLG	0.0375	0.038
OBSCN	KMT2B	0.01639344262295082	0.0989
OBSCN	PXDNL	0.01639344262295082	0.0989
OBSCN	CSMD3	0.04938271604938271	0.0748
OBSCN	HTT	0.015873015873015872	0.0683
OBSCN	DOCK2	0.029411764705882353	0.0866
OBSCN	CTNNA2	0.0	0.0473
OBSCN	IRX1	0.0	0.0714
OBSCN	TCF20	0.0	0.0976
OBSCN	MGA	0.01639344262295082	0.0989
OBSCN	FMN1	0.0	0.0976
OBSCN	ZDBF2	0.0	0.0714
OBSCN	FAT2	0.02857142857142857	0.0617
OBSCN	SPTA1	0.014285714285714285	0.0183
OBSCN	TENM3	0.0	0.0273
OBSCN	ALMS1	0.0	0.0714
OBSCN	MYO3B	0.0	0.0976
OBSCN	TACC2	0.0	0.0976
OBSCN	NOTCH4	0.0	0.0976
OBSCN	SCRIB	0.0	0.0714
OBSCN	COL6A6	0.01639344262295082	0.0989
OBSCN	PATJ	0.0	0.0542
OBSCN	PTPRZ1	0.0	0.0976
OBSCN	CNTN1	0.0	0.0976
OBSCN	ATM	0.0	0.0473
OBSCN	LRRC7	0.0	0.0273
OBSCN	SHANK1	0.0	0.0473
OBSCN	CHRM3	0.0	0.0976
OBSCN	CAMTA1	0.0	0.0976
OBSCN	MGAM	0.0	0.0714
OBSCN	ADAMTS12	0.0	0.0542
OBSCN	PLCB1	0.0	0.0976
TMEM214	TTN	0.0	0.0477
SP140	MUC16	0.0	0.0908
REV3L	TP53	0.01639344262295082	0.0115
REV3L	RYR1	0.0	0.0969
REV3L	HMCN1	0.0	0.0482
REV3L	CSMD1	0.0	0.0673
REV3L	CUBN	0.0	0.0969
CYP11B2	MUC16	0.0	0.0908
ABCA2	TTN	0.007751937984496124	0.0548
ABCA2	TP53	0.008695652173913044	0.0867
NPAS3	TTN	0.015384615384615385	0.0889
NPAS3	CTNNB1	0.009523809523809525	0.0566
TEX2	TTN	0.0	0.00621
DNAH17	TTN	0.02962962962962963	0.0515
DNAH17	MUC16	0.010752688172043012	0.0111
COL11A1	CTNNB1	0.025210084033613446	0.00215
COL11A1	KIAA1109	0.0	0.0556
COL11A1	PRUNE2	0.0	0.0556
COL11A1	SYNE2	0.0	0.0631
COL11A1	UBR4	0.0	0.0931
COL11A1	HTT	0.0	0.0631
COL11A1	FREM2	0.0	0.031
COL11A1	BAP1	0.0	0.0649
COL11A1	DNAH2	0.0	0.0631
COL11A1	COL6A6	0.0	0.0931
COL11A1	FBN1	0.0	0.0811
COL11A1	MYO3A	0.0	0.0811
ADAMTSL4	CTNNB1	0.0	0.0876
MBD5	MUC16	0.0	0.0908
XIRP2	TRPM6	0.0	0.0917
XIRP2	FBN3	0.0	0.0863
XIRP2	DCHS1	0.0	0.0373
XIRP2	SORCS3	0.0	0.0917
XIRP2	PCDH11Y	0.0	0.0464
XIRP2	ADAMTS19	0.0	0.0672
XIRP2	PREX1	0.0	0.0672
XIRP2	MAP1B	0.0	0.0917
XIRP2	KIAA1217	0.0	0.0541
XIRP2	MYH15	0.0	0.0863
XIRP2	SLC4A3	0.0	0.0863
XIRP2	CHL1	0.0	0.0917
XIRP2	MYCBP2	0.0	0.0672
XIRP2	DOCK8	0.0	0.0917
TTN	APC	0.029850746268656716	0.0661
TTN	ZNF451	0.0078125	0.0819
TTN	PRDM5	0.0	0.0477
TTN	LRRC43	0.0	0.0477
TTN	SLC12A5	0.0078125	0.0819
TTN	GRIA4	0.015151515151515152	0.0315
TTN	XPO6	0.007751937984496124	0.05473
TTN	FLG	0.08108108108108109	0.0663
TTN	CCT3	0.007751937984496124	0.05473
TTN	RUNX1T1	0.007751937984496124	0.05473
TTN	BEND3	0.0	0.0101
TTN	SORL1	0.015384615384615385	0.0889
TTN	DHX57	0.0	0.00621
TTN	EPHB1	0.0	0.0477
TTN	PRUNE2	0.02877697841726619	0.00915
TTN	ZNF140	0.0	0.0477
TTN	NCOR1	0.007751937984496124	0.05473
TTN	PRKD2	0.0078125	0.0819
TTN	KMT2B	0.02962962962962963	0.0515
TTN	TRIM46	0.0	0.0477
TTN	ZNF208	0.037037037037037035	0.0915
TTN	NOTCH2	0.007751937984496124	0.05473
TTN	DISC1	0.015384615384615385	0.0889
TTN	KIF26B	0.050359712230215826	0.0866
TTN	RASSF10	0.0078125	0.0819
TTN	FAT3	0.056338028169014086	0.0537
TTN	JMJD7-PLA2G4B	0.0	0.0217
TTN	ACAP1	0.0	0.0477
TTN	ZFP64	0.0078125	0.0819
TTN	MED13	0.015384615384615385	0.0889
TTN	CNTN6	0.0078125	0.0819
TTN	RBM6	0.0	0.0477
TTN	KCNAB1	0.0078125	0.0819
TTN	HTT	0.03676470588235294	0.0656
TTN	CMYA5	0.0	0.00186
TTN	DOCK5	0.0	0.0477
TTN	CDK5RAP2	0.007751937984496124	0.05473
TTN	FGFR2	0.0078125	0.0819
TTN	GPR84	0.0	0.0217
TTN	MED13L	0.015384615384615385	0.08742
TTN	ZMYM5	0.0	0.0477
TTN	INSR	0.0	0.0477
TTN	ARMCX3	0.0078125	0.0819
TTN	TRPA1	0.022556390977443608	0.0525
TTN	CHD6	0.0	0.00186
TTN	CDH19	0.0	0.0477
TTN	CSMD1	0.05517241379310345	0.0187
TTN	NRAS	0.0	0.0477
TTN	EPPK1	0.015267175572519083	0.0565
TTN	PDIA2	0.0078125	0.0819
TTN	FMN1	0.015384615384615385	0.08742
TTN	RALGAPA2	0.0	0.0101
TTN	ITSN1	0.0	0.0217
TTN	PRKDC	0.04316546762589928	0.0412
TTN	SLC4A8	0.0078125	0.0819
TTN	ADAM29	0.0078125	0.0819
TTN	MDC1	0.007751937984496124	0.05473
TTN	NF1	0.022727272727272728	0.0857
TTN	ACVR2A	0.022727272727272728	0.0857
TTN	METTL21C	0.0	0.0477
TTN	SPTA1	0.04225352112676056	0.0127
TTN	FAT4	0.037037037037037035	0.0915
TTN	SCRIB	0.015267175572519083	0.0565
TTN	ZSWIM8	0.0	0.0217
TTN	PHLDB1	0.0	0.0217
TTN	A1CF	0.0	0.0477
TTN	PRRC2A	0.0	0.0101
TTN	SEMA6D	0.029850746268656716	0.0661
TTN	CHD7	0.007751937984496124	0.05473
TTN	TRPM1	0.007633587786259542	0.01877
TTN	FRMPD4	0.015384615384615385	0.08742
TTN	NOS3	0.007751937984496124	0.05473
TTN	DYNC1LI2	0.0	0.0217
TTN	PEG3	0.0078125	0.0819
TTN	CYP4B1	0.0	0.0477
TTN	MYCBP2	0.014925373134328358	0.0119
TTN	FLNB	0.007633587786259542	0.01877
TTN	CNTN5	0.015384615384615385	0.08742
TTN	SLC2A2	0.0078125	0.0819
TTN	ARHGAP32	0.0	0.0477
TTN	BPTF	0.015151515151515152	0.0315
TTN	THADA	0.007751937984496124	0.05473
TTN	CCDC71	0.0	0.0477
TTN	LGR6	0.0078125	0.0819
TTN	LHCGR	0.0	0.0101
TTN	SEMA4F	0.0	0.0477
TTN	DNAJC13	0.0078125	0.0819
TTN	ATP13A4	0.0	0.0477
TTN	PDGFRA	0.0	0.00332
TTN	SYNPO2	0.0078125	0.0819
TTN	COBL	0.007751937984496124	0.05473
TTN	RAG1	0.007751937984496124	0.05473
TTN	TMPRSS13	0.0	0.0477
TTN	PTPRB	0.029850746268656716	0.0661
TTN	STAB2	0.022727272727272728	0.0857
TTN	AP4E1	0.0	0.0477
TTN	NBR1	0.007751937984496124	0.05473
TTN	TANC2	0.0078125	0.0819
TTN	SIGLEC11	0.0	0.0477
TTN	SIGLEC6	0.007751937984496124	0.05473
TTN	SEMG2	0.0	0.0477
TTN	DOP1B	0.007692307692307693	0.0333
TTN	PRAME	0.0078125	0.0819
TTN	NUP210L	0.0	0.0101
TTN	IGSF9	0.0	0.0477
TTN	CHRM3	0.015384615384615385	0.08742
TTN	RGS7	0.0078125	0.0819
TTN	SLC9A2	0.0	0.0477
TTN	GRK7	0.0	0.0217
TTN	VPS50	0.0078125	0.0819
TTN	CFAP43	0.0	0.0217
TTN	MYOCD	0.015384615384615385	0.08742
TTN	FAM47A	0.007633587786259542	0.01877
TTN	FLNA	0.0	0.0477
TTN	BARD1	0.0	0.0477
TTN	WDFY3	0.022556390977443608	0.0525
TTN	TASOR2	0.0078125	0.0819
TTN	ZSWIM2	0.0	0.0477
TTN	TMEM215	0.0	0.0477
TTN	CRMP1	0.0	0.0217
TTN	GLI2	0.022556390977443608	0.0525
TTN	SHANK2	0.0	0.0101
TTN	MED24	0.0078125	0.0819
TTN	ANGPTL8	0.0	0.0477
TTN	DOCK3	0.0078125	0.0819
TTN	REST	0.0	0.0477
TTN	PKD2L2	0.0	0.0217
TTN	SPATA31A1	0.007751937984496124	0.05473
TTN	GRIN3A	0.0	0.0477
TTN	MAML2	0.0	0.0477
TTN	CEP126	0.0078125	0.0819
TTN	TMEM260	0.0	0.0217
TTN	RIMBP3	0.0078125	0.0819
TTN	NRCAM	0.007692307692307693	0.0333
TTN	PBX1	0.0078125	0.0819
TTN	KEAP1	0.029850746268656716	0.0661
TTN	LRGUK	0.0	0.0477
TTN	XKR4	0.0078125	0.0819
TTN	PALLD	0.0	0.0217
TTN	SLCO4C1	0.0078125	0.0819
TTN	NEDD4L	0.0	0.0217
TTN	ARHGEF12	0.0078125	0.0819
TTN	CACNA1F	0.0078125	0.0819
TTN	NLRP5	0.007751937984496124	0.05473
TTN	TAOK1	0.0	0.0477
TTN	ATP13A1	0.007751937984496124	0.05473
TTN	KRT34	0.0	0.0477
TTN	TASOR	0.0	0.0477
TTN	KCNH2	0.0	0.0217
TTN	LRRC8A	0.0	0.0477
TTN	ADAMTS12	0.015151515151515152	0.0315
TTN	HNF4A	0.0	0.0477
TTN	ICE2	0.0	0.0477
TTN	BOD1L1	0.0078125	0.0819
FSIP2	MUC16	0.0	0.0194
CTNNB1	DCHS2	0.03571428571428571	0.0692
CTNNB1	FGA	0.009345794392523364	0.0252
CTNNB1	GABRA6	0.009615384615384616	0.0811
CTNNB1	PHF10	0.0	0.0876
CTNNB1	TOGARAM1	0.0	0.0456
CTNNB1	HERC2P3	0.009433962264150943	0.0368
CTNNB1	HEPH	0.0	0.0456
CTNNB1	SLC9C1	0.009433962264150943	0.0368
CTNNB1	MORC1	0.0	0.0456
CTNNB1	IQGAP2	0.0	0.0876
CTNNB1	VWF	0.009523809523809525	0.0566
CTNNB1	PIWIL1	0.0	0.0456
CTNNB1	CDC7	0.0	0.0876
CTNNB1	ALB	0.08208955223880597	0.0206
CTNNB1	PLXNA4	0.04424778761061947	0.0995
CTNNB1	CKAP5	0.0	0.0876
CTNNB1	TNRC6A	0.009615384615384616	0.0811
CTNNB1	GPR22	0.0	0.0876
CTNNB1	NTRK3	0.0	0.00087
CTNNB1	SLC12A7	0.0	0.0456
CTNNB1	S1PR3	0.0	0.0876
CTNNB1	AXIN1	0.05128205128205128	0.0713
CTNNB1	PCDH11Y	0.027522935779816515	0.0779
CTNNB1	CR1	0.009345794392523364	0.0252
CTNNB1	ZNF208	0.02702702702702703	0.0434
CTNNB1	ADGRL3	0.018518518518518517	0.05037
CTNNB1	OR12D3	0.0	0.0876
CTNNB1	TEX15	0.0	0.0217
CTNNB1	SLC12A4	0.0	0.0876
CTNNB1	ATP8B3	0.0	0.0876
CTNNB1	ERBB4	0.009433962264150943	0.0368
CTNNB1	FYCO1	0.009615384615384616	0.0811
CTNNB1	LGSN	0.0	0.0272
CTNNB1	CEMIP2	0.0	0.0456
CTNNB1	ZFC3H1	0.018691588785046728	0.0702
CTNNB1	DENND4A	0.009615384615384616	0.0811
CTNNB1	SOX9	0.0	0.0876
CTNNB1	INSR	0.0	0.0876
CTNNB1	SHROOM3	0.009615384615384616	0.0811
CTNNB1	ADAMTS16	0.0	0.0876
CTNNB1	CCDC146	0.0	0.0876
CTNNB1	RYR1	0.03361344537815126	0.00736
CTNNB1	LOXL4	0.0	0.0876
CTNNB1	TMEM132E	0.009615384615384616	0.0811
CTNNB1	MUC4	0.018691588785046728	0.0702
CTNNB1	ADNP	0.0	0.0876
CTNNB1	NLRP3	0.009615384615384616	0.0811
CTNNB1	TRAPPC8	0.0	0.0876
CTNNB1	ITSN1	0.0	0.0456
CTNNB1	PIK3R1	0.0	0.0876
CTNNB1	EXTL3	0.0	0.0876
CTNNB1	PRKDC	0.043859649122807015	0.0816
CTNNB1	TOGARAM2	0.0	0.0272
CTNNB1	GPR149	0.009615384615384616	0.0811
CTNNB1	DNAH5	0.03389830508474576	0.01023
CTNNB1	ZNF518A	0.009615384615384616	0.0811
CTNNB1	NAV3	0.009523809523809525	0.0566
CTNNB1	ACVR2A	0.018691588785046728	0.0702
CTNNB1	PLCE1	0.0	0.0456
CTNNB1	LCA5	0.0	0.0876
CTNNB1	PTCD1	0.0	0.0876
CTNNB1	HDAC9	0.009615384615384616	0.0811
CTNNB1	SEZ6L2	0.0	0.0456
CTNNB1	TF	0.0	0.0876
CTNNB1	CLSTN2	0.0	0.0217
CTNNB1	TNKS1BP1	0.0	0.0876
CTNNB1	PHC1	0.0	0.0876
CTNNB1	CDH9	0.027522935779816515	0.0779
CTNNB1	IBTK	0.0	0.0876
CTNNB1	UNC13B	0.0	0.0876
CTNNB1	SLC39A12	0.009615384615384616	0.0811
CTNNB1	SETD2	0.018518518518518517	0.05037
CTNNB1	EHMT2	0.0	0.0876
CTNNB1	ATP12A	0.0	0.0456
CTNNB1	MYH15	0.018691588785046728	0.0702
CTNNB1	OR5I1	0.0	0.0876
CTNNB1	TRPM7	0.0	0.0217
CTNNB1	ZNF628	0.0	0.0876
CTNNB1	BRINP3	0.00909090909090909	0.00652
CTNNB1	CCDC60	0.0	0.0456
CTNNB1	SYNRG	0.0	0.0876
CTNNB1	TRIM42	0.0	0.0456
CTNNB1	DYNC1LI2	0.0	0.0456
CTNNB1	PCNX2	0.009615384615384616	0.0811
CTNNB1	PHIP	0.009615384615384616	0.0811
CTNNB1	KNDC1	0.009433962264150943	0.0368
CTNNB1	ADAMTS14	0.0	0.0456
CTNNB1	NOS2	0.0	0.0876
CTNNB1	ABCB5	0.009345794392523364	0.0252
CTNNB1	NOTCH1	0.0	0.0456
CTNNB1	PIK3CA	0.018691588785046728	0.0702
CTNNB1	THADA	0.0	0.0217
CTNNB1	THEMIS	0.0	0.0456
CTNNB1	NUMA1	0.0	0.0272
CTNNB1	SZT2	0.0	0.0272
CTNNB1	FCRL5	0.009433962264150943	0.0368
CTNNB1	CAPN13	0.0	0.0876
CTNNB1	PDGFRA	0.009615384615384616	0.0811
CTNNB1	PCDHA10	0.0	0.0876
CTNNB1	CA9	0.0	0.0876
CTNNB1	TMPRSS13	0.0	0.0876
CTNNB1	PPM1H	0.0	0.0456
CTNNB1	KSR2	0.0	0.0876
CTNNB1	NPAP1	0.018518518518518517	0.05037
CTNNB1	ABCA3	0.009615384615384616	0.0811
CTNNB1	MISP	0.009523809523809525	0.0566
CTNNB1	DOP1B	0.009615384615384616	0.0811
CTNNB1	COL6A2	0.0	0.0456
CTNNB1	GABRA4	0.0	0.0876
CTNNB1	TET2	0.0	0.0876
CTNNB1	SLC4A2	0.0	0.0456
CTNNB1	PHRF1	0.0	0.0113
CTNNB1	OR5D18	0.009523809523809525	0.0566
CTNNB1	ADAMTS18	0.0	0.0876
CTNNB1	SYNE3	0.0	0.0876
CTNNB1	PC	0.0	0.0456
CTNNB1	TBC1D8	0.0	0.0876
CTNNB1	LCP2	0.0	0.0876
CTNNB1	FIG4	0.0	0.0876
CTNNB1	ADGRL1	0.0	0.0876
CTNNB1	BSN	0.009259259259259259	0.0139
CTNNB1	KLK6	0.0	0.0876
