63,525,31,171
368,161,290,386
90,267,362,183
304,355,133,300
288,398,221,122
2,175,536,517
30,534,334,462
74,436,481,485
87,166,449,191
79,438,0,171
315,482,30,55
234,5,3,494
509,400,295,343
87,267,355,168
545,225,435,363
484,306,132,79
66,241,526,488
106,482,186,4
514,10,436,144
488,494,546,514
93,195,10,512
315,90,42,57
564,99,314,171
142,328,538,567
334,307,30,341
64,401,89,295
64,361,161,282
172,300,293,330
156,308,7,267
6,389,483,111
171,288,32,545
528,284,339,330
514,71,129,263
547,564,415,266
536,545,28,37
26,380,338,178
161,254,503,66
553,52,100,392
62,91,545,266
556,334,76,483
470,51,142,6
532,264,175,234
79,538,474,396
498,79,341,545
138,436,234,307
394,428,20,175
330,320,203,133
257,524,512,368
453,119,79,113
171,314,105,268
84,293,334,425
454,367,355,545
565,401,303,300
113,301,134,300
554,485,37,161
187,76,307,91
436,504,355,159
386,457,272,213
362,528,461,58
475,358,15,234
248,110,485,430
296,470,218,548
164,519,412,498
5,213,250,2
538,396,134,542
453,515,365,537
304,564,175,231
182,482,347,368
295,438,514,279
114,24,75,248
304,554,159,213
484,328,346,470
405,337,287,309
371,345,182,442
194,475,427,264
401,408,15,299
210,224,412,207
525,73,342,341
168,558,534,573
175,519,488,150
7,536,461,213
112,76,528,503
448,225,403,534
391,296,252,472
428,524,228,357
409,455,8,436
386,30,119,171
386,389,129,326
4,254,564,119
378,254,341,552
175,39,538,438
161,496,119,554
1,129,238,492
98,134,4,338
276,459,154,181
306,38,92,213
544,389,522,402
247,191,380,8
231,119,365,448
357,214,279,386
295,391,146,355
133,283,503,369
566,314,355,534
344,403,438,545
112,133,121,253
282,271,134,293
167,161,134,554
171,512,281,301
276,568,396,194
334,547,239,9
551,192,527,252
65,268,434,539
238,355,58,54
30,436,272,278
5,220,345,494
138,406,321,75
229,51,300,498
17,450,461,269
51,568,405,386
564,201,420,139
529,330,203,191
550,130,539,300
550,555,483,510
529,389,330,403
299,521,301,401
212,161,412,303
352,341,256,435
494,403,507,465
261,475,234,64
61,354,166,225
203,137,498,234
263,364,363,171
553,247,371,99
389,566,555,295
201,359,277,417
75,363,441,465
247,258,213,405
134,553,241,68
10,568,134,549
532,295,503,330
48,401,498,461
156,363,433,519
326,392,92,51
15,436,163,205
503,510,279,5
30,164,483,295
434,376,542,213
6,30,248,10
319,8,159,508
328,158,227,235
386,277,488,553
438,95,111,267
485,553,148,461
19,433,314,566
344,485,268,227
134,185,236,87
330,459,328,339
564,8,498,475
295,323,348,137
201,334,113,136
6,55,201,128
192,292,404,339
260,137,99,327
299,133,187,135
47,74,75,231
361,116,425,194
6,328,168,145
330,256,90,537
213,139,39,201
171,128,134,571
225,519,201,137
394,290,401,519
234,201,242,98
367,239,16,503
319,76,175,377
519,573,513,326
296,431,295,93
449,412,182,504
400,205,490,419
377,347,368,195
6,566,66,386
371,562,545,508
60,422,23,513
28,268,564,171
307,78,255,280
