gene1	gene2	jaccard index	pv (ws)
PRPF8	VHL	0.0055248618784530384	0.0173
MUC16	SETD2	0.012048192771084338	0.00893
TTN	DSCAML1	0.0	0.0734
TTN	MYH4	0.0	0.0209
TTN	PRR12	0.0	0.0734
TTN	DYNC1H1	0.0	0.0508
TTN	PTPRZ1	0.0	0.036
TTN	KIF19	0.0	0.0734
TTN	SCAF4	0.0	0.0508
TTN	PCDHGB3	0.0	0.0734
TTN	LRRCC1	0.0	0.036
TTN	COL6A2	0.0	0.0734
TTN	KMT2A	0.0	0.0734
TTN	DNAH11	0.0	0.0508
TTN	MAGEC1	0.0	0.0734
TTN	FAT3	0.009708737864077669	0.076
TTN	NIPBL	0.0	0.0734
TTN	ZFHX4	0.00980392156862745	0.1
TTN	HUWE1	0.0	0.0734
TTN	STAG2	0.0	0.0209
TTN	CELSR1	0.0	0.0209
INPP5F	VHL	0.00558659217877095	0.0717
BIN2	PBRM1	0.0	0.0699
VHL	CTNNA1	0.00558659217877095	0.0717
VHL	KNTC1	0.0	0.023
VHL	PPL	0.0	0.0453
VHL	VPS13D	0.005555555555555556	0.0367
VHL	PLXNA4	0.011111111111111112	0.0935
VHL	ITIH2	0.0	0.0453
VHL	SIPA1L3	0.0	0.023
VHL	GLYR1	0.0	0.0453
VHL	EPB41L3	0.005555555555555556	0.0367
VHL	SSPOP	0.005555555555555556	0.0367
VHL	ATR	0.005555555555555556	0.0367
VHL	C1S	0.00558659217877095	0.0717
VHL	RIF1	0.0	0.0453
VHL	MYOM1	0.005555555555555556	0.0367
VHL	SCN3A	0.0	0.0453
VHL	SVEP1	0.0055248618784530384	0.0173
VHL	ZFYVE26	0.00558659217877095	0.0717
VHL	PCDH7	0.0055248618784530384	0.0173
VHL	IFT140	0.00558659217877095	0.0717
VHL	TRPM6	0.00558659217877095	0.0717
VHL	CACNA1D	0.005555555555555556	0.0367
VHL	NUP214	0.0	0.0453
VHL	PLCE1	0.0	0.0453
VHL	CNOT1	0.0	0.00085
VHL	SLIT3	0.0	0.0453
